"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_CasaCelos" "Cervantes_Tratos" "Cervantes_Urdemalas" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"Argensola_Alejandra" 0 0.878554238637124 1.09159320283005 0.989661443776024 1.06966707957964 1.08504908514168 1.06935078404829 1.17015685800203 1.0456742123236 1.08660339136745 1.07195412481103 1.10880186837841 1.08640603160408 1.09000558098937 1.11164531122203 1.04740896496373 0.972146526071544
"Argensola_Isabela" 0.878554238637124 0 1.00186576639548 0.971937840884978 1.0479335883184 1.09803423509899 1.07767184773195 1.10912251145678 1.03086091361194 1.07925673925928 1.07218975534522 1.10916574549944 1.08782218858111 1.12116806036308 1.1203139971671 1.03185791350956 1.08938189156379
"Artieda_Amantes" 1.09159320283005 1.00186576639548 0 1.11034787864381 1.17267018659155 1.01607121620494 1.04533609881193 0.88473184577513 1.10575626655411 1.08307630746614 1.12566456332462 1.09171735361264 1.05665092710821 1.08438251923349 0.994366449454222 1.08252142384298 1.06888834309168
"Bermudez_Lastimosa" 0.989661443776024 0.971937840884978 1.11034787864381 0 0.701151908588797 1.08950124490827 1.06159475997341 1.14990077439474 1.11317351739985 1.11615433904708 1.12474293043568 1.18928403053454 1.12723456699087 1.15111616247921 1.15019562389259 1.06470250292957 1.08179545536541
"Bermudez_Laureada" 1.06966707957964 1.0479335883184 1.17267018659155 0.701151908588797 0 1.13655486862083 1.06125534893095 1.07634249248488 1.15271206472009 1.18766425227716 1.06723595797032 1.12327969048553 1.03849409119998 1.08067446656506 1.1897693868371 1.02429535819175 1.05613200521088
"Cervantes_CasaCelos" 1.08504908514168 1.09803423509899 1.01607121620494 1.08950124490827 1.13655486862083 0 0.948170243710088 0.868435478008774 0.862776378768475 1.03084977673128 1.18362954241085 1.07204667789105 1.16519054614548 1.10833774832884 0.966337802105027 1.12419614372312 1.05322404263843
"Cervantes_Tratos" 1.06935078404829 1.07767184773195 1.04533609881193 1.06159475997341 1.06125534893095 0.948170243710088 0 0.911514669854013 0.877883342308861 1.08141849971306 1.18541024751718 1.13991003518732 1.13036394066392 1.06357318199351 1.01776450734938 1.08130705322279 1.08425075922219
"Cervantes_Urdemalas" 1.17015685800203 1.10912251145678 0.88473184577513 1.14990077439474 1.07634249248488 0.868435478008774 0.911514669854013 0 0.958012531602615 1.06796437796 1.17717311582726 1.13993888139981 1.0615593474285 1.01502961919089 0.983224503642756 1.09066969354944 1.11090252213643
"Duda_Jerusalem" 1.0456742123236 1.03086091361194 1.10575626655411 1.11317351739985 1.15271206472009 0.862776378768475 0.877883342308861 0.958012531602615 0 1.08532325920517 1.18932834153173 1.02279116398166 1.15911756277969 1.10141033531445 0.981882859587229 1.07131299209301 1.0564446797308
"JCueva_Infamador" 1.08660339136745 1.07925673925928 1.08307630746614 1.11615433904708 1.18766425227716 1.03084977673128 1.08141849971306 1.06796437796 1.08532325920517 0 0.905885515716983 0.887586575892677 1.11024540978176 1.0349886563852 1.02772734516819 1.12796190580889 1.08816337693794
"JCueva_Principe" 1.07195412481103 1.07218975534522 1.12566456332462 1.12474293043568 1.06723595797032 1.18362954241085 1.18541024751718 1.17717311582726 1.18932834153173 0.905885515716983 0 0.910072058114326 0.875170689419369 1.0093221901831 1.1818333977034 1.06464902427857 1.12026438772351
"JCueva_Saco" 1.10880186837841 1.10916574549944 1.09171735361264 1.18928403053454 1.12327969048553 1.07204667789105 1.13991003518732 1.13993888139981 1.02279116398166 0.887586575892677 0.910072058114326 0 0.995115815772755 1.02497374374036 1.10260066454381 1.12722072092664 1.11160778997749
"Lasso_Constantinopla" 1.08640603160408 1.08782218858111 1.05665092710821 1.12723456699087 1.03849409119998 1.16519054614548 1.13036394066392 1.0615593474285 1.15911756277969 1.11024540978176 0.875170689419369 0.995115815772755 0 0.877137937781265 1.10592378376339 1.0928633212307 1.10229369000483
"Lasso_Dido.restaurada" 1.09000558098937 1.12116806036308 1.08438251923349 1.15111616247921 1.08067446656506 1.10833774832884 1.06357318199351 1.01502961919089 1.10141033531445 1.0349886563852 1.0093221901831 1.02497374374036 0.877137937781265 0 1.05419324191239 1.05052430406717 1.1021757554414
"Virues_Marcela" 1.11164531122203 1.1203139971671 0.994366449454222 1.15019562389259 1.1897693868371 0.966337802105027 1.01776450734938 0.983224503642756 0.981882859587229 1.02772734516819 1.1818333977034 1.10260066454381 1.10592378376339 1.05419324191239 0 0.929830509728922 0.985601819600611
"Virues_Semirámis" 1.04740896496373 1.03185791350956 1.08252142384298 1.06470250292957 1.02429535819175 1.12419614372312 1.08130705322279 1.09066969354944 1.07131299209301 1.12796190580889 1.06464902427857 1.12722072092664 1.0928633212307 1.05052430406717 0.929830509728922 0 0.891514360899084
"Virues_Tirano" 0.972146526071544 1.08938189156379 1.06888834309168 1.08179545536541 1.05613200521088 1.05322404263843 1.08425075922219 1.11090252213643 1.0564446797308 1.08816337693794 1.12026438772351 1.11160778997749 1.10229369000483 1.1021757554414 0.985601819600611 0.891514360899084 0
