"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_CasaCelos" "Cervantes_Tratos" "Cervantes_Urdemalas" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"Argensola_Alejandra" 0 0.934424941135337 1.08765430983691 1.03616189767228 1.06703016909895 1.07724485956635 1.08260106101962 1.13370024371953 1.06839846046698 1.08582212879056 1.08104390490193 1.09114335408463 1.08086140067831 1.07183891950035 1.0749216445051 1.00724881546876 1.01302268497193
"Argensola_Isabela" 0.934424941135337 0 1.02795639006234 1.00834590116683 1.04593930120815 1.06970636775349 1.05388030534781 1.10236196298078 1.03609965116415 1.09984764040997 1.08678131397545 1.11091331344664 1.10695688007095 1.08833485014329 1.08024330275261 1.01060138717746 1.10078997274467
"Artieda_Amantes" 1.08765430983691 1.02795639006234 0 1.06861950685873 1.11550925891295 1.03346250530951 1.05995492025101 0.979126072909965 1.11260121629697 1.07767945927363 1.11494267183271 1.08559119381854 1.08575865282391 1.07131970781635 1.04971388175128 1.0760917683988 1.03622075370804
"Bermudez_Lastimosa" 1.03616189767228 1.00834590116683 1.06861950685873 0 0.82486247138185 1.08600330401538 1.06601110514263 1.10111028572587 1.09730609564965 1.10208268346614 1.09044962750102 1.13029525426434 1.11794617795277 1.10818513386814 1.08507182444301 1.07352608481489 1.05686530817429
"Bermudez_Laureada" 1.06703016909895 1.04593930120815 1.11550925891295 0.82486247138185 0 1.07974237521158 1.07475410920919 1.06969059795429 1.09774772328901 1.13134934638303 1.08853487355585 1.09647956968719 1.05555922233656 1.088177407348 1.10980887498955 1.03016961590164 1.08629686211407
"Cervantes_CasaCelos" 1.07724485956635 1.06970636775349 1.03346250530951 1.08600330401538 1.07974237521158 0 0.984975596395768 0.91633132905954 0.944425623391856 1.06089544286819 1.13421075616988 1.11461007555681 1.14575567649703 1.08541187770397 1.03032161436012 1.10154783249666 1.06500577226659
"Cervantes_Tratos" 1.08260106101962 1.05388030534781 1.05995492025101 1.06601110514263 1.07475410920919 0.984975596395768 0 0.937849537071258 0.944563248779013 1.07540363552366 1.12593461341773 1.11429077287085 1.08602723651988 1.05696743187388 1.05276393470143 1.09114104111162 1.06644742752502
"Cervantes_Urdemalas" 1.13370024371953 1.10236196298078 0.979126072909965 1.10111028572587 1.06969059795429 0.91633132905954 0.937849537071258 0 0.996746507906958 1.07260472060993 1.13916490693504 1.12801102200987 1.08998638199467 1.03405027308558 1.04340549553158 1.07901672583681 1.08941700864212
"Duda_Jerusalem" 1.06839846046698 1.03609965116415 1.11260121629697 1.09730609564965 1.09774772328901 0.944425623391856 0.944563248779013 0.996746507906958 0 1.06237931334779 1.11553937996553 1.04960918129751 1.08219305069986 1.08004743216038 1.0430415259574 1.05750056557214 1.07306511468483
"JCueva_Infamador" 1.08582212879056 1.09984764040997 1.07767945927363 1.10208268346614 1.13134934638303 1.06089544286819 1.07540363552366 1.07260472060993 1.06237931334779 0 0.933843610609179 0.930130021735761 1.07192052174844 1.05711673214173 1.04829629866254 1.11159444665428 1.06947920394129
"JCueva_Principe" 1.08104390490193 1.08678131397545 1.11494267183271 1.09044962750102 1.08853487355585 1.13421075616988 1.12593461341773 1.13916490693504 1.11553937996553 0.933843610609179 0 0.946231337299513 0.921731726976249 1.06545839533205 1.11307151079409 1.08553821554173 1.1066695522301
"JCueva_Saco" 1.09114335408463 1.11091331344664 1.08559119381854 1.13029525426434 1.09647956968719 1.11461007555681 1.11429077287085 1.12801102200987 1.04960918129751 0.930130021735761 0.946231337299513 0 1.00522817839731 1.04209761788703 1.08333612552795 1.09997948604329 1.09663858419777
"Lasso_Constantinopla" 1.08086140067831 1.10695688007095 1.08575865282391 1.11794617795277 1.05555922233656 1.14575567649703 1.08602723651988 1.08998638199467 1.08219305069986 1.07192052174844 0.921731726976249 1.00522817839731 0 0.942495556690014 1.09407152326829 1.0859182796924 1.09141458757393
"Lasso_Dido.restaurada" 1.07183891950035 1.08833485014329 1.07131970781635 1.10818513386814 1.088177407348 1.08541187770397 1.05696743187388 1.03405027308558 1.08004743216038 1.05711673214173 1.06545839533205 1.04209761788703 0.942495556690014 0 1.04761301282291 1.11038479133068 1.07547214244311
"Virues_Marcela" 1.0749216445051 1.08024330275261 1.04971388175128 1.08507182444301 1.10980887498955 1.03032161436012 1.05276393470143 1.04340549553158 1.0430415259574 1.04829629866254 1.11307151079409 1.08333612552795 1.09407152326829 1.04761301282291 0 0.979399597390197 1.01832792447829
"Virues_Semirámis" 1.00724881546876 1.01060138717746 1.0760917683988 1.07352608481489 1.03016961590164 1.10154783249666 1.09114104111162 1.07901672583681 1.05750056557214 1.11159444665428 1.08553821554173 1.09997948604329 1.0859182796924 1.11038479133068 0.979399597390197 0 0.91626168458689
"Virues_Tirano" 1.01302268497193 1.10078997274467 1.03622075370804 1.05686530817429 1.08629686211407 1.06500577226659 1.06644742752502 1.08941700864212 1.07306511468483 1.06947920394129 1.1066695522301 1.09663858419777 1.09141458757393 1.07547214244311 1.01832792447829 0.91626168458689 0
