"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_CasaCelos" "Cervantes_Tratos" "Cervantes_Urdemalas" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"Argensola_Alejandra" 0 0.917137377202611 1.08318578063122 1.02700233699824 1.08421282233844 1.06907120283692 1.07826941994958 1.14247925631099 1.05713838054116 1.09423845539262 1.08614806896574 1.09531985453017 1.09447802627527 1.07433599867424 1.07084930208582 1.02292981067233 0.998752247909409
"Argensola_Isabela" 0.917137377202611 0 1.0293884828284 0.980011092538363 1.04252823169863 1.07708560424819 1.0494684754865 1.12429904916612 1.05838657373664 1.10218239374776 1.09590483504583 1.12219805712853 1.08071811494688 1.10742837999939 1.08610174698045 0.984436158411472 1.08264272063177
"Artieda_Amantes" 1.08318578063122 1.0293884828284 0 1.07880554172466 1.13065342217716 1.02689039492026 1.06763493143432 0.958977548046961 1.11793546966869 1.08267649275808 1.10651877598901 1.07396316472247 1.07737468851393 1.07080783128544 1.02542226719869 1.07832128205123 1.04241846924104
"Bermudez_Lastimosa" 1.02700233699824 0.980011092538363 1.07880554172466 0 0.779383364818947 1.08446395159923 1.05038981644837 1.11054013657437 1.10820228417511 1.1077149788822 1.0986351420324 1.1628495258062 1.12952307364207 1.12983302579871 1.10741059240589 1.07695726501545 1.0668354675051
"Bermudez_Laureada" 1.08421282233844 1.04252823169863 1.13065342217716 0.779383364818947 0 1.10588567521741 1.05875170360581 1.06186735576659 1.12534653033266 1.15146768311637 1.08037756690764 1.10711417144575 1.04924827682373 1.06709337370999 1.12970793458476 1.01762794494562 1.07533307181946
"Cervantes_CasaCelos" 1.06907120283692 1.07708560424819 1.02689039492026 1.08446395159923 1.10588567521741 0 0.967641334845214 0.905485130557381 0.90130109197145 1.06229369668196 1.16109988253607 1.10795007488828 1.16628708392738 1.08342587726883 1.02111450193399 1.10821224668812 1.05815692066757
"Cervantes_Tratos" 1.07826941994958 1.0494684754865 1.06763493143432 1.05038981644837 1.05875170360581 0.967641334845214 0 0.932851463041133 0.921468187036708 1.07960731726361 1.14404487390052 1.13212524710628 1.10288635891478 1.06753138414004 1.0285131841778 1.09229558461052 1.08170187395488
"Cervantes_Urdemalas" 1.14247925631099 1.12429904916612 0.958977548046961 1.11054013657437 1.06186735576659 0.905485130557381 0.932851463041133 0 0.990532214846497 1.05308828082982 1.15246858062903 1.12510751105145 1.0922590106246 1.01110818989771 1.03444975776791 1.08176592419171 1.09223717661806
"Duda_Jerusalem" 1.05713838054116 1.05838657373664 1.11793546966869 1.10820228417511 1.12534653033266 0.90130109197145 0.921468187036708 0.990532214846497 0 1.05640747204517 1.13101337768836 1.0424340281826 1.10640981043883 1.09885948734138 1.03102281023089 1.04276674281511 1.05588706566858
"JCueva_Infamador" 1.09423845539262 1.10218239374776 1.08267649275808 1.1077149788822 1.15146768311637 1.06229369668196 1.07960731726361 1.05308828082982 1.05640747204517 0 0.921114304909171 0.917938465350543 1.08231159277663 1.05059410348647 1.04136150511262 1.12304409023099 1.09115359535726
"JCueva_Principe" 1.08614806896574 1.09590483504583 1.10651877598901 1.0986351420324 1.08037756690764 1.16109988253607 1.14404487390052 1.15246858062903 1.13101337768836 0.921114304909171 0 0.948869827989471 0.892054797066408 1.06395665238703 1.14222959297891 1.0876918755226 1.10836336281414
"JCueva_Saco" 1.09531985453017 1.12219805712853 1.07396316472247 1.1628495258062 1.10711417144575 1.10795007488828 1.13212524710628 1.12510751105145 1.0424340281826 0.917938465350543 0.948869827989471 0 0.999465528146465 1.03312315834343 1.07976681220405 1.0946800355085 1.09801849542121
"Lasso_Constantinopla" 1.09447802627527 1.08071811494688 1.07737468851393 1.12952307364207 1.04924827682373 1.16628708392738 1.10288635891478 1.0922590106246 1.10640981043883 1.08231159277663 0.892054797066408 0.999465528146465 0 0.925257323728628 1.09770141196833 1.08476530601774 1.09638581306767
"Lasso_Dido.restaurada" 1.07433599867424 1.10742837999939 1.07080783128544 1.12983302579871 1.06709337370999 1.08342587726883 1.06753138414004 1.01110818989771 1.09885948734138 1.05059410348647 1.06395665238703 1.03312315834343 0.925257323728628 0 1.0447587012414 1.10344805486772 1.07377730068817
"Virues_Marcela" 1.07084930208582 1.08610174698045 1.02542226719869 1.10741059240589 1.12970793458476 1.02111450193399 1.0285131841778 1.03444975776791 1.03102281023089 1.04136150511262 1.14222959297891 1.07976681220405 1.09770141196833 1.0447587012414 0 0.974571391773311 1.01694065232281
"Virues_Semirámis" 1.02292981067233 0.984436158411472 1.07832128205123 1.07695726501545 1.01762794494562 1.10821224668812 1.09229558461052 1.08176592419171 1.04276674281511 1.12304409023099 1.0876918755226 1.0946800355085 1.08476530601774 1.10344805486772 0.974571391773311 0 0.919364212619248
"Virues_Tirano" 0.998752247909409 1.08264272063177 1.04241846924104 1.0668354675051 1.07533307181946 1.05815692066757 1.08170187395488 1.09223717661806 1.05588706566858 1.09115359535726 1.10836336281414 1.09801849542121 1.09638581306767 1.07377730068817 1.01694065232281 0.919364212619248 0
