"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_CasaCelos" "Cervantes_Tratos" "Cervantes_Urdemalas" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"Argensola_Alejandra" 0 0.952897411100551 1.07268414912678 1.0331144625898 1.07152088041226 1.0801860452359 1.06696226711055 1.12701403555415 1.06366193886378 1.07405922263729 1.0794975620605 1.07679214777309 1.09292138133314 1.06253917504495 1.07102839787525 1.01503155138125 1.03805996469111
"Argensola_Isabela" 0.952897411100551 0 1.03724524213515 1.02682243801983 1.04250925151865 1.06174160622256 1.0571926240989 1.09762163183076 1.02439244207271 1.08373937564728 1.07611255396416 1.0999342929587 1.11313591290113 1.089836321556 1.08334125232726 1.02459384212235 1.09122825674057
"Artieda_Amantes" 1.07268414912678 1.03724524213515 0 1.07665773065219 1.10878881635063 1.0492483050247 1.05575398639452 1.00756430274255 1.08570971148055 1.07655851890186 1.09819008816494 1.07901366794097 1.08739460410509 1.06729221438697 1.05127513593671 1.08480091613417 1.05526810389434
"Bermudez_Lastimosa" 1.0331144625898 1.02682243801983 1.07665773065219 0 0.853587139193143 1.07533584750389 1.07333612608096 1.10817961921347 1.08115626076676 1.09505895615301 1.09153788678658 1.11884338050625 1.09924623901171 1.10325409757334 1.07120492111673 1.05672478430453 1.05167117627737
"Bermudez_Laureada" 1.07152088041226 1.04250925151865 1.10878881635063 0.853587139193143 0 1.07124429128799 1.07092299205539 1.07246757492335 1.08917001995455 1.11298732101981 1.0787621880159 1.09053414683723 1.06528075697237 1.09861419779106 1.08982671898619 1.0424764135864 1.07389187401192
"Cervantes_CasaCelos" 1.0801860452359 1.06174160622256 1.0492483050247 1.07533584750389 1.07124429128799 0 1.00278374459909 0.935549863455952 0.964435103771347 1.06137743709248 1.12062500738358 1.10614929282057 1.12209146394835 1.08196667023057 1.03267507376988 1.09096859237767 1.08005625944888
"Cervantes_Tratos" 1.06696226711055 1.0571926240989 1.05575398639452 1.07333612608096 1.07092299205539 1.00278374459909 0 0.965909047178212 0.96578594794491 1.0757138943124 1.11189171930599 1.09181757435069 1.08739131749375 1.05920301183178 1.05292037895391 1.09453081675902 1.06726246680513
"Cervantes_Urdemalas" 1.12701403555415 1.09762163183076 1.00756430274255 1.10817961921347 1.07246757492335 0.935549863455952 0.965909047178212 0 1.01890528160711 1.06421682070588 1.11952013024928 1.1125809081599 1.07426124459892 1.03324677723561 1.06110299042758 1.07709439108776 1.07742209608441
"Duda_Jerusalem" 1.06366193886378 1.02439244207271 1.08570971148055 1.08115626076676 1.08917001995455 0.964435103771347 0.96578594794491 1.01890528160711 0 1.07548690776807 1.10915754045531 1.06148523992551 1.09186432116996 1.08048901396813 1.04956147542681 1.05852439377455 1.07677310163721
"JCueva_Infamador" 1.07405922263729 1.08373937564728 1.07655851890186 1.09505895615301 1.11298732101981 1.06137743709248 1.0757138943124 1.06421682070588 1.07548690776807 0 0.967049698802985 0.957084852667295 1.07862828834664 1.05236777346829 1.04324014811343 1.09400864536092 1.06775000015541
"JCueva_Principe" 1.0794975620605 1.07611255396416 1.09819008816494 1.09153788678658 1.0787621880159 1.12062500738358 1.11189171930599 1.11952013024928 1.10915754045531 0.967049698802985 0 0.968812115242679 0.951767737422662 1.07512462167978 1.09387186390226 1.08454761228243 1.09144214677137
"JCueva_Saco" 1.07679214777309 1.0999342929587 1.07901366794097 1.11884338050625 1.09053414683723 1.10614929282057 1.09181757435069 1.1125809081599 1.06148523992551 0.957084852667295 0.968812115242679 0 1.02363481737774 1.04928452034793 1.07363394488008 1.09616439716878 1.08465517667767
"Lasso_Constantinopla" 1.09292138133314 1.11313591290113 1.08739460410509 1.09924623901171 1.06528075697237 1.12209146394835 1.08739131749375 1.07426124459892 1.09186432116996 1.07862828834664 0.951767737422662 1.02363481737774 0 0.965771017438317 1.08613237314853 1.07429568869239 1.0858759039968
"Lasso_Dido.restaurada" 1.06253917504495 1.089836321556 1.06729221438697 1.10325409757334 1.09861419779106 1.08196667023057 1.05920301183178 1.03324677723561 1.08048901396813 1.05236777346829 1.07512462167978 1.04928452034793 0.965771017438317 0 1.05759004569576 1.09386802763293 1.07927344067573
"Virues_Marcela" 1.07102839787525 1.08334125232726 1.05127513593671 1.07120492111673 1.08982671898619 1.03267507376988 1.05292037895391 1.06110299042758 1.04956147542681 1.04324014811343 1.09387186390226 1.07363394488008 1.08613237314853 1.05759004569576 0 1.00019950989664 1.01210845876212
"Virues_Semirámis" 1.01503155138125 1.02459384212235 1.08480091613417 1.05672478430453 1.0424764135864 1.09096859237767 1.09453081675902 1.07709439108776 1.05852439377455 1.09400864536092 1.08454761228243 1.09616439716878 1.07429568869239 1.09386802763293 1.00019950989664 0 0.939740363850393
"Virues_Tirano" 1.03805996469111 1.09122825674057 1.05526810389434 1.05167117627737 1.07389187401192 1.08005625944888 1.06726246680513 1.07742209608441 1.07677310163721 1.06775000015541 1.09144214677137 1.08465517667767 1.0858759039968 1.07927344067573 1.01210845876212 0.939740363850393 0
