"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_GallardoEspanol" "Cervantes_Numancia" "Cervantes_Tratos" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"Argensola_Alejandra" 0 0.957184525872397 1.07937509968434 1.03169798544042 1.07290868685366 1.10039583004538 1.03851564865658 1.07692952894425 1.0763022288362 1.08042081176248 1.08065996034069 1.08881581413415 1.09737385619867 1.0644285801556 1.07410146791005 1.02354093554099 1.03599455661086
"Argensola_Isabela" 0.957184525872397 0 1.03395344141604 1.0222932921523 1.03891879615015 1.08809163824715 1.05889595875344 1.06073675471072 1.03004468407737 1.08400596195645 1.08117431348631 1.11316989746607 1.11592553887339 1.09626342131284 1.0728950838768 1.02667023128307 1.10026922050714
"Artieda_Amantes" 1.07937509968434 1.03395344141604 0 1.06735473291436 1.10164937752713 1.02312434703581 1.10061562419089 1.05205255631045 1.08647895009621 1.06466278979367 1.09721705084439 1.08188334934972 1.0835797615118 1.06562186418761 1.04051890724819 1.07287972805393 1.04334373468258
"Bermudez_Lastimosa" 1.03169798544042 1.0222932921523 1.06735473291436 0 0.847768128355664 1.09217630298689 1.08362786626841 1.07584808325016 1.09215334259684 1.09813737611576 1.09725545118734 1.12228009987868 1.10231092208588 1.1029305688017 1.07218594140583 1.0646409834039 1.05144342253981
"Bermudez_Laureada" 1.07290868685366 1.03891879615015 1.10164937752713 0.847768128355664 0 1.10940358156661 1.07730761011694 1.06147592972086 1.08537275300393 1.11539717169611 1.07552944407906 1.09655128936161 1.06749213391628 1.09305653064143 1.08803969891424 1.03260098814862 1.07301880414358
"Cervantes_GallardoEspanol" 1.10039583004538 1.08809163824715 1.02312434703581 1.09217630298689 1.10940358156661 0 1.01868060837972 0.960089626235294 0.972501968943766 1.054514478806 1.11854751133875 1.06598946833253 1.09122255691232 1.06033033747485 1.02267162131956 1.08653488262583 1.07589264082152
"Cervantes_Numancia" 1.03851564865658 1.05889595875344 1.10061562419089 1.08362786626841 1.07730761011694 1.01868060837972 0 0.991534232594305 0.9529991085463 1.11247785605906 1.11231574476657 1.05798776991787 1.09225496755653 1.0433930319898 1.06870806292935 1.09427519109731 1.08392604821521
"Cervantes_Tratos" 1.07692952894425 1.06073675471072 1.05205255631045 1.07584808325016 1.06147592972086 0.960089626235294 0.991534232594305 0 0.96927773849226 1.07220776712069 1.12294092337618 1.10355155688311 1.08668037947831 1.05431673247266 1.05682434844844 1.08325403016391 1.06290897177441
"Duda_Jerusalem" 1.0763022288362 1.03004468407737 1.08647895009621 1.09215334259684 1.08537275300393 0.972501968943766 0.9529991085463 0.96927773849226 0 1.06460011857299 1.10907305174843 1.07240059990621 1.09937632512268 1.08652601428608 1.05845036820142 1.05909036066719 1.06991784184017
"JCueva_Infamador" 1.08042081176248 1.08400596195645 1.06466278979367 1.09813737611576 1.11539717169611 1.054514478806 1.11247785605906 1.07220776712069 1.06460011857299 0 0.963427401300625 0.952263219423361 1.06988257342492 1.0504601656256 1.04040644306732 1.09669623745913 1.05994249178534
"JCueva_Principe" 1.08065996034069 1.08117431348631 1.09721705084439 1.09725545118734 1.07552944407906 1.11854751133875 1.11231574476657 1.12294092337618 1.10907305174843 0.963427401300625 0 0.969574851605684 0.943270408156264 1.07496524256982 1.09984225792372 1.07801229030451 1.09082887071232
"JCueva_Saco" 1.08881581413415 1.11316989746607 1.08188334934972 1.12228009987868 1.09655128936161 1.06598946833253 1.05798776991787 1.10355155688311 1.07240059990621 0.952263219423361 0.969574851605684 0 1.02270156331018 1.05193951313142 1.08632101129319 1.102796168836 1.09130341153721
"Lasso_Constantinopla" 1.09737385619867 1.11592553887339 1.0835797615118 1.10231092208588 1.06749213391628 1.09122255691232 1.09225496755653 1.08668037947831 1.09937632512268 1.06988257342492 0.943270408156264 1.02270156331018 0 0.961136841916953 1.08889082657199 1.07363479107419 1.08039499598213
"Lasso_Dido.restaurada" 1.0644285801556 1.09626342131284 1.06562186418761 1.1029305688017 1.09305653064143 1.06033033747485 1.0433930319898 1.05431673247266 1.08652601428608 1.0504601656256 1.07496524256982 1.05193951313142 0.961136841916953 0 1.05856968325135 1.09383426832315 1.08577002907391
"Virues_Marcela" 1.07410146791005 1.0728950838768 1.04051890724819 1.07218594140583 1.08803969891424 1.02267162131956 1.06870806292935 1.05682434844844 1.05845036820142 1.04040644306732 1.09984225792372 1.08632101129319 1.08889082657199 1.05856968325135 0 0.995289544143306 1.01451413434865
"Virues_Semirámis" 1.02354093554099 1.02667023128307 1.07287972805393 1.0646409834039 1.03260098814862 1.08653488262583 1.09427519109731 1.08325403016391 1.05909036066719 1.09669623745913 1.07801229030451 1.102796168836 1.07363479107419 1.09383426832315 0.995289544143306 0 0.942851950791699
"Virues_Tirano" 1.03599455661086 1.10026922050714 1.04334373468258 1.05144342253981 1.07301880414358 1.07589264082152 1.08392604821521 1.06290897177441 1.06991784184017 1.05994249178534 1.09082887071232 1.09130341153721 1.08039499598213 1.08577002907391 1.01451413434865 0.942851950791699 0
