"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_GallardoEspanol" "Cervantes_Numancia" "Cervantes_Tratos" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"Argensola_Alejandra" 0 0.90938371553291 1.08106113474145 1.03413670066588 1.07675400546567 1.12119390851617 1.02301175553711 1.08905857957578 1.0692441661358 1.08311352492672 1.08840397367292 1.10853008441601 1.09044710703112 1.08349131690895 1.0839136271898 1.02970192095424 1.00862897933679
"Argensola_Isabela" 0.90938371553291 0 1.01995403597531 0.989844499735535 1.04345142643023 1.09914898402157 1.08048901543957 1.06114806554414 1.062110730637 1.08432774791281 1.09264329909867 1.13198980922941 1.09241919627862 1.09979445848951 1.08980788188989 0.992727852555691 1.07930960752591
"Artieda_Amantes" 1.08106113474145 1.01995403597531 0 1.07509073697977 1.11969626869874 0.997899108535096 1.1272516299082 1.05310674333947 1.11187079166375 1.07019527462276 1.11253079168938 1.06657171726816 1.06552556456639 1.05776364659807 1.01949822024604 1.05907186521198 1.03331011813586
"Bermudez_Lastimosa" 1.03413670066588 0.989844499735535 1.07509073697977 0 0.760719170179359 1.11167986850435 1.0784032715137 1.06347107757303 1.10763724912749 1.10570178436625 1.09925071729493 1.16086033592574 1.12876736320826 1.12916909970382 1.09801550988556 1.07634968099908 1.06315765000002
"Bermudez_Laureada" 1.07675400546567 1.04345142643023 1.11969626869874 0.760719170179359 0 1.14434612311503 1.09727913391488 1.05393586303132 1.11227729863822 1.14290482555453 1.07491444576731 1.10624557977973 1.053115292722 1.07093698823168 1.12676660390858 1.01396127207644 1.06460987545023
"Cervantes_GallardoEspanol" 1.12119390851617 1.09914898402157 0.997899108535096 1.11167986850435 1.14434612311503 0 0.999658346023737 0.895342056670989 0.938148081716295 1.06468900465076 1.16123027019338 1.06679457334065 1.09958409279737 1.03876729511821 0.999837485680017 1.09945430300763 1.07311016527681
"Cervantes_Numancia" 1.02301175553711 1.08048901543957 1.1272516299082 1.0784032715137 1.09727913391488 0.999658346023737 0 0.97226718981453 0.940248005806423 1.12496285893853 1.12068975057214 1.02757529680456 1.06704017898344 1.03622897066986 1.06684324531959 1.10630650015168 1.09686123247735
"Cervantes_Tratos" 1.08905857957578 1.06114806554414 1.05310674333947 1.06347107757303 1.05393586303132 0.895342056670989 0.97226718981453 0 0.918979914173827 1.07139744442556 1.14781991858455 1.14529309771068 1.11846703989693 1.06974340926 1.02699434594889 1.0913489089957 1.07369710382048
"Duda_Jerusalem" 1.0692441661358 1.062110730637 1.11187079166375 1.10763724912749 1.11227729863822 0.938148081716295 0.940248005806423 0.918979914173827 0 1.04671283173466 1.1353782373233 1.06044177937187 1.12234453028166 1.09488474420727 1.03450124131044 1.04663215856581 1.05202098297336
"JCueva_Infamador" 1.08311352492672 1.08432774791281 1.07019527462276 1.10570178436625 1.14290482555453 1.06468900465076 1.12496285893853 1.07139744442556 1.04671283173466 0 0.918208800412782 0.927616327189956 1.08461902532258 1.04800232932329 1.03652846002586 1.11436643655488 1.08515886335887
"JCueva_Principe" 1.08840397367292 1.09264329909867 1.11253079168938 1.09925071729493 1.07491444576731 1.16123027019338 1.12068975057214 1.14781991858455 1.1353782373233 0.918208800412782 0 0.957213640899945 0.893425027398991 1.06566771034507 1.14436467919869 1.07632743575876 1.10971430533824
"JCueva_Saco" 1.10853008441601 1.13198980922941 1.06657171726816 1.16086033592574 1.10624557977973 1.06679457334065 1.02757529680456 1.14529309771068 1.06044177937187 0.927616327189956 0.957213640899945 0 1.01584309152498 1.03556288460022 1.09758441287832 1.10346496160931 1.1102023757933
"Lasso_Constantinopla" 1.09044710703112 1.09241919627862 1.06552556456639 1.12876736320826 1.053115292722 1.09958409279737 1.06704017898344 1.11846703989693 1.12234453028166 1.08461902532258 0.893425027398991 1.01584309152498 0 0.934390645518142 1.10242396308049 1.09596776140537 1.09916307030923
"Lasso_Dido.restaurada" 1.08349131690895 1.09979445848951 1.05776364659807 1.12916909970382 1.07093698823168 1.03876729511821 1.03622897066986 1.06974340926 1.09488474420727 1.04800232932329 1.06566771034507 1.03556288460022 0.934390645518142 0 1.04565984664308 1.11124105204395 1.07688245731676
"Virues_Marcela" 1.0839136271898 1.08980788188989 1.01949822024604 1.09801550988556 1.12676660390858 0.999837485680017 1.06684324531959 1.02699434594889 1.03450124131044 1.03652846002586 1.14436467919869 1.09758441287832 1.10242396308049 1.04565984664308 0 0.957239906813364 1.01093424209794
"Virues_Semirámis" 1.02970192095424 0.992727852555691 1.05907186521198 1.07634968099908 1.01396127207644 1.09945430300763 1.10630650015168 1.0913489089957 1.04663215856581 1.11436643655488 1.07632743575876 1.10346496160931 1.09596776140537 1.11124105204395 0.957239906813364 0 0.923426198668596
"Virues_Tirano" 1.00862897933679 1.07930960752591 1.03331011813586 1.06315765000002 1.06460987545023 1.07311016527681 1.09686123247735 1.07369710382048 1.05202098297336 1.08515886335887 1.10971430533824 1.1102023757933 1.09916307030923 1.07688245731676 1.01093424209794 0.923426198668596 0
