,Source,Target,Weight,Type
1,Argensola_Alejandra,Argensola_Isabela,57,undirected
2,Argensola_Alejandra,Bermudez_Lastimosa,9,undirected
3,Argensola_Alejandra,Cervantes_Numancia,2,undirected
4,Argensola_Alejandra,Cervantes_Tratos,2,undirected
5,Argensola_Alejandra,Duda_Jerusalem,4,undirected
6,Argensola_Alejandra,Virues_Semirámis,18,undirected
7,Argensola_Alejandra,Virues_Tirano,13,undirected
8,Argensola_Isabela,Argensola_Alejandra,57,undirected
9,Argensola_Isabela,Artieda_Amantes,4,undirected
10,Argensola_Isabela,Bermudez_Lastimosa,14,undirected
11,Argensola_Isabela,Duda_Jerusalem,12,undirected
12,Argensola_Isabela,Virues_Semirámis,21,undirected
13,Argensola_Isabela,Virues_Tirano,1,undirected
14,Artieda_Amantes,Argensola_Isabela,4,undirected
15,Artieda_Amantes,Cervantes_GallardoEspanol,22,undirected
16,Artieda_Amantes,Cervantes_Tratos,1,undirected
17,Artieda_Amantes,Duda_Jerusalem,2,undirected
18,Artieda_Amantes,Virues_Marcela,18,undirected
19,Artieda_Amantes,Virues_Tirano,13,undirected
20,Bermudez_Lastimosa,Argensola_Alejandra,9,undirected
21,Bermudez_Lastimosa,Argensola_Isabela,14,undirected
22,Bermudez_Lastimosa,Bermudez_Laureada,59,undirected
23,Bermudez_Lastimosa,Cervantes_Tratos,4,undirected
24,Bermudez_Lastimosa,Virues_Semirámis,2,undirected
25,Bermudez_Lastimosa,Virues_Tirano,1,undirected
26,Bermudez_Laureada,Bermudez_Lastimosa,59,undirected
27,Bermudez_Laureada,Cervantes_Tratos,10,undirected
28,Bermudez_Laureada,Virues_Semirámis,21,undirected
29,Cervantes_GallardoEspanol,Artieda_Amantes,22,undirected
30,Cervantes_GallardoEspanol,Cervantes_Numancia,8,undirected
31,Cervantes_GallardoEspanol,Cervantes_Tratos,52,undirected
32,Cervantes_GallardoEspanol,Duda_Jerusalem,39,undirected
33,Cervantes_GallardoEspanol,JCueva_Infamador,3,undirected
34,Cervantes_GallardoEspanol,JCueva_Saco,2,undirected
35,Cervantes_GallardoEspanol,Lasso_Constantinopla,1,undirected
36,Cervantes_GallardoEspanol,Lasso_Dido.restaurada,2,undirected
37,Cervantes_GallardoEspanol,Virues_Marcela,14,undirected
38,Cervantes_Numancia,Argensola_Alejandra,2,undirected
39,Cervantes_Numancia,Cervantes_GallardoEspanol,8,undirected
40,Cervantes_Numancia,Cervantes_Tratos,30,undirected
41,Cervantes_Numancia,Duda_Jerusalem,41,undirected
42,Cervantes_Numancia,JCueva_Saco,2,undirected
43,Cervantes_Numancia,Lasso_Constantinopla,2,undirected
44,Cervantes_Tratos,Argensola_Alejandra,2,undirected
45,Cervantes_Tratos,Artieda_Amantes,1,undirected
46,Cervantes_Tratos,Bermudez_Lastimosa,4,undirected
47,Cervantes_Tratos,Bermudez_Laureada,10,undirected
48,Cervantes_Tratos,Cervantes_GallardoEspanol,52,undirected
49,Cervantes_Tratos,Cervantes_Numancia,30,undirected
50,Cervantes_Tratos,Duda_Jerusalem,58,undirected
51,Cervantes_Tratos,JCueva_Infamador,4,undirected
52,Cervantes_Tratos,Lasso_Dido.restaurada,20,undirected
53,Cervantes_Tratos,Virues_Marcela,7,undirected
54,Duda_Jerusalem,Argensola_Alejandra,4,undirected
55,Duda_Jerusalem,Argensola_Isabela,12,undirected
56,Duda_Jerusalem,Artieda_Amantes,2,undirected
57,Duda_Jerusalem,Cervantes_GallardoEspanol,39,undirected
58,Duda_Jerusalem,Cervantes_Numancia,41,undirected
59,Duda_Jerusalem,Cervantes_Tratos,58,undirected
60,Duda_Jerusalem,JCueva_Infamador,5,undirected
61,Duda_Jerusalem,Lasso_Dido.restaurada,2,undirected
62,Duda_Jerusalem,Virues_Marcela,7,undirected
63,Duda_Jerusalem,Virues_Semirámis,7,undirected
64,Duda_Jerusalem,Virues_Tirano,11,undirected
65,JCueva_Infamador,Cervantes_GallardoEspanol,3,undirected
66,JCueva_Infamador,Cervantes_Tratos,4,undirected
