"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_GallardoEspanol" "Cervantes_Numancia" "Cervantes_Tratos" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"Argensola_Alejandra" 0 0.904930488156779 1.09341727200757 1.00144810455886 1.07050207617557 1.11663856826773 1.00911267135934 1.08548601173242 1.05367203204758 1.09242263231613 1.07525071630924 1.12435426977093 1.09393152631265 1.08739304172967 1.10456834698329 1.05672395473246 0.963557783925558
"Argensola_Isabela" 0.904930488156779 0 0.994334116043587 0.961792929854454 1.03996459325759 1.08091450582384 1.05534506613308 1.08641799296461 1.05069866260349 1.08645902826879 1.08167563854259 1.13125950812319 1.09107479861949 1.11400516816011 1.12730019286364 1.0211595258042 1.08099644702564
"Artieda_Amantes" 1.09341727200757 0.994334116043587 0 1.09346320419519 1.1497793704813 0.975909646916796 1.17439401563016 1.03150897401388 1.08803821608867 1.04400754956053 1.11219910367451 1.09194949327842 1.05088064591083 1.07324999931625 0.967956340965352 1.06861598529552 1.03765512132341
"Bermudez_Lastimosa" 1.00144810455886 0.961792929854454 1.09346320419519 0 0.699228744328676 1.1543080026155 1.06489909880951 1.05632060692954 1.1016028761445 1.11908247692775 1.13407418520665 1.20039429303661 1.14099639254514 1.16843365624906 1.14734776566153 1.05841116437219 1.07227165913817
"Bermudez_Laureada" 1.07050207617557 1.03996459325759 1.1497793704813 0.699228744328676 0 1.18336231733764 1.05376724747526 1.05456375635787 1.15280436459964 1.18160521760051 1.07323061410887 1.12540991004615 1.04471837508583 1.0911616058999 1.18746556867143 1.02220416426295 1.04500726852006
"Cervantes_GallardoEspanol" 1.11663856826773 1.08091450582384 0.975909646916796 1.1543080026155 1.18336231733764 0 0.993197168303375 0.890357645268804 0.896821628167953 1.02635353355931 1.19037731531498 1.02667663540134 1.09920939259798 1.04782751341314 0.97110988363063 1.13432699198888 1.0977170919847
"Cervantes_Numancia" 1.00911267135934 1.05534506613308 1.17439401563016 1.06489909880951 1.05376724747526 0.993197168303375 0 0.982498750533517 0.935311213667573 1.17348343199235 1.11015532587552 1.01149480464503 1.06164174793185 1.05150448058391 1.04003398424191 1.0992143182067 1.13218444168576
"Cervantes_Tratos" 1.08548601173242 1.08641799296461 1.03150897401388 1.05632060692954 1.05456375635787 0.890357645268804 0.982498750533517 0 0.867929907937528 1.06638012429355 1.19372248266529 1.1581879196154 1.14049490921045 1.06022499790951 1.01008366182797 1.09238006909007 1.07199958306605
"Duda_Jerusalem" 1.05367203204758 1.05069866260349 1.08803821608867 1.1016028761445 1.15280436459964 0.896821628167953 0.935311213667573 0.867929907937528 0 1.06316647310297 1.18635087769174 1.04301489145571 1.16024154840754 1.1065079165235 1.00079989617543 1.06719849509494 1.04551165779675
"JCueva_Infamador" 1.09242263231613 1.08645902826879 1.04400754956053 1.11908247692775 1.18160521760051 1.02635353355931 1.17348343199235 1.06638012429355 1.06316647310297 0 0.897443724494512 0.893074905111917 1.1048994907442 1.03552083242445 1.00953354870641 1.12438197796861 1.07749196677376
"JCueva_Principe" 1.07525071630924 1.08167563854259 1.11219910367451 1.13407418520665 1.07323061410887 1.19037731531498 1.11015532587552 1.19372248266529 1.18635087769174 0.897443724494512 0 0.913699619054494 0.890735174344776 1.01679520144471 1.16634501623895 1.06436755439632 1.13388755402452
"JCueva_Saco" 1.12435426977093 1.13125950812319 1.09194949327842 1.20039429303661 1.12540991004615 1.02667663540134 1.01149480464503 1.1581879196154 1.04301489145571 0.893074905111917 0.913699619054494 0 1.01022871830274 1.0277122420778 1.1066124735466 1.12559351787611 1.12610687758199
"Lasso_Constantinopla" 1.09393152631265 1.09107479861949 1.05088064591083 1.14099639254514 1.04471837508583 1.09920939259798 1.06164174793185 1.14049490921045 1.16024154840754 1.1048994907442 0.890735174344776 1.01022871830274 0 0.853638509977405 1.10668762855811 1.09082821911784 1.10910880999136
"Lasso_Dido.restaurada" 1.08739304172967 1.11400516816011 1.07324999931625 1.16843365624906 1.0911616058999 1.04782751341314 1.05150448058391 1.06022499790951 1.1065079165235 1.03552083242445 1.01679520144471 1.0277122420778 0.853638509977405 0 1.05632525159477 1.04659812220139 1.09764011812753
"Virues_Marcela" 1.10456834698329 1.12730019286364 0.967956340965352 1.14734776566153 1.18746556867143 0.97110988363063 1.04003398424191 1.01008366182797 1.00079989617543 1.00953354870641 1.16634501623895 1.1066124735466 1.10668762855811 1.05632525159477 0 0.930594935158415 0.978369771608226
"Virues_Semirámis" 1.05672395473246 1.0211595258042 1.06861598529552 1.05841116437219 1.02220416426295 1.13432699198888 1.0992143182067 1.09238006909007 1.06719849509494 1.12438197796861 1.06436755439632 1.12559351787611 1.09082821911784 1.04659812220139 0.930594935158415 0 0.881872549007598
"Virues_Tirano" 0.963557783925558 1.08099644702564 1.03765512132341 1.07227165913817 1.04500726852006 1.0977170919847 1.13218444168576 1.07199958306605 1.04551165779675 1.07749196677376 1.13388755402452 1.12610687758199 1.10910880999136 1.09764011812753 0.978369771608226 0.881872549007598 0
