"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_CasaCelos" "Cervantes_Urdemalas" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Cervantes_GallardoEspanol" "Cervantes_Numancia" "Cervantes_Tratos" "Duda_Jerusalem" "JCueva_Infamador" "Virues_Atila"
"ti" 0.102701848633275 0.0869042048265258 0.0540131792157286 0.577053632043449 0.14571190674438 0.107976784991227 0.101574403250381 0.244935787104462 0.137268359643102 0.206635288715417 0.108554059921841 0.199945469417432 0.16711928138709 0.0783557350370683 0.0952769838029128 0.0958444581365099 0.120504851905879 0.214968152866242 0.181835582352378
"pero" 0.158002844051193 0.40778126880139 0.691368693961327 0.0424304141208418 0.0138773244518457 0.141719530300985 0.196800406297613 0 0.0137268359643102 0.0459189530478705 0.0542770299609205 0.254476051985822 0.16711928138709 0.156711470074137 0.102082482645978 0.136920654480728 0.152216655039006 0 0.124413819504259
"dios" 0.0316005688102386 0.127013837823384 0.0756184509020201 0.449762389680923 0.374687760199833 0.222702119044405 0.133316404266125 0.0198596584138753 0.343170899107756 0.137756859143612 0.0759878419452888 0.0363537217122603 0.160155977995961 0.204930383943102 0.0272219953722608 0.205380981721093 0.202955540052007 0.135350318471338 0.0478514690400995
"aunque" 0.197503555063991 0.0869042048265258 0.367289618666955 0.195179904955872 0.0832639467110741 0.168713726548792 0.177755205688167 0.0860585197934595 0.0549073438572409 0.160716335667547 0.141120277898393 0.172680178133236 0.188009191560476 0.19287565547586 0.210970464135021 0.164304785376874 0.158559015665631 0.17515923566879 0.153124700928319
"ella" 0.118502133038395 0.113643960157765 0.205250081019769 0.118805159538357 0.312239800166528 0.0944796868673235 0.209497206703911 0.105918178207335 0.0411805078929307 0.103317644357709 0.119409465914025 0.172680178133236 0.188009191560476 0.066301006569827 0.0884714849598476 0.143766687204765 0.209297900678633 0.294585987261146 0.143554407120299
"triste" 0.292305261494707 0.187178287318671 0.0432105433725829 0.390359809911745 0.208159866777685 0.0674854906195168 0.0190452006094464 0.0860585197934595 0.0411805078929307 0.103317644357709 0.18454190186713 0.136326456420976 0.181045888169348 0.0482189138689651 0.176942969919695 0.0547682617922914 0.0761083275195028 0.111464968152866 0.162694994736338
"cual" 0.102701848633275 0.287452369810816 0.0324079075294372 0.0848608282416836 0.242853177907299 0.107976784991227 0.114271203656679 0.00661988613795843 0.260809883321894 0.0114797382619676 0.303951367781155 0.199945469417432 0.201935798342734 0.0542462781025857 0.142915475704369 0.130074621756692 0.14587429441238 0.286624203821656 0.200976169968418
"está" 0.244904408279349 0.020054816498429 0.129631630117749 0.152749490835031 0.138773244518457 0.236199217168309 0.171406805485018 0 0.123541523678792 0.24107450350132 0.293095961788971 0.190857038989367 0.0974862474758025 0.204930383943102 0.251803457193412 0.28753337440953 0.190270818798757 0.191082802547771 0.210546463776438
"mal" 0.102701848633275 0.100274082492145 0.140434265960894 0.330957230142566 0.0763252844851513 0.182210824672695 0.146013204672423 0.112538064345293 0.137268359643102 0.218115026977385 0.325662179765523 0.0727074434245206 0.0696330339112875 0.216985112410343 0.204164965291956 0.19168891627302 0.196613179425382 0.111464968152866 0.143554407120299
"ay" 0.513509243166377 0.120328898990574 0.0432105433725829 0.237610319076714 0.14571190674438 0.0337427453097584 0 0.297894876208129 0.0823610157858614 0.229594765239353 0.0651324359531046 0.0908843042806507 0.0208899101733863 0.0120547284672413 0.034027494215326 0.0753063599644006 0.0761083275195028 0.0875796178343949 0.0957029380801991
"alma" 0.0474008532153579 0.0133698776656194 0.0972237225883116 0.390359809911745 0.208159866777685 0.0607369415575651 0.184103605891315 0.165497153448961 0.0411805078929307 0.0459189530478705 0.119409465914025 0.199945469417432 0.215862405124991 0.19287565547586 0.0952769838029128 0.184842883548983 0.120504851905879 0.0955414012738854 0.239257345200498
"tus" 0.189603412861432 0.314192125142055 0.0756184509020201 0.407331975560081 0.138773244518457 0.148468079362937 0.0888776028440833 0.0529590891036674 0.0137268359643102 0.0344392147859029 0.0542770299609205 0.0545305825683904 0.146229371213704 0.114519920438792 0.149720974547434 0.0684603272403642 0.183928458172132 0.0796178343949045 0.124413819504259
"ver" 0.126402275240954 0.220602981482719 0.270065896078643 0.110319076714189 0.152650568970303 0.141719530300985 0.146013204672423 0.145637495035085 0.0549073438572409 0.0344392147859029 0.0759878419452888 0.145414886849041 0.104449550866931 0.162738834307757 0.0544439907445216 0.0889984254124735 0.0951354093993785 0.111464968152866 0.0765623504641593
"tierra" 0.0711012798230368 0.0601644494952871 0.0108026358431457 0.203665987780041 0.499583680266445 0.12147388311513 0.0253936008125952 0.046339202965709 0.123541523678792 0.172196073929514 0.141120277898393 0.172680178133236 0.118376157649189 0.120547284672413 0.102082482645978 0.177996850824947 0.107820130652629 0.0398089171974522 0.162694994736338
"gran" 0.0948017064307158 0.173808409653052 0.108026358431457 0.0678886625933469 0.0624479600333056 0.114725334053179 0.139664804469274 0.0794386336555011 0.370624571036376 0.367351624382964 0.130264871906209 0.0999727347087158 0.125339461040318 0.144656741606895 0.0816659861167824 0.0616142945163278 0.164901376292256 0.0875796178343949 0.0957029380801991
"luego" 0.0869015642281561 0.140383715489003 0.118828994274603 0.152749490835031 0.0763252844851513 0.0877311378053718 0.0888776028440833 0.278035217794254 0.247083047357584 0.0459189530478705 0.0651324359531046 0.0999727347087158 0.250678922080635 0.0542462781025857 0.129304478018239 0.123228589032656 0.139531933785755 0.207006369426752 0.105273231888219
"suerte" 0.0632011376204772 0.0935891436593355 0.0540131792157286 0.0424304141208418 0.124895920066611 0.0337427453097584 0.0571356018283393 0.304514762346088 0.0686341798215511 0.264033980025255 0.227963525835866 0.263564482413887 0.146229371213704 0.0723283708034477 0.122498979175174 0.109536523584583 0.0380541637597514 0.262738853503185 0.0957029380801991
"tanto" 0.150102701848633 0.147068654321813 0.108026358431457 0.186693822131704 0.131834582292534 0.128222432177082 0.0888776028440833 0.112538064345293 0.0960878517501716 0.19515555045345 0.097698653929657 0.163591747705171 0.11141285425806 0.114519920438792 0.0884714849598476 0.123228589032656 0.114162491279254 0.0796178343949045 0.143554407120299
"dos" 0.165902986253753 0.160438531987432 0.248460624392352 0.0678886625933469 0.0138773244518457 0.188959373734647 0.171406805485018 0.0794386336555011 0.192175703500343 0.0573986913098381 0.108554059921841 0.0999727347087158 0.153192674604833 0.0904104635043096 0.0476384919014564 0.164304785376874 0.0697659668928775 0.119426751592357 0.124413819504259
"cómo" 0.173803128456312 0.0534795106624774 0.0864210867451658 0.246096401900883 0.284485151262837 0.148468079362937 0.133316404266125 0 0.0686341798215511 0.183675812191482 0.097698653929657 0.118149595564846 0.0487431237379013 0.132602013139654 0.0952769838029128 0.198534948997056 0.126847212532505 0.0477707006369427 0.162694994736338
"quiero" 0.158002844051193 0.106959021324955 0.129631630117749 0.0509164969450102 0.0555092978073827 0.209205020920502 0.0571356018283393 0.185356811862836 0.0549073438572409 0.149236597405579 0.249674337820234 0.163591747705171 0.083559640693545 0.120547284672413 0.115693480332108 0.150612719928801 0.0951354093993785 0.278662420382166 0.114843525696239
"donde" 0.0948017064307158 0.0601644494952871 0.0756184509020201 0.135777325186694 0.180405217873994 0.114725334053179 0.0952260030472321 0.152257381173044 0.0960878517501716 0.126277120881644 0.206252713851498 0.181768608561301 0.104449550866931 0.0602736423362064 0.0272219953722608 0.0547682617922914 0.0951354093993785 0.135350318471338 0.153124700928319
