"ne0013" "ne0014" "ne0015" "ne0016" "ne0017" "ne0020" "ne0021" "ne0022" "ne0030" "ne0033" "ne0035" "ne0036" "ne0037"
"del" 0.882070949185043 0.754497968659315 0.754091346668093 0.709396390790292 1.18061309030655 1.3083515681984 1.0946885867847 1.00349394653449 1.2464262942471 1.07424079459294 1.12649772993639 1.01202267244592 1.06207016627492
"una" 0.920421860019175 0.821465243984106 1.04824045352444 0.954158888197469 0.952775476387738 1.01659372720642 1.0946885867847 0.975054846835134 0.93790493428495 0.879045001261469 0.843166482709967 1.01202267244592 0.992426220945417
"por" 0.690316395014382 0.656279298182955 0.684565194138411 0.734287492221531 0.999378624689312 0.720277169948942 0.841764147960797 0.845047533923783 0.742508072975586 0.759537372691179 0.771480263532196 0.715868750858062 0.887960302951162
"al" 0.627996164908917 0.750033483637662 0.70060969087603 0.672059738643435 0.921706710853355 0.761305616338439 0.984034144799241 0.698789306898513 0.658178901252597 0.569653029518384 0.732792462706098 0.678604350128464 0.687733960128841
"su" 0.743048897411314 0.549131657663289 0.684565194138411 0.64302012030699 0.631731565865783 0.647337709700948 0.549320265570661 0.686601121313074 0.703428700713713 0.638701881581219 0.578041259401705 0.429521250514837 0.356925219813702
"me" 0.953978906999041 0.830394214027412 1.02149962562841 1.27774320680357 0.134631317315659 0.259846827133479 0.260828327537148 0.410335581376452 0.612929101791481 0.529817153328287 0.489286892800655 0.607998117167121 0.12187690432663
"le" 0.417066155321189 0.339300861645609 0.32088993475238 0.510267579340386 0.315865782932891 0.547045951859956 0.553272209927284 0.755667506297229 0.528599930068492 0.467407613963802 0.609901801258491 0.713907466609136 0.147993383825194
"para" 0.426653883029722 0.397339166927095 0.390416087282062 0.468782410288322 0.476387738193869 0.565280816921955 0.644166930129624 0.544405622816283 0.475122894341718 0.521849978090268 0.530250446616524 0.527585462961147 0.304692260816575
"es" 0.292425695110259 0.245546676190901 0.192533960851428 0.510267579340386 0.19159072079536 0.351021152443472 0.335915270312994 0.325018282278378 0.41958904954853 0.589570967613433 0.589420024350557 0.713907466609136 0.348219726647515
"lo" 0.330776605944391 0.294656011429082 0.443897743074126 0.394109105994607 0.367647058823529 0.510576221735959 0.644166930129624 0.552531079873243 0.364055204755343 0.515210665391919 0.513182299193246 0.531508031458999 0.200226342822321
"como" 0.671140939597315 0.656279298182955 0.663172531821585 0.676208255548641 0.626553438276719 0.469547775346462 0.430761934871957 0.499715609003006 0.25915794236821 0.293457621267046 0.242367693410557 0.325573185321749 0.391747192478454
"mi" 0.536912751677852 0.656279298182955 0.791528505722537 0.692802323169467 0.124275062137531 0.305433989788476 0.225260828327537 0.207199154952466 0.376396059153829 0.24432670729926 0.252608581864524 0.286347500343225 0.0435274658309393
"sobre" 0.508149568552253 0.428590562078664 0.358327093806824 0.215722879070732 0.455675227837614 0.319110138584974 0.387290546949099 0.255951897294223 0.343487114091199 0.302752659044736 0.25602221134918 0.298115205836782 0.696439453295029
"sus" 0.570469798657718 0.482164382338497 0.58295004813349 0.373366521468575 0.611019055509528 0.268964259664478 0.193645273474549 0.243763711708784 0.29206688743084 0.268228233013318 0.25602221134918 0.300076490085708 0.443980151475581
"usted" 0.0287631831255992 0.0223224251082638 0 0.1949802945447 0 0.0455871626549964 0.0869427758457161 0.190948240838547 0.394907340751558 0.349227847933182 0.491562645790426 0.760978288583364 0.0174109863323757
"yo" 0.666347075743049 0.629492388053038 0.796876671301744 0.883634100808961 0.10874067937034 0.319110138584974 0.241068605754031 0.239700983180304 0.150147061848249 0.204490831109164 0.159302709283934 0.15494145566517 0.0261164794985636
"don" 0.292425695110259 0.0133934550649583 0.0106963311584127 0.215722879070732 0.0103562551781276 0.287199124726477 0.162029718621562 0.434711952547331 0.318805405294227 0.213785868886853 0.450599091974557 0.388334281287387 0
"ojos" 0.441035474592522 0.366087771775526 0.454594074232538 0.456336859572703 0.367647058823529 0.341903719912473 0.395194435662346 0.349394653449257 0.133692589316934 0.167310679998407 0.143372438355541 0.270657226351815 0.24375380865326
"si" 0.210930009587728 0.223224251082638 0.240667451064285 0.273802115743622 0.170878210439105 0.273522975929978 0.284539993676889 0.243763711708784 0.228305806371994 0.326654184758794 0.244643446400328 0.296153921587856 0.0870549316618787
"qué" 0.340364333652924 0.169650430822805 0.246015616643491 0.302841734080066 0.15016570008285 0.173231218088986 0.252924438823901 0.276265539936621 0.234476233571238 0.297441208886056 0.248057075884983 0.241237962617922 0.12187690432663
"ha" 0.0335570469798658 0.0803607303897495 0.139052305059365 0.190831777639494 0.0517812758906379 0.100291757840992 0.0632311097059753 0.117819127325912 0.215964951973508 0.333293497457143 0.384602255271213 0.378527860042756 0.104465917994254
"sin" 0.273250239693193 0.312513951515693 0.32088993475238 0.215722879070732 0.155343827671914 0.196024799416484 0.248972494467278 0.264077354351182 0.189226434110122 0.228392356823222 0.241229816915672 0.26281208935611 0.182815356489945
"más" 0.215723873441994 0.218759766060985 0.21927478874746 0.224019912881145 0.160521955260978 0.209700948212983 0.177837496048056 0.170634598196149 0.310578169028569 0.264244645394309 0.251470705369639 0.247121815364701 0.147993383825194
"era" 0.397890699904123 0.339300861645609 0.363675259386031 0.331881352416511 0.248550124275062 0.36925601750547 0.252924438823901 0.29251645405054 0.150147061848249 0.172622130157086 0.154751203304393 0.117677054935572 0.00870549316618786
"pero" 0.177372962607862 0.142863520692888 0.251363782222698 0.273802115743622 0.124275062137531 0.237053245805981 0.213404995257667 0.320955553749898 0.187169625043707 0.224408769204212 0.201404139594688 0.219663835879734 0.104465917994254
"muy" 0.153403643336529 0.142863520692888 0.112311477163333 0.132752540966604 0.134631317315659 0.200583515681984 0.177837496048056 0.365645567563175 0.25915794236821 0.24963815745794 0.245781322895213 0.164747876909801 0.0696439453295029
"señor" 0.158197507190796 0.22768873610429 0.192533960851428 0.29869321717486 0.357290803645402 0.264405543398979 0.0987986089155865 0.109693670268953 0.156317489047492 0.12747480380831 0.254884334854295 0.137289897424834 0.0174109863323757
"te" 0.273250239693193 0.035715880173222 0.0748743181088887 0.170089193113462 0.124275062137531 0.159555069292487 0.150173885551691 0.174697326724628 0.234476233571238 0.24299884475959 0.171819350727672 0.217702551630808 0.0261164794985636
"dos" 0.26366251198466 0.183043885887763 0.176489464113809 0.207425845260319 0.222659486329743 0.209700948212983 0.237116661397408 0.162509141139189 0.109010880519961 0.176605717776096 0.146786067840197 0.12356090768235 0.304692260816575
"ya" 0.258868648130393 0.191972855931068 0.197882126430634 0.25305953121759 0.170878210439105 0.159555069292487 0.241068605754031 0.186885512310067 0.0925564079886464 0.163327092379397 0.147923944335082 0.117677054935572 0.104465917994254
"cuando" 0.268456375838926 0.312513951515693 0.288800941277142 0.269653598838415 0.217481358740679 0.191466083150985 0.209453050901043 0.211261883480946 0.100783644254304 0.1234912161893 0.0898922430959344 0.0607998117167121 0.104465917994254
"entre" 0.167785234899329 0.218759766060985 0.128355973900952 0.0871188550093342 0.139809444904722 0.164113785557987 0.189693329117926 0.215324612009426 0.14603344371542 0.12614694126864 0.121752784952721 0.160825308411948 0.2872812744842
"marqués" 0.0910834132310642 0.071431760346444 0.096266980425714 0.211574362165526 0 0.337345003646973 0.00395194435662346 0.00406272852847973 0 0.318687009520774 0.167267844748131 0.0882577912016789 0
"voz" 0.210930009587728 0.116076610562972 0.251363782222698 0.302841734080066 0.201946975973488 0.337345003646973 0.197597217831173 0.223450069066385 0.067874699191674 0.074360302221514 0.0728240956726557 0.0568772432188597 0.147993383825194
"todos" 0.100671140939597 0.0937541854547078 0.0855706492673013 0.0788218211989214 0.113918806959403 0.196024799416484 0.181789440404679 0.219387340537905 0.0925564079886464 0.150048466982698 0.124028537942492 0.125522191931277 0.104465917994254
"todo" 0.115052732502397 0.165185945801152 0.171141298534603 0.10371292263016 0.113918806959403 0.150437636761488 0.110654441985457 0.121881855854392 0.0946132170550608 0.104901140633922 0.145648191345311 0.170631729656579 0.0609384521633151
"son" 0.100671140939597 0.0669672753247913 0.0855706492673013 0.128604024061398 0.139809444904722 0.150437636761488 0.134366108125198 0.0975054846835134 0.100783644254304 0.11950762857029 0.120614908457836 0.188283287896915 0.252459301819448
"bajo" 0.11025886864813 0.12947006562793 0.16044496737619 0.132752540966604 0.201946975973488 0.227935813274982 0.185741384761303 0.190948240838547 0.121351734918448 0.0982618279355721 0.0739619721675409 0.0823739384549003 0.278575781318012
"tú" 0.13902205177373 0.0267869101299165 0.0427853246336507 0.120306990250985 0.103562551781276 0.132202771699489 0.213404995257667 0.186885512310067 0.0740451263909171 0.185900755553785 0.101271008044787 0.105909349442015 0.0261164794985636
"nos" 0.12464046021093 0.205366310996027 0.064177986950476 0.14934660858743 0.0466031483015742 0.12308533916849 0.221308883970914 0.0690663849841554 0.121351734918448 0.143409154284348 0.108098267014098 0.0902190754506051 0.0348219726647515
"manos" 0.321188878235858 0.156256975757846 0.213926623168253 0.145198091682224 0.119096934548467 0.12308533916849 0.154125829908315 0.130007312911351 0.0781587445237459 0.0889667901578828 0.0819271076317376 0.103948065193088 0.0957604248280665
"mano" 0.143815915627996 0.089289700433055 0.149748636217777 0.128604024061398 0.0880281690140845 0.154996353026988 0.0869427758457161 0.186885512310067 0.119294925852033 0.100917553014912 0.11492552598341 0.107870633690941 0.113171411160442
"está" 0.0671140939597315 0.0401803651948748 0.0748743181088887 0.0954158888197469 0.103562551781276 0.136761487964989 0.134366108125198 0.138132769968311 0.100783644254304 0.142081291744679 0.138820932376 0.111793202188793 0.12187690432663
"había" 0.24928092042186 0.138399035671235 0.192533960851428 0.228168429786351 0.113918806959403 0.12764405543399 0.138318052481821 0.170634598196149 0.0719883173245028 0.0584259517454753 0.0989952550550163 0.113754486437719 0.00870549316618786
"tiempo" 0.239693192713327 0.205366310996027 0.149748636217777 0.199128811449907 0.19159072079536 0.191466083150985 0.213404995257667 0.14219549849679 0.0514202266603591 0.0703767146025043 0.0500665657749508 0.0902190754506051 0.147993383825194
"ese" 0.0719079578139981 0.0580383052814858 0.048133490212857 0.0912673719145406 0.0517812758906379 0.100291757840992 0.0592791653493519 0.0365645567563175 0.0802155535901602 0.181917167934775 0.14109668536577 0.205934846137251 0
"puerta" 0.215723873441994 0.142863520692888 0.197882126430634 0.124455507156192 0.134631317315659 0.145878920495988 0.110654441985457 0.117819127325912 0.123408543984862 0.0902946526975528 0.0921679960857049 0.0784513699570479 0.0957604248280665
"tiene" 0.062320230105465 0.0669672753247913 0.032088993475238 0.0954158888197469 0.0880281690140845 0.12308533916849 0.0750869427758457 0.105630941740473 0.11312449865279 0.131458391427319 0.135407302891344 0.135328613175908 0.191520849656133
"hay" 0.0335570469798658 0.0401803651948748 0.0374371590544443 0.0871188550093342 0.0673156586578293 0.12308533916849 0.142269996838445 0.117819127325912 0.119294925852033 0.159343504760387 0.105822514024328 0.0902190754506051 0.174109863323757
"tan" 0.129434324065197 0.156256975757846 0.123007808321746 0.0995644057249533 0.0724937862468931 0.109409190371991 0.0790388871324692 0.0975054846835134 0.131635780250519 0.12216335364963 0.101271008044787 0.0804126542059741 0.0783494384956908
"aquel" 0.239693192713327 0.241082191169249 0.21927478874746 0.136901057871811 0.176056338028169 0.109409190371991 0.126462219411951 0.113756398797432 0.0699315082580884 0.0717045771421742 0.0671347131982295 0.0529546747210073 0.0957604248280665
"cabeza" 0.12464046021093 0.165185945801152 0.106963311584127 0.128604024061398 0.119096934548467 0.12308533916849 0.185741384761303 0.186885512310067 0.0802155535901602 0.0717045771421742 0.0728240956726557 0.0862965069527527 0.0957604248280665
"ser" 0.0575263662511985 0.0758962453680968 0.048133490212857 0.120306990250985 0.0673156586578293 0.141320204230489 0.0750869427758457 0.117819127325912 0.125465353051276 0.132786253966989 0.0830649841266229 0.137289897424834 0.0348219726647515
"tenía" 0.158197507190796 0.133934550649583 0.123007808321746 0.0705247873885086 0.0983844241922121 0.136761487964989 0.122510275055327 0.134070041439831 0.123408543984862 0.0969339653959022 0.0728240956726557 0.0980642124463098 0.0174109863323757
"donde" 0.13902205177373 0.165185945801152 0.16044496737619 0.165940676208256 0.196768848384424 0.164113785557987 0.169933607334809 0.174697326724628 0.0658178901252597 0.0663931269834947 0.0477908127851803 0.0509933904720811 0.156698876991382
"gran" 0.100671140939597 0.0937541854547078 0.0909188148465076 0.0912673719145406 0.0828500414250207 0.191466083150985 0.189693329117926 0.15032095555375 0.0699315082580884 0.0637374019041549 0.0967195020652458 0.107870633690941 0.147993383825194
"esta" 0.0191754554170662 0.111612125541319 0.048133490212857 0.074673304293715 0.103562551781276 0.109409190371991 0.0553272209927284 0.0568781993987162 0.133692589316934 0.13013052888765 0.125166414437377 0.0843352227038265 0.0348219726647515
"señora" 0.062320230105465 0.0491093352381803 0.133704139480158 0.157643642397843 0.144987572493786 0.0273522975929978 0.0711349984192223 0.0771918420411148 0.00822723626565746 0.176605717776096 0.149061820829967 0.0431482534763763 0
"viejo" 0.0910834132310642 0.120541095584624 0.096266980425714 0.112009956440572 0.155343827671914 0.200583515681984 0.189693329117926 0.14219549849679 0.084329171722989 0.0809996149198635 0.0773756016521967 0.029419263733893 0.0522329589971272
"mis" 0.306807286673059 0.17857940086611 0.235319285485079 0.277950632648828 0.025890637945319 0.0683807439824945 0.0316155548529877 0.0609409279271959 0.0925564079886464 0.0491309139677861 0.055755948249377 0.0823739384549003 0
"he" 0.062320230105465 0.12947006562793 0.080222483688095 0.107861439535366 0.025890637945319 0.0592633114514953 0.0395194435662346 0.0162509141139189 0.102840453320718 0.0889667901578828 0.131993673406688 0.15494145566517 0
"aquella" 0.167785234899329 0.200901825974374 0.155096801796984 0.186683260734287 0.124275062137531 0.159555069292487 0.0750869427758457 0.15032095555375 0.0473066085275304 0.0570980892058054 0.0659968367033442 0.0529546747210073 0.0261164794985636
"otro" 0.0862895493767977 0.0758962453680968 0.0534816557920633 0.112009956440572 0.0983844241922121 0.177789934354486 0.158077774264938 0.125944584382872 0.0534770357267735 0.0756881647611839 0.0910301195908196 0.0784513699570479 0.165404370157569
"noche" 0.12464046021093 0.102683155498013 0.112311477163333 0.107861439535366 0.144987572493786 0.113967906637491 0.0987986089155865 0.109693670268953 0.0863859807894033 0.0597538142851452 0.0796513546419672 0.0882577912016789 0.139287890659006
"siempre" 0.0767018216682646 0.138399035671235 0.0695261525296823 0.120306990250985 0.0724937862468931 0.0866156090444931 0.0632311097059753 0.101568213211993 0.0966700261214751 0.0982618279355721 0.0853407371163934 0.105909349442015 0.0435274658309393
"madre" 0.182166826462128 0.107147640519666 0.080222483688095 0.0788218211989214 0.0207125103562552 0.319110138584974 0.150173885551691 0.0812545705695945 0.0740451263909171 0.062409539364485 0.0842028606215081 0.0333418322317453 0.113171411160442
"pues" 0.0527325023969319 0.035715880173222 0.0267408278960317 0.0622277535780958 0.0310687655343828 0.0455871626549964 0.245020550110654 0.130007312911351 0.0699315082580884 0.139425566665339 0.0910301195908196 0.0804126542059741 0.0174109863323757
"general" 0.00479386385426654 0.035715880173222 0 0.0373366521468575 0 0 0.106702497628833 0.223450069066385 0.0473066085275304 0.0570980892058054 0.124028537942492 0.233392825622217 0.0870549316618787
"puede" 0.0383509108341323 0.017857940086611 0.00534816557920633 0.0663762704833022 0.025890637945319 0.0729394602479942 0.0237116661397408 0.0690663849841554 0.0925564079886464 0.12481907872897 0.11492552598341 0.133367328926981 0.0261164794985636
"camino" 0.129434324065197 0.111612125541319 0.0374371590544443 0.0871188550093342 0.279618889809445 0.104850474106492 0.300347771103383 0.0934427561550337 0.0205680906641436 0.0478030514281162 0.0466529362902951 0.029419263733893 0.147993383825194
"este" 0.0191754554170662 0.0223224251082638 0.0748743181088887 0.0663762704833022 0.0414250207125104 0.0866156090444931 0.051375276636105 0.0609409279271959 0.106954071453547 0.116851903490951 0.11492552598341 0.0666836644634907 0.0435274658309393
"otra" 0.100671140939597 0.0669672753247913 0.0588298213712697 0.0912673719145406 0.0880281690140845 0.0774981765134938 0.0987986089155865 0.113756398797432 0.0658178901252597 0.0929503777768925 0.0853407371163934 0.0607998117167121 0.0870549316618787
"niña" 0.0862895493767977 0.611634447966427 0.149748636217777 0.14934660858743 0.0207125103562552 0.186907366885485 0.0316155548529877 0.0406272852847973 0.0761019354573315 0.0159343504760387 0.0284469123721311 0.0215741267381882 0.0174109863323757
"esa" 0.0527325023969319 0.053573820259833 0.0374371590544443 0.0829703381041278 0.025890637945319 0.0911743253099927 0.043471387922858 0.0365645567563175 0.106954071453547 0.100917553014912 0.0921679960857049 0.109831917939867 0.00870549316618786
"mí" 0.12464046021093 0.133934550649583 0.256711947801904 0.232316946691558 0.025890637945319 0.0683807439824945 0.0276636104963642 0.0609409279271959 0.0411361813282873 0.0690488520628345 0.060307454228918 0.0607998117167121 0
"hasta" 0.148609779482263 0.102683155498013 0.133704139480158 0.074673304293715 0.0828500414250207 0.0911743253099927 0.0790388871324692 0.105630941740473 0.0719883173245028 0.0464751888884463 0.0750998486624262 0.0529546747210073 0.12187690432663
"toda" 0.0814956855225312 0.0803607303897495 0.0588298213712697 0.116158473345779 0.0621375310687655 0.164113785557987 0.0711349984192223 0.15032095555375 0.0534770357267735 0.0411637387297667 0.069410466188 0.0882577912016789 0.0609384521633151
"estaba" 0.158197507190796 0.169650430822805 0.149748636217777 0.112009956440572 0.10874067937034 0.132202771699489 0.118558330698704 0.158446412610709 0.0390793722618729 0.0517866390471258 0.0329984183516721 0.0254966952360406 0.00870549316618786
"vida" 0.100671140939597 0.12947006562793 0.0695261525296823 0.128604024061398 0.0466031483015742 0.0455871626549964 0.0355674992096111 0.0975054846835134 0.0925564079886464 0.0610816768248151 0.0477908127851803 0.111793202188793 0.0435274658309393
"después" 0.191754554170662 0.165185945801152 0.197882126430634 0.141049574777017 0.181234465617233 0.141320204230489 0.0790388871324692 0.0812545705695945 0.0143976634649006 0.0199179380950484 0.0307226653619016 0.0372644007295977 0.0174109863323757
"porque" 0.11025886864813 0.111612125541319 0.112311477163333 0.116158473345779 0.0517812758906379 0.0592633114514953 0.0592791653493519 0.134070041439831 0.0431929903947017 0.0823274774595334 0.0398256773209836 0.0607998117167121 0.0435274658309393
"tu" 0.12464046021093 0.017857940086611 0.0374371590544443 0.0580792366728894 0.0310687655343828 0.0866156090444931 0.0395194435662346 0.0731291135126351 0.084329171722989 0.104901140633922 0.0591695777340327 0.0784513699570479 0
"bien" 0.0575263662511985 0.017857940086611 0.0213926623168253 0.0788218211989214 0.103562551781276 0.100291757840992 0.094846664558963 0.089380027626554 0.0617042719924309 0.0770160273008538 0.0728240956726557 0.0666836644634907 0.00870549316618786
"vieja" 0.0575263662511985 0.0446448502165275 0.112311477163333 0.0705247873885086 0.253728251864126 0.132202771699489 0.0987986089155865 0.182822783781588 0.0719883173245028 0.0424916012694366 0.0318605418567869 0.00980642124463098 0.0522329589971272
"reina" 0.0239693192713327 0.0491093352381803 0.0106963311584127 0.0539307197676831 0.025890637945319 0 0.0158077774264938 0.00812545705695945 0.00411361813282873 0.173949992696756 0.133131549901574 0.0411869692274501 0
"gesto" 0.0575263662511985 0.0133934550649583 0.0695261525296823 0.074673304293715 0 0.0774981765134938 0.0750869427758457 0.0812545705695945 0.129578971184105 0.0969339653959022 0.0375499243312131 0.0666836644634907 0.0609384521633151
"aquí" 0.100671140939597 0.0803607303897495 0.0534816557920633 0.074673304293715 0.0776719138359569 0.0911743253099927 0.10275055327221 0.0650036564556756 0.0617042719924309 0.087638927618213 0.0489286892800655 0.0470708219742287 0.0348219726647515
"ni" 0.0431447746883988 0.0446448502165275 0.0267408278960317 0.0995644057249533 0.0155343827671914 0.0683807439824945 0.051375276636105 0.089380027626554 0.0617042719924309 0.0663931269834947 0.0659968367033442 0.133367328926981 0
"sombra" 0.0767018216682646 0.0982186704763606 0.155096801796984 0.0829703381041278 0.119096934548467 0.118526622902991 0.0790388871324692 0.0528154708702364 0.0637610810588453 0.0610816768248151 0.0398256773209836 0.0372644007295977 0.0609384521633151
"mismo" 0.062320230105465 0.102683155498013 0.117659642742539 0.116158473345779 0.0724937862468931 0.0957330415754923 0.122510275055327 0.121881855854392 0.0370225631954586 0.0398358761900968 0.0409635538158688 0.0627610959656383 0.0609384521633151
"todas" 0.0767018216682646 0.0669672753247913 0.106963311584127 0.0663762704833022 0.0776719138359569 0.0866156090444931 0.0395194435662346 0.0934427561550337 0.0555338447931878 0.0517866390471258 0.0705483426828852 0.0745288014591955 0.0348219726647515
"también" 0.143815915627996 0.089289700433055 0.096266980425714 0.132752540966604 0.103562551781276 0.0820568927789934 0.0750869427758457 0.0771918420411148 0.022624899730558 0.0610816768248151 0.0341362948465574 0.0627610959656383 0.0348219726647515
"ahora" 0.0910834132310642 0.0580383052814858 0.0909188148465076 0.0788218211989214 0.00517812758906379 0.0774981765134938 0.0987986089155865 0.14219549849679 0.0349657541290442 0.0663931269834947 0.0591695777340327 0.0549159589699335 0.0348219726647515
"padre" 0.0143815915627996 0.0312513951515693 0.0855706492673013 0.00829703381041278 0.0207125103562552 0.0774981765134938 0.0553272209927284 0.0406272852847973 0.0246817087969724 0.103573278094252 0.129717920416918 0.0254966952360406 0.0609384521633151
"cómo" 0.0719079578139981 0.0848252154114023 0.0909188148465076 0.10371292263016 0.0880281690140845 0.0319110138584974 0.0632311097059753 0.0771918420411148 0.0534770357267735 0.062409539364485 0.0671347131982295 0.0529546747210073 0.00870549316618786
"ella" 0.215723873441994 0.160721460779499 0.197882126430634 0.1949802945447 0.0776719138359569 0.0273522975929978 0.0474233322794815 0.0528154708702364 0.022624899730558 0.0199179380950484 0.0341362948465574 0.0470708219742287 0.0348219726647515
"eso" 0.0383509108341323 0.0446448502165275 0.0374371590544443 0.0622277535780958 0.0310687655343828 0.0410284463894967 0.0553272209927284 0.0650036564556756 0.045249799461116 0.0677209895231646 0.101271008044787 0.0902190754506051 0
"santa" 0.0335570469798658 0.0491093352381803 0.0909188148465076 0.0871188550093342 0.134631317315659 0.0319110138584974 0.0592791653493519 0.373771024620135 0.0719883173245028 0.0358522885710871 0.0318605418567869 0.00980642124463098 0.0174109863323757
"dios" 0.0719079578139981 0.0446448502165275 0.0748743181088887 0.124455507156192 0.181234465617233 0.186907366885485 0.138318052481821 0.0690663849841554 0.00822723626565746 0.0557702266661355 0.0409635538158688 0.0176515582403358 0.0348219726647515
"poco" 0.0575263662511985 0.0669672753247913 0.096266980425714 0.128604024061398 0.0724937862468931 0.0364697301239971 0.0711349984192223 0.105630941740473 0.0617042719924309 0.0584259517454753 0.0455150597954098 0.0568772432188597 0.0348219726647515
"sonrisa" 0.0910834132310642 0.125005580606277 0.0748743181088887 0.0788218211989214 0.0310687655343828 0.0683807439824945 0.0632311097059753 0.0325018282278378 0.0719883173245028 0.062409539364485 0.0284469123721311 0.100025496695236 0.0522329589971272
"fue" 0.105465004793864 0.0580383052814858 0.123007808321746 0.116158473345779 0.0569594034797017 0.0866156090444931 0.10275055327221 0.113756398797432 0.0390793722618729 0.0398358761900968 0.0489286892800655 0.0451095377253025 0.00870549316618786
"hace" 0.0575263662511985 0.0491093352381803 0.0106963311584127 0.0663762704833022 0.0517812758906379 0.0364697301239971 0.0790388871324692 0.0568781993987162 0.045249799461116 0.0796717523801936 0.0785134781470819 0.0549159589699335 0.113171411160442
"sido" 0.0527325023969319 0.0491093352381803 0.0534816557920633 0.074673304293715 0.00517812758906379 0.0273522975929978 0.0592791653493519 0.0284390996993581 0.0596474629260166 0.0544423641264656 0.0921679960857049 0.0980642124463098 0.0174109863323757
"silencio" 0.167785234899329 0.0982186704763606 0.192533960851428 0.165940676208256 0.0880281690140845 0.0774981765134938 0.0750869427758457 0.0487527423417567 0.0246817087969724 0.0358522885710871 0.0238954063925901 0.0274579794849668 0.0870549316618787
"boca" 0.100671140939597 0.053573820259833 0.0374371590544443 0.0373366521468575 0.0517812758906379 0.0547045951859956 0.0671830540625988 0.0162509141139189 0.0904995989222321 0.0756881647611839 0.0421014303107541 0.0882577912016789 0.0522329589971272
"han" 0.0383509108341323 0.0401803651948748 0.096266980425714 0.0622277535780958 0.0621375310687655 0.0273522975929978 0.0671830540625988 0.0365645567563175 0.0514202266603591 0.0703767146025043 0.0762377251573114 0.0686449487124169 0.0522329589971272
"desde" 0.129434324065197 0.089289700433055 0.096266980425714 0.0788218211989214 0.10874067937034 0.0957330415754923 0.10275055327221 0.089380027626554 0.0308521359962155 0.0411637387297667 0.0352741713414426 0.0313805479828191 0.104465917994254
"juan" 0.239693192713327 0.071431760346444 0.00534816557920633 0.0124455507156192 0.00517812758906379 0.182348650619985 0.0158077774264938 0.00406272852847973 0.00205680906641436 0.0265572507933979 0.0898922430959344 0.111793202188793 0
"españa" 0 0.035715880173222 0 0.0290396183364447 0 0.0227935813274982 0.0118558330698704 0.0771918420411148 0.0637610810588453 0.0969339653959022 0.0933058725805901 0.0843352227038265 0
