"ne0013" "ne0014" "ne0015" "ne0016" "ne0017" "ne0020" "ne0021" "ne0022" "ne0030" "ne0033" "ne0035" "ne0036" "ne0037"
"verse" 0.0143815915627996 0.0089289700433055 0.00534816557920633 0 0.0155343827671914 0.0136761487964989 0.00790388871324692 0 0.00822723626565746 0.011950762857029 0.0102408884539672 0.00588385274677859 0
"vienen" 0 0.00446448502165275 0 0.0165940676208256 0.0155343827671914 0.00911743253099927 0.0355674992096111 0.00812545705695945 0.00205680906641436 0.00929503777768925 0.00796513546419672 0.0019612842489262 0.0174109863323757
"vive" 0 0.00446448502165275 0.00534816557920633 0.0124455507156192 0.00517812758906379 0 0.0158077774264938 0.00406272852847973 0.00411361813282873 0.0159343504760387 0.00910301195908196 0.0117677054935572 0
"vosotros" 0 0 0 0.0124455507156192 0.0207125103562552 0.00911743253099927 0.0118558330698704 0.00406272852847973 0 0.0132786253966989 0.0136545179386229 0.00784513699570479 0
"advirtió" 0 0.00446448502165275 0.0106963311584127 0.0331881352416511 0.00517812758906379 0.0136761487964989 0.0197597217831173 0.0121881855854392 0.00822723626565746 0.00663931269834947 0.00341362948465574 0.00588385274677859 0
"asiento" 0.00958772770853308 0.00446448502165275 0.0106963311584127 0.0124455507156192 0.00517812758906379 0.00911743253099927 0.0118558330698704 0.00406272852847973 0.00617042719924309 0.0106229003173591 0.0113787649488525 0.00392256849785239 0
"atrás" 0.00958772770853308 0.0133934550649583 0 0.0207425845260319 0.00517812758906379 0 0.0158077774264938 0.0121881855854392 0.00822723626565746 0.00663931269834947 0.00910301195908196 0.0019612842489262 0.0174109863323757
"baile" 0 0 0 0 0 0.0182348650619985 0 0.00812545705695945 0.00411361813282873 0.0106229003173591 0.0193439004130492 0.00784513699570479 0.00870549316618786
"barbas" 0.00479386385426654 0.017857940086611 0.016044496737619 0.00829703381041278 0.00517812758906379 0.00455871626549964 0.0197597217831173 0.0121881855854392 0.00617042719924309 0.00132786253966989 0.00568938247442623 0.0176515582403358 0
"basta" 0.00479386385426654 0.017857940086611 0.016044496737619 0.0165940676208256 0 0 0.00395194435662346 0.00812545705695945 0.00411361813282873 0.0106229003173591 0.00682725896931147 0.0137289897424834 0
"bella" 0.0239693192713327 0.0267869101299165 0.016044496737619 0.0248911014312383 0 0 0.00395194435662346 0.00406272852847973 0.00205680906641436 0.00531145015867957 0.00682725896931147 0.00980642124463098 0
"cabecilla" 0 0 0 0 0 0.00455871626549964 0.0395194435662346 0.109693670268953 0 0 0 0 0
"centinela" 0 0 0 0 0 0.0455871626549964 0.0395194435662346 0.0121881855854392 0.0164544725313149 0.00132786253966989 0.00227575298977049 0.00588385274677859 0.00870549316618786
"cuartel" 0 0 0 0.0124455507156192 0 0.0136761487964989 0.0237116661397408 0.0203136426423986 0.00411361813282873 0.00132786253966989 0.00455150597954098 0.0156902739914096 0.0522329589971272
"cuidado" 0.00958772770853308 0 0.0267408278960317 0.00829703381041278 0.0103562551781276 0 0.0118558330698704 0.00406272852847973 0.00205680906641436 0.00796717523801936 0.0125166414437377 0.00980642124463098 0
"curro" 0 0 0 0 0 0 0 0 0.0143976634649006 0.00265572507933979 0.0318605418567869 0.0019612842489262 0
"eco" 0.0191754554170662 0.017857940086611 0.0106963311584127 0.0165940676208256 0.0207125103562552 0.00455871626549964 0.0197597217831173 0.00406272852847973 0.0102840453320718 0.00929503777768925 0 0 0.00870549316618786
"encendida" 0.00479386385426654 0.0133934550649583 0.00534816557920633 0.0165940676208256 0.0155343827671914 0.00455871626549964 0.0197597217831173 0.0121881855854392 0.00205680906641436 0.00929503777768925 0.00910301195908196 0.0019612842489262 0
"entraba" 0.00479386385426654 0.0089289700433055 0.016044496737619 0.00829703381041278 0.00517812758906379 0.0182348650619985 0.00790388871324692 0 0.0102840453320718 0.0172622130157086 0.00455150597954098 0.0019612842489262 0
"falda" 0.0239693192713327 0.0223224251082638 0.0106963311584127 0.00414851690520639 0.0310687655343828 0 0.00790388871324692 0.00812545705695945 0.00411361813282873 0.00796717523801936 0.00682725896931147 0.0019612842489262 0
"filas" 0 0 0 0 0 0 0.051375276636105 0.0243763711708784 0.0143976634649006 0.00132786253966989 0.00682725896931147 0.00392256849785239 0.0261164794985636
"galán" 0 0.0089289700433055 0 0.0124455507156192 0.0103562551781276 0.0683807439824945 0.00395194435662346 0.00406272852847973 0 0.00531145015867957 0.0102408884539672 0.0019612842489262 0
"gallos" 0.00479386385426654 0.00446448502165275 0.00534816557920633 0 0.0155343827671914 0 0.00395194435662346 0.00812545705695945 0.00822723626565746 0.00929503777768925 0.0125166414437377 0.0117677054935572 0.00870549316618786
"gándara" 0 0 0 0 0 0 0.0118558330698704 0 0.0719883173245028 0 0 0 0
"hubiese" 0.00479386385426654 0.0133934550649583 0.0106963311584127 0.00829703381041278 0.00517812758906379 0.00455871626549964 0.00395194435662346 0.0162509141139189 0.00411361813282873 0.0106229003173591 0.00910301195908196 0.00980642124463098 0
"junta" 0 0.0133934550649583 0 0 0.00517812758906379 0.0136761487964989 0 0 0.0123408543984862 0.00531145015867957 0.0136545179386229 0.0176515582403358 0
"loco" 0.00958772770853308 0.00446448502165275 0 0 0.00517812758906379 0.00455871626549964 0.0158077774264938 0.0284390996993581 0.00822723626565746 0.0106229003173591 0.0102408884539672 0.0019612842489262 0
"manda" 0.00479386385426654 0.0089289700433055 0 0.00829703381041278 0.00517812758906379 0.00455871626549964 0.0197597217831173 0.0162509141139189 0.0123408543984862 0.00265572507933979 0.00910301195908196 0.00980642124463098 0.00870549316618786
"milagros" 0 0.00446448502165275 0.00534816557920633 0 0.0155343827671914 0.00455871626549964 0.00395194435662346 0 0.00617042719924309 0.0106229003173591 0.0170681474232787 0.00980642124463098 0
"pálido" 0.0191754554170662 0.0089289700433055 0.0106963311584127 0.0290396183364447 0.00517812758906379 0.0136761487964989 0.0197597217831173 0.0121881855854392 0.00617042719924309 0.00265572507933979 0.00341362948465574 0.00392256849785239 0.00870549316618786
"pastores" 0.00958772770853308 0.00446448502165275 0.00534816557920633 0 0.0776719138359569 0.00455871626549964 0 0.0203136426423986 0.00205680906641436 0.00663931269834947 0.00568938247442623 0.0019612842489262 0.00870549316618786
"poner" 0.00479386385426654 0.00446448502165275 0 0.0124455507156192 0.00517812758906379 0.00455871626549964 0.00790388871324692 0.0121881855854392 0.00411361813282873 0.00796717523801936 0.0147923944335082 0.00980642124463098 0
"secretario" 0.0143815915627996 0 0 0 0 0 0 0.044690013813277 0.0164544725313149 0.00265572507933979 0.0147923944335082 0.0019612842489262 0
"sienes" 0.00958772770853308 0.00446448502165275 0.00534816557920633 0 0 0 0 0.00406272852847973 0.00822723626565746 0.00796717523801936 0.0113787649488525 0.0235354109871144 0.00870549316618786
"sintió" 0.0143815915627996 0 0 0 0.025890637945319 0.00911743253099927 0.0276636104963642 0.0406272852847973 0.0102840453320718 0.00265572507933979 0.00227575298977049 0.00392256849785239 0
"vea" 0.00479386385426654 0.0133934550649583 0 0.00414851690520639 0.00517812758906379 0 0.00395194435662346 0 0.0205680906641436 0.011950762857029 0.0102408884539672 0.00588385274677859 0
"venían" 0.00479386385426654 0.0133934550649583 0.0106963311584127 0.0124455507156192 0.0207125103562552 0.0136761487964989 0.0276636104963642 0.0284390996993581 0.00617042719924309 0.00398358761900968 0.00113787649488525 0.0019612842489262 0
"ventera" 0 0 0 0 0.186412593206297 0 0.00395194435662346 0 0 0 0.00113787649488525 0 0
"verme" 0.0191754554170662 0.0089289700433055 0.032088993475238 0.0290396183364447 0 0 0 0 0.00617042719924309 0.011950762857029 0.00455150597954098 0.00588385274677859 0
"virgen" 0.00479386385426654 0.0089289700433055 0.0106963311584127 0.00829703381041278 0.0207125103562552 0.0136761487964989 0.0197597217831173 0 0.00617042719924309 0.00929503777768925 0.00682725896931147 0.00392256849785239 0.00870549316618786
"xavier" 0.0671140939597315 0 0.0106963311584127 0.0580792366728894 0 0.0227935813274982 0 0 0 0.00132786253966989 0.00227575298977049 0 0
"atención" 0 0 0.00534816557920633 0.0248911014312383 0.0103562551781276 0.00455871626549964 0 0.0121881855854392 0.0102840453320718 0.00796717523801936 0.0113787649488525 0.00588385274677859 0
"chimenea" 0.0191754554170662 0 0 0.00414851690520639 0.0310687655343828 0.00455871626549964 0.0355674992096111 0.00406272852847973 0 0.00531145015867957 0.00910301195908196 0.00588385274677859 0
"ciudad" 0 0.0267869101299165 0.0374371590544443 0.0290396183364447 0 0 0 0.00406272852847973 0.0143976634649006 0.00132786253966989 0.00341362948465574 0.00392256849785239 0.0261164794985636
"consorte" 0 0 0 0 0 0 0 0 0 0.0146064879363688 0.0284469123721311 0.0019612842489262 0
"cual" 0 0.0312513951515693 0 0.0165940676208256 0.0103562551781276 0.00455871626549964 0 0 0.0143976634649006 0.00796717523801936 0.00568938247442623 0.00980642124463098 0
"flores" 0.0191754554170662 0.017857940086611 0.0106963311584127 0.00829703381041278 0.0207125103562552 0.00911743253099927 0.00395194435662346 0.00406272852847973 0.00822723626565746 0.00663931269834947 0.00227575298977049 0.0117677054935572 0
"guitarra" 0 0.00446448502165275 0 0.00414851690520639 0 0.00455871626549964 0.00790388871324692 0 0.0143976634649006 0.0172622130157086 0.0113787649488525 0.00392256849785239 0
"humilde" 0.0191754554170662 0.0267869101299165 0.016044496737619 0.0124455507156192 0.0569594034797017 0 0.0197597217831173 0.00406272852847973 0.00411361813282873 0 0.00227575298977049 0 0
"indudablemente" 0 0 0 0 0 0 0 0 0.0123408543984862 0.0199179380950484 0.0136545179386229 0.00784513699570479 0
"licenciado" 0 0 0 0 0 0 0 0 0.067874699191674 0.00265572507933979 0.00227575298977049 0 0
"negocio" 0 0 0 0 0 0 0.00395194435662346 0.00406272852847973 0.0185112815977293 0.0146064879363688 0.00682725896931147 0.0176515582403358 0
"olas" 0 0.0267869101299165 0.016044496737619 0 0.0103562551781276 0.0182348650619985 0 0 0.0102840453320718 0 0.00227575298977049 0.0274579794849668 0.00870549316618786
"quedaba" 0.00958772770853308 0 0.0106963311584127 0.0248911014312383 0.0207125103562552 0.0182348650619985 0.0158077774264938 0.00812545705695945 0.0102840453320718 0.00398358761900968 0.00455150597954098 0.0019612842489262 0
"recuerdos" 0.0383509108341323 0.017857940086611 0.0213926623168253 0 0 0.00911743253099927 0.00790388871324692 0.00406272852847973 0.00411361813282873 0.00398358761900968 0.00796513546419672 0.00784513699570479 0
"salvochea" 0 0 0 0 0 0 0 0 0 0 0 0.0725675172102693 0
"servidor" 0 0 0 0.00414851690520639 0 0.00455871626549964 0 0 0.00411361813282873 0.00796717523801936 0.0102408884539672 0.0353031164806715 0
"siguió" 0 0.00446448502165275 0.0106963311584127 0.0165940676208256 0.025890637945319 0.0182348650619985 0.0237116661397408 0.0162509141139189 0.00205680906641436 0.00265572507933979 0.00455150597954098 0.00784513699570479 0
"tradición" 0.00479386385426654 0.00446448502165275 0.00534816557920633 0.0165940676208256 0 0.0227935813274982 0.00395194435662346 0.0121881855854392 0.00822723626565746 0.00929503777768925 0.00341362948465574 0.00980642124463098 0.0174109863323757
"tumulto" 0 0 0 0 0 0 0.0197597217831173 0.00812545705695945 0.0143976634649006 0.00663931269834947 0.0113787649488525 0.00784513699570479 0.0348219726647515
"veinte" 0 0.00446448502165275 0.0106963311584127 0.0124455507156192 0.00517812758906379 0.00911743253099927 0.0158077774264938 0.0121881855854392 0.00822723626565746 0.011950762857029 0.00227575298977049 0.0117677054935572 0
"viendo" 0.00479386385426654 0.0089289700433055 0.0106963311584127 0.0207425845260319 0.0103562551781276 0.00455871626549964 0.00395194435662346 0.0243763711708784 0.0102840453320718 0.0106229003173591 0.00227575298977049 0.0019612842489262 0.00870549316618786
"voluntarios" 0 0 0 0 0 0 0.0197597217831173 0.121881855854392 0.00205680906641436 0 0 0 0.00870549316618786
"acabó" 0.00958772770853308 0.0089289700433055 0.0106963311584127 0.0165940676208256 0.00517812758906379 0 0.0118558330698704 0.0203136426423986 0.0102840453320718 0.00796717523801936 0.00455150597954098 0.0019612842489262 0.00870549316618786
"alteza" 0 0 0 0.0207425845260319 0 0 0 0 0 0.00398358761900968 0.0284469123721311 0.00588385274677859 0
"augusta" 0.00958772770853308 0.00446448502165275 0 0 0 0 0 0 0 0 0.0341362948465574 0.00588385274677859 0
"burla" 0 0.0089289700433055 0 0.0373366521468575 0 0.00911743253099927 0.0118558330698704 0.0243763711708784 0.00617042719924309 0.00796717523801936 0.00455150597954098 0.0019612842489262 0
"carlista" 0.00479386385426654 0 0 0 0 0.0136761487964989 0.0355674992096111 0.0162509141139189 0.00205680906641436 0.00265572507933979 0.00910301195908196 0.0156902739914096 0
"carne" 0.00958772770853308 0.0267869101299165 0.0106963311584127 0.00414851690520639 0.0155343827671914 0.00455871626549964 0.00790388871324692 0.00812545705695945 0.0102840453320718 0 0.00682725896931147 0.00392256849785239 0.0348219726647515
"castigo" 0.00479386385426654 0.0089289700433055 0.00534816557920633 0 0.0103562551781276 0 0 0.0406272852847973 0.00822723626565746 0.00796717523801936 0.00568938247442623 0.00784513699570479 0.00870549316618786
"circunstancias" 0 0 0 0 0 0 0 0 0.0287953269298011 0.00796717523801936 0.0159302709283934 0.00392256849785239 0
"cornetas" 0 0 0 0.0124455507156192 0 0 0.0395194435662346 0.0243763711708784 0.0143976634649006 0.00531145015867957 0.00568938247442623 0.0019612842489262 0
"dame" 0.00958772770853308 0 0 0.00414851690520639 0 0 0.00790388871324692 0 0.0164544725313149 0.0146064879363688 0.0102408884539672 0.00588385274677859 0
"diego" 0 0.0267869101299165 0 0.00414851690520639 0 0.00911743253099927 0.0197597217831173 0.0690663849841554 0.00617042719924309 0.00265572507933979 0 0 0
"doce" 0.0143815915627996 0.0089289700433055 0.0106963311584127 0.00414851690520639 0.025890637945319 0.00455871626549964 0.00395194435662346 0.0203136426423986 0.0102840453320718 0.00663931269834947 0.00341362948465574 0.00392256849785239 0.00870549316618786
"encanto" 0.0143815915627996 0.0267869101299165 0.0106963311584127 0.0373366521468575 0.0103562551781276 0.00455871626549964 0.0118558330698704 0.00406272852847973 0.00617042719924309 0.00265572507933979 0.00113787649488525 0.00588385274677859 0
"esperar" 0.00479386385426654 0 0.00534816557920633 0.00829703381041278 0 0.0273522975929978 0.00790388871324692 0.00406272852847973 0.00411361813282873 0.00796717523801936 0.0113787649488525 0.00588385274677859 0.0174109863323757
"ferias" 0.00479386385426654 0.0133934550649583 0 0 0 0 0 0 0.022624899730558 0.00398358761900968 0.0204817769079344 0 0
"fiesta" 0.00479386385426654 0.00446448502165275 0.0106963311584127 0.00414851690520639 0.0207125103562552 0.00911743253099927 0.00395194435662346 0 0.0143976634649006 0.00796717523801936 0.0102408884539672 0.00392256849785239 0
"hará" 0 0 0.00534816557920633 0.00829703381041278 0 0.00455871626549964 0 0.00812545705695945 0.0102840453320718 0.00531145015867957 0.0159302709283934 0.0137289897424834 0
"hilo" 0.00958772770853308 0.00446448502165275 0.032088993475238 0.00414851690520639 0.0103562551781276 0.00455871626549964 0.00790388871324692 0.0162509141139189 0.00411361813282873 0.00929503777768925 0.00568938247442623 0.00392256849785239 0.00870549316618786
"juntos" 0.0143815915627996 0.00446448502165275 0 0.0124455507156192 0 0.00911743253099927 0.0118558330698704 0.0203136426423986 0.00822723626565746 0.00398358761900968 0.0102408884539672 0.00392256849785239 0.00870549316618786
"llenas" 0.00479386385426654 0.0133934550649583 0.0267408278960317 0.00829703381041278 0.0155343827671914 0 0.0276636104963642 0.0203136426423986 0 0.00132786253966989 0.00227575298977049 0.00392256849785239 0.0435274658309393
"música" 0.00958772770853308 0.0133934550649583 0.00534816557920633 0 0 0.00455871626549964 0.00395194435662346 0 0.00822723626565746 0.00398358761900968 0.0193439004130492 0.00784513699570479 0
"país" 0 0.00446448502165275 0 0 0 0 0 0 0.0267385178633867 0.011950762857029 0.0102408884539672 0.00784513699570479 0
"podría" 0 0.00446448502165275 0 0.00829703381041278 0.00517812758906379 0.00911743253099927 0.0118558330698704 0.00406272852847973 0.0102840453320718 0.0106229003173591 0.00227575298977049 0.0215741267381882 0
"pompeyo" 0 0 0 0 0 0 0 0 0 0 0.0261711593823606 0.0254966952360406 0
"prisioneros" 0 0 0 0.0290396183364447 0 0 0.0118558330698704 0.00812545705695945 0.0246817087969724 0 0 0.00588385274677859 0.0783494384956908
"punto" 0 0.0089289700433055 0 0.00414851690520639 0 0 0 0.00406272852847973 0.0102840453320718 0.00132786253966989 0.0159302709283934 0.0235354109871144 0
"quise" 0.0335570469798658 0.0267869101299165 0.0427853246336507 0.0331881352416511 0 0.00455871626549964 0.00395194435662346 0.00812545705695945 0.00205680906641436 0.00265572507933979 0 0 0
"sacar" 0 0 0.00534816557920633 0 0 0.0182348650619985 0 0.00406272852847973 0.00822723626565746 0.00796717523801936 0.0170681474232787 0.00980642124463098 0
"seráfica" 0 0 0 0 0.00517812758906379 0 0 0 0.00205680906641436 0.00265572507933979 0.0352741713414426 0.0019612842489262 0
"sobrino" 0.0239693192713327 0 0 0 0 0.0319110138584974 0.00395194435662346 0.00406272852847973 0.00822723626565746 0.00663931269834947 0.0147923944335082 0 0
"soles" 0.00479386385426654 0 0 0 0 0 0 0 0.0534770357267735 0.00531145015867957 0.00113787649488525 0.00588385274677859 0.00870549316618786
"temo" 0.0143815915627996 0 0 0.0124455507156192 0 0.00455871626549964 0 0.00812545705695945 0.00617042719924309 0.00398358761900968 0.00455150597954098 0.0313805479828191 0.00870549316618786
"teresita" 0 0 0 0 0 0 0 0 0 0.0225736631743882 0.0216196534028197 0 0
"tierras" 0.00479386385426654 0.017857940086611 0 0.00829703381041278 0.0155343827671914 0.0319110138584974 0.00790388871324692 0 0.00205680906641436 0.0159343504760387 0.00341362948465574 0 0.00870549316618786
"trato" 0 0 0 0 0 0.00455871626549964 0.00395194435662346 0 0.0370225631954586 0.00796717523801936 0.00568938247442623 0.00980642124463098 0
"zurdo" 0 0 0 0 0 0 0 0 0 0 0.0409635538158688 0 0
"abajo" 0 0 0.00534816557920633 0 0 0.0136761487964989 0.0197597217831173 0.00406272852847973 0.00205680906641436 0.011950762857029 0.0102408884539672 0.00588385274677859 0.0261164794985636
"aguardiente" 0 0 0 0 0 0 0.00395194435662346 0.00812545705695945 0.0164544725313149 0.00796717523801936 0.0113787649488525 0.00784513699570479 0.0348219726647515
"arco" 0.0287631831255992 0.0089289700433055 0.0267408278960317 0.00414851690520639 0.00517812758906379 0.0182348650619985 0.00395194435662346 0.00406272852847973 0.0102840453320718 0.00663931269834947 0.00341362948465574 0 0.00870549316618786
"benamejí" 0 0 0 0 0 0 0 0 0 0.00663931269834947 0.0341362948465574 0 0
"cayó" 0.00479386385426654 0.0089289700433055 0.0213926623168253 0 0.0207125103562552 0.00911743253099927 0.00790388871324692 0.00812545705695945 0.00411361813282873 0.00531145015867957 0.00682725896931147 0.0117677054935572 0
"clavó" 0 0 0.016044496737619 0.0207425845260319 0.00517812758906379 0.00911743253099927 0.00395194435662346 0.00812545705695945 0.00617042719924309 0.00796717523801936 0.00568938247442623 0.0137289897424834 0
"corre" 0.00479386385426654 0 0 0 0.0155343827671914 0 0 0.00812545705695945 0.0123408543984862 0.00531145015867957 0.00796513546419672 0.00588385274677859 0.0783494384956908
"daban" 0.0191754554170662 0.0089289700433055 0.0213926623168253 0.00829703381041278 0.0103562551781276 0.0227935813274982 0.0118558330698704 0.00406272852847973 0.00617042719924309 0.00398358761900968 0.00568938247442623 0.0019612842489262 0
"dejo" 0.00479386385426654 0.0089289700433055 0 0.00829703381041278 0 0.00911743253099927 0 0.00406272852847973 0.00822723626565746 0.0132786253966989 0.0102408884539672 0.00588385274677859 0.00870549316618786
"demás" 0 0.0133934550649583 0.00534816557920633 0.00829703381041278 0 0.00911743253099927 0 0.0121881855854392 0.00617042719924309 0.011950762857029 0.00682725896931147 0.0117677054935572 0
"dormido" 0.0287631831255992 0.0133934550649583 0.0213926623168253 0 0.00517812758906379 0.00455871626549964 0.0118558330698704 0 0.00617042719924309 0.00796717523801936 0.00341362948465574 0.00980642124463098 0
"echó" 0.0143815915627996 0.00446448502165275 0.0106963311584127 0.00829703381041278 0.00517812758906379 0.00911743253099927 0.0118558330698704 0.0162509141139189 0.0102840453320718 0.00531145015867957 0.00568938247442623 0.00588385274677859 0
"esperando" 0.00479386385426654 0.0089289700433055 0.0106963311584127 0.0207425845260319 0.00517812758906379 0.00455871626549964 0.0118558330698704 0.00406272852847973 0.00617042719924309 0.00796717523801936 0.00910301195908196 0.00392256849785239 0
"excelencia" 0 0 0.139052305059365 0 0 0 0 0 0.00822723626565746 0.00265572507933979 0.00341362948465574 0 0
"ideas" 0.00479386385426654 0 0 0.00829703381041278 0 0 0.0158077774264938 0.0162509141139189 0.00205680906641436 0.0159343504760387 0.00568938247442623 0.00980642124463098 0.00870549316618786
"imposible" 0.00479386385426654 0.00446448502165275 0.0267408278960317 0.00829703381041278 0 0 0 0.0121881855854392 0.0102840453320718 0.0146064879363688 0.00568938247442623 0.00392256849785239 0
"indiferencia" 0 0 0.0106963311584127 0.0165940676208256 0 0 0.00395194435662346 0.00406272852847973 0.0185112815977293 0.00929503777768925 0.00455150597954098 0.0117677054935572 0.00870549316618786
"infante" 0 0 0 0.00829703381041278 0.0155343827671914 0 0.00395194435662346 0 0 0.0239015257140581 0.0102408884539672 0.0019612842489262 0.00870549316618786
"jinetes" 0 0.0267869101299165 0 0.0165940676208256 0 0.00911743253099927 0.0118558330698704 0.00812545705695945 0.00617042719924309 0.00663931269834947 0.00113787649488525 0.00392256849785239 0.0609384521633151
"lugar" 0 0 0.00534816557920633 0.00414851690520639 0.0103562551781276 0.00911743253099927 0.00790388871324692 0.00406272852847973 0.0164544725313149 0.00796717523801936 0.0102408884539672 0.00588385274677859 0
"ordax" 0 0 0 0 0 0 0.0276636104963642 0.0365645567563175 0 0.0106229003173591 0.0125166414437377 0 0
"oye" 0.00958772770853308 0.0089289700433055 0 0.00414851690520639 0.0310687655343828 0 0.00790388871324692 0.0162509141139189 0.00205680906641436 0.00663931269834947 0.00455150597954098 0.00392256849785239 0.0522329589971272
"pregunta" 0.0143815915627996 0.00446448502165275 0.00534816557920633 0.00414851690520639 0.0103562551781276 0 0.0158077774264938 0.00406272852847973 0.00822723626565746 0.00398358761900968 0.0102408884539672 0.00980642124463098 0.00870549316618786
"seguir" 0 0.00446448502165275 0.0213926623168253 0.0207425845260319 0 0.00911743253099927 0.0197597217831173 0.0243763711708784 0.00617042719924309 0.00132786253966989 0.00682725896931147 0.00392256849785239 0
"silenciosa" 0.00958772770853308 0.0133934550649583 0.032088993475238 0.00414851690520639 0.0207125103562552 0.0182348650619985 0.00790388871324692 0.00812545705695945 0.00411361813282873 0.00531145015867957 0.00113787649488525 0.00392256849785239 0.0174109863323757
"sobresalto" 0.00479386385426654 0.0089289700433055 0.00534816557920633 0.00829703381041278 0.0103562551781276 0 0.00790388871324692 0 0.00617042719924309 0.011950762857029 0.00682725896931147 0.0137289897424834 0
"tanta" 0 0.00446448502165275 0.0106963311584127 0.0124455507156192 0.0103562551781276 0.00455871626549964 0.00395194435662346 0.00406272852847973 0.00617042719924309 0.0159343504760387 0.00910301195908196 0.0019612842489262 0
"teatro" 0 0 0 0 0 0 0 0 0.0123408543984862 0.0185900755553785 0.0159302709283934 0.0019612842489262 0
"vivir" 0.00958772770853308 0.0089289700433055 0.0106963311584127 0.0165940676208256 0.0103562551781276 0 0.00395194435662346 0 0.0102840453320718 0.0132786253966989 0.00341362948465574 0.00784513699570479 0
"volvían" 0.0383509108341323 0.00446448502165275 0.0213926623168253 0.0165940676208256 0.0207125103562552 0.0182348650619985 0.0158077774264938 0 0.00411361813282873 0.00265572507933979 0.00113787649488525 0.0019612842489262 0
"angustia" 0.0191754554170662 0.0223224251082638 0.016044496737619 0 0.0155343827671914 0.00911743253099927 0.00395194435662346 0.00812545705695945 0.00411361813282873 0.00929503777768925 0.00113787649488525 0.00392256849785239 0.0174109863323757
"asomaba" 0 0.00446448502165275 0.00534816557920633 0.00829703381041278 0.00517812758906379 0.00911743253099927 0.0158077774264938 0.00812545705695945 0.00411361813282873 0.011950762857029 0.00455150597954098 0.0117677054935572 0
"benjamín" 0 0 0 0 0 0 0 0 0 0 0.0386878008260983 0 0
"broma" 0.00479386385426654 0 0 0.00414851690520639 0 0.00455871626549964 0.00395194435662346 0 0.00205680906641436 0.0265572507933979 0.00796513546419672 0.00392256849785239 0
"bruja" 0 0 0.0213926623168253 0.00414851690520639 0.0207125103562552 0.0227935813274982 0 0.00406272852847973 0.0102840453320718 0.00265572507933979 0.0136545179386229 0 0
"chocolate" 0 0 0 0.0207425845260319 0 0 0.00395194435662346 0.00406272852847973 0.00205680906641436 0.0159343504760387 0.0125166414437377 0.00588385274677859 0
"compañía" 0.00479386385426654 0.00446448502165275 0.00534816557920633 0.0124455507156192 0 0.00911743253099927 0.0118558330698704 0.0121881855854392 0.00617042719924309 0.00398358761900968 0.00568938247442623 0.0137289897424834 0.0174109863323757
"conforme" 0 0 0 0 0.0155343827671914 0 0.0158077774264938 0.0162509141139189 0.00617042719924309 0.0132786253966989 0.00682725896931147 0.00784513699570479 0
"consuelo" 0.00958772770853308 0.00446448502165275 0.00534816557920633 0.0248911014312383 0 0 0 0.00406272852847973 0.00411361813282873 0.011950762857029 0.00910301195908196 0.00784513699570479 0
"cristiano" 0.00479386385426654 0.017857940086611 0.0213926623168253 0 0.0103562551781276 0.0182348650619985 0 0.00812545705695945 0.00617042719924309 0.0106229003173591 0.00568938247442623 0.0019612842489262 0
"cuerda" 0 0 0 0 0 0 0.00790388871324692 0.0203136426423986 0.00822723626565746 0.00531145015867957 0.0170681474232787 0.00784513699570479 0
"enemigo" 0.00479386385426654 0.00446448502165275 0 0.00414851690520639 0.00517812758906379 0.0136761487964989 0.0197597217831173 0.0162509141139189 0.00822723626565746 0 0.00796513546419672 0.00588385274677859 0.0348219726647515
"espada" 0.00958772770853308 0.00446448502165275 0 0.0165940676208256 0 0.00911743253099927 0 0.00406272852847973 0.00205680906641436 0.00265572507933979 0.0159302709283934 0.0137289897424834 0
"famoso" 0 0.0223224251082638 0.00534816557920633 0.0124455507156192 0.0103562551781276 0.00455871626549964 0 0.00406272852847973 0.00822723626565746 0.0106229003173591 0.00910301195908196 0.0019612842489262 0
"gitano" 0 0 0 0 0 0 0 0 0 0.0146064879363688 0.0216196534028197 0.00784513699570479 0
"hermanas" 0.0239693192713327 0 0.0909188148465076 0.00414851690520639 0.00517812758906379 0 0.00395194435662346 0.0121881855854392 0 0.00132786253966989 0.00227575298977049 0.0019612842489262 0.0174109863323757
"hoguera" 0 0.0089289700433055 0 0.00414851690520639 0.025890637945319 0 0.0711349984192223 0.00406272852847973 0.00411361813282873 0.00132786253966989 0.00341362948465574 0.0019612842489262 0
"hueco" 0.0287631831255992 0.00446448502165275 0.0106963311584127 0.0290396183364447 0 0.0227935813274982 0.0118558330698704 0.0121881855854392 0.00411361813282873 0.00398358761900968 0.00113787649488525 0.0019612842489262 0
"huerto" 0 0.0223224251082638 0.016044496737619 0.0290396183364447 0.0103562551781276 0.0547045951859956 0.00790388871324692 0.00812545705695945 0.00205680906641436 0 0 0 0
"largas" 0 0.0223224251082638 0.016044496737619 0 0 0 0.00790388871324692 0.00406272852847973 0.00205680906641436 0.0212458006347183 0 0.00392256849785239 0.0348219726647515
"memoria" 0.00958772770853308 0.0223224251082638 0.0213926623168253 0.0331881352416511 0.00517812758906379 0.00911743253099927 0 0.00812545705695945 0.00822723626565746 0.00398358761900968 0.00341362948465574 0 0
"mendiga" 0 0 0.0106963311584127 0 0.00517812758906379 0.0182348650619985 0.10275055327221 0.00406272852847973 0 0 0 0 0
"montpensier" 0 0 0 0 0 0 0 0 0 0.011950762857029 0.0159302709283934 0.0215741267381882 0
