"ne0012" "ne0013" "ne0014" "ne0015" "ne0016" "ne0017" "ne0018" "ne0020" "ne0021" "ne0022" "ne0023" "ne0025" "ne0030" "ne0033" "ne0035" "ne0036" "ne0037"
"contra" 0.00728040479050635 0.00479386385426654 0.0133934550649583 0.0379015192192287 0.016044496737619 0.0310687655343828 0.0165940676208256 0.0455871626549964 0.0276636104963642 0.0365645567563175 0.0199720391451967 0.0108861310690181 0.0185112815977293 0.025229388253728 0.0409635538158688 0.0588385274677859 0.0435274658309393
"hoy" 0.0291216191620254 0.0239693192713327 0.0401803651948748 0.0221092195445501 0.0588298213712697 0.0207125103562552 0.0290396183364447 0.050145878920496 0.0197597217831173 0.0203136426423986 0.0199720391451967 0.0326583932070542 0.022624899730558 0.0199179380950484 0.0295847888670164 0.0490321062231549 0.0261164794985636
"buen" 0.0691638455098103 0.0239693192713327 0.0223224251082638 0.0315845993493573 0 0.0310687655343828 0.0124455507156192 0.0273522975929978 0.0553272209927284 0.0243763711708784 0 0.0217722621380361 0.0267385178633867 0.0278851133330678 0.0443771833005246 0.0215741267381882 0
"están" 0.00364020239525318 0.0383509108341323 0.00446448502165275 0.0252676794794858 0.0106963311584127 0.025890637945319 0.0165940676208256 0.0364697301239971 0.0237116661397408 0.0284390996993581 0.0519273017775115 0.00544306553450904 0.0246817087969724 0.0358522885710871 0.0284469123721311 0.0392256849785239 0.12187690432663
"tras" 0.0291216191620254 0.0191754554170662 0.0267869101299165 0.0442184390891002 0.0267408278960317 0.0724937862468931 0.0124455507156192 0.0638220277169949 0.0158077774264938 0.0203136426423986 0.00399440782903935 0.0217722621380361 0.0287953269298011 0.0265572507933979 0.0318605418567869 0.0254966952360406 0.0435274658309393
"triste" 0.0364020239525318 0.0814956855225312 0.0446448502165275 0.0536938188939073 0.0427853246336507 0.0621375310687655 0.0705247873885086 0.0410284463894967 0.0197597217831173 0.0365645567563175 0.00798881565807869 0.0598737208795994 0.0143976634649006 0.0199179380950484 0.00455150597954098 0.0137289897424834 0.0174109863323757
"haber" 0.0546030359287976 0.0287631831255992 0.0491093352381803 0.0126338397397429 0.0106963311584127 0.0207125103562552 0.0580792366728894 0.0319110138584974 0.0276636104963642 0.0243763711708784 0.0239664469742361 0.0217722621380361 0.022624899730558 0.0305408384124075 0.0318605418567869 0.0215741267381882 0.0174109863323757
"rosario" 0.0145608095810127 0.0287631831255992 0.0089289700433055 0.0473768990240359 0.427853246336507 0.0103562551781276 0.0207425845260319 0.0227935813274982 0.0118558330698704 0.0162509141139189 0 0.0272153276725452 0.00411361813282873 0.0106229003173591 0.0204817769079344 0.0019612842489262 0.00870549316618786
"ventana" 0.0109206071857595 0.062320230105465 0.0312513951515693 0.0505353589589716 0.123007808321746 0 0.074673304293715 0.0319110138584974 0.0237116661397408 0.0568781993987162 0.00399440782903935 0.0381014587415632 0.0390793722618729 0.0146064879363688 0.0136545179386229 0.00784513699570479 0
"vino" 0.00364020239525318 0.062320230105465 0.0669672753247913 0.034743059284293 0.0374371590544443 0.0414250207125104 0.0497822028624767 0.0273522975929978 0.0355674992096111 0.0812545705695945 0.0159776313161574 0.0272153276725452 0.0123408543984862 0.0212458006347183 0.0216196534028197 0.0137289897424834 0.0174109863323757
"conciencia" 0.00364020239525318 0.00479386385426654 0 0.00631691986987145 0.0106963311584127 0.00517812758906379 0.0207425845260319 0 0.00395194435662346 0.0121881855854392 0.231675654084282 0.0108861310690181 0.0493634175939448 0.025229388253728 0.0329984183516721 0.0215741267381882 0.00870549316618786
"caballo" 0.0254814167667722 0.0767018216682646 0.0848252154114023 0.0568522788288431 0 0.00517812758906379 0.0373366521468575 0.050145878920496 0.0355674992096111 0.0365645567563175 0 0.0163291966035271 0.0329089450626298 0.0146064879363688 0.0216196534028197 0.019612842489262 0.00870549316618786
"cuerpo" 0.0327618215572786 0.0767018216682646 0.017857940086611 0.0157922996746786 0.0374371590544443 0.0310687655343828 0.0124455507156192 0 0.0276636104963642 0.0487527423417567 0.00399440782903935 0.0272153276725452 0.0534770357267735 0.025229388253728 0.0284469123721311 0.0176515582403358 0.0435274658309393
"esas" 0.0473226311382913 0.0239693192713327 0.0312513951515693 0.0221092195445501 0.032088993475238 0.0103562551781276 0.0539307197676831 0.0136761487964989 0.0197597217831173 0.0203136426423986 0.00798881565807869 0.0217722621380361 0.0308521359962155 0.0438194638091065 0.0295847888670164 0.0235354109871144 0.00870549316618786
"tienes" 0.0473226311382913 0.0910834132310642 0.017857940086611 0.0126338397397429 0.0106963311584127 0.0414250207125104 0.0124455507156192 0.0227935813274982 0.0316155548529877 0.0487527423417567 0.00798881565807869 0.0653167864141084 0.0143976634649006 0.0278851133330678 0.0295847888670164 0.0235354109871144 0.00870549316618786
"blanca" 0.0509628335335445 0.0958772770853308 0.053573820259833 0.0821199583083289 0.032088993475238 0.0569594034797017 0.0290396183364447 0.0182348650619985 0.0158077774264938 0.0162509141139189 0.0159776313161574 0.0925321140866536 0.00411361813282873 0.00398358761900968 0.0136545179386229 0.00980642124463098 0.0609384521633151
"majestad" 0 0 0 0 0.0106963311584127 0 0.0165940676208256 0 0 0 0 0.0326583932070542 0.0308521359962155 0.0690488520628345 0.0887543666010491 0.0019612842489262 0
"príncipe" 0.0109206071857595 0.00958772770853308 0.0133934550649583 0 0.0213926623168253 0 0.0248911014312383 0.0136761487964989 0 0 0 0.359242325277596 0 0.0146064879363688 0.0591695777340327 0.0156902739914096 0
"soldados" 0 0 0 0.00315845993493573 0 0 0.0788218211989214 0.0592633114514953 0.173885551691432 0.0690663849841554 0 0 0.022624899730558 0.00132786253966989 0.00455150597954098 0.0019612842489262 0.40915817881083
"aun" 0.0436824287430381 0.00958772770853308 0.0625027903031385 0.00947537980480718 0.016044496737619 0.0103562551781276 0.0580792366728894 0.0455871626549964 0.0158077774264938 0.0325018282278378 0.111843419213102 0.0272153276725452 0.0123408543984862 0.0199179380950484 0.0159302709283934 0.0235354109871144 0.0348219726647515
"manuel" 0.116486476648102 0.230105465004794 0 0.0221092195445501 0 0 0.00829703381041278 0.177789934354486 0.0158077774264938 0.0771918420411148 0 0 0 0.00132786253966989 0.00455150597954098 0 0
"tus" 0.0254814167667722 0.0335570469798658 0.017857940086611 0.0221092195445501 0.00534816557920633 0 0.0788218211989214 0.0136761487964989 0.00790388871324692 0.0365645567563175 0.0319552626323148 0.0544306553450904 0.0267385178633867 0.0345244260314172 0.0125166414437377 0.0568772432188597 0
"carlos" 0 0 0.0133934550649583 0.00315845993493573 0 0 0.132752540966604 0.0410284463894967 0.0592791653493519 0.0406272852847973 0 0.00544306553450904 0.00411361813282873 0.0212458006347183 0.0500665657749508 0.0431482534763763 0
"entró" 0 0.0527325023969319 0.035715880173222 0.0410599791541644 0.0213926623168253 0.0207125103562552 0.0539307197676831 0.0364697301239971 0.0592791653493519 0.0406272852847973 0 0.0381014587415632 0.0287953269298011 0.0358522885710871 0.0182060239181639 0.00980642124463098 0
"hombro" 0.0400422263477849 0.0527325023969319 0.017857940086611 0.0284261394144215 0.032088993475238 0.0362468931234466 0.0373366521468575 0.0319110138584974 0.0355674992096111 0.044690013813277 0 0.0653167864141084 0.022624899730558 0.025229388253728 0.0204817769079344 0.0137289897424834 0.0348219726647515
"otras" 0.0109206071857595 0.0431447746883988 0.0312513951515693 0.0315845993493573 0.048133490212857 0.0310687655343828 0.0248911014312383 0.050145878920496 0.043471387922858 0.0406272852847973 0.0798881565807869 0 0.0185112815977293 0.0199179380950484 0.0170681474232787 0.00980642124463098 0.0696439453295029
"caso" 0.0291216191620254 0.0239693192713327 0.00446448502165275 0.0157922996746786 0.00534816557920633 0.00517812758906379 0.0124455507156192 0.00455871626549964 0.00790388871324692 0.00406272852847973 0.011983223487118 0.0163291966035271 0.0411361813282873 0.0398358761900968 0.0625832072186885 0.0274579794849668 0
"duque" 0.0327618215572786 0 0.00446448502165275 0 0 0 0.0124455507156192 0 0.0592791653493519 0.0812545705695945 0 0.00544306553450904 0 0.0385080136504269 0.055755948249377 0.0509933904720811 0
"sería" 0.0182010119762659 0.00479386385426654 0.0133934550649583 0.00631691986987145 0.0213926623168253 0.0103562551781276 0.0165940676208256 0.0273522975929978 0.0276636104963642 0.00406272852847973 0.00798881565807869 0.0435445242760723 0.0205680906641436 0.0451473263487764 0.0432393068056393 0.0509933904720811 0
"unos" 0.0364020239525318 0.00958772770853308 0.0089289700433055 0.034743059284293 0.016044496737619 0.025890637945319 0.0414851690520639 0.0319110138584974 0.0395194435662346 0.0325018282278378 0.00399440782903935 0.0108861310690181 0.00822723626565746 0.0411637387297667 0.0261711593823606 0.0313805479828191 0.0609384521633151
"unas" 0.0218412143715191 0.0383509108341323 0.0267869101299165 0.0315845993493573 0.0427853246336507 0.0155343827671914 0.0290396183364447 0.0227935813274982 0.0197597217831173 0.0325018282278378 0.0279608548032754 0.0108861310690181 0.00411361813282873 0.0358522885710871 0.0375499243312131 0.0215741267381882 0.0261164794985636
"monte" 0.00728040479050635 0.0191754554170662 0 0.107387637787815 0 0.155343827671914 0.00414851690520639 0.0227935813274982 0.126462219411951 0.0487527423417567 0.0359496704613541 0.0108861310690181 0 0.011950762857029 0.00682725896931147 0.00784513699570479 0
"torre-mellada" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111540453332271 0.0637210837135737 0.019612842489262 0
"viento" 0.00728040479050635 0.0431447746883988 0.0401803651948748 0.0442184390891002 0.0106963311584127 0.0673156586578293 0.0373366521468575 0.0683807439824945 0.0197597217831173 0.00406272852847973 0.0479328939484721 0.0217722621380361 0.0143976634649006 0.00929503777768925 0.00796513546419672 0.0274579794849668 0.174109863323757
"hora" 0.0254814167667722 0.0143815915627996 0.0223224251082638 0.0284261394144215 0.016044496737619 0.0103562551781276 0.0331881352416511 0.0182348650619985 0.0237116661397408 0.0203136426423986 0.0918713800679049 0.0108861310690181 0.0164544725313149 0.0292129758727377 0.0227575298977049 0.0372644007295977 0.0261164794985636
"cuatro" 0.0254814167667722 0.0143815915627996 0.017857940086611 0.00947537980480718 0.048133490212857 0.0103562551781276 0.0124455507156192 0.0319110138584974 0.0553272209927284 0.0406272852847973 0.00798881565807869 0.00544306553450904 0.0287953269298011 0.0345244260314172 0.0307226653619016 0.0176515582403358 0.0522329589971272
"pedro" 0.0218412143715191 0.00958772770853308 0.00446448502165275 0.0221092195445501 0.00534816557920633 0.025890637945319 0 0.0410284463894967 0.0632311097059753 0.207199154952466 0.00399440782903935 0.00544306553450904 0.00411361813282873 0.0225736631743882 0.0261711593823606 0.00784513699570479 0
"sala" 0.0400422263477849 0.00958772770853308 0.00446448502165275 0.0789614983733931 0.016044496737619 0.00517812758906379 0.0290396183364447 0.0683807439824945 0.00790388871324692 0.0487527423417567 0 0.0108861310690181 0.0287953269298011 0.0172622130157086 0.0318605418567869 0.0137289897424834 0.0261164794985636
"días" 0.0436824287430381 0.0287631831255992 0.0267869101299165 0.0252676794794858 0.0213926623168253 0.0517812758906379 0.0497822028624767 0.0319110138584974 0.0197597217831173 0.0203136426423986 0.0159776313161574 0.0326583932070542 0.0143976634649006 0.0212458006347183 0.0295847888670164 0.0117677054935572 0.0435274658309393
"algunas" 0.0218412143715191 0.0335570469798658 0.0223224251082638 0.0379015192192287 0.032088993475238 0.0362468931234466 0.0539307197676831 0.050145878920496 0.0276636104963642 0.0325018282278378 0.0159776313161574 0.0272153276725452 0.0205680906641436 0.025229388253728 0.0147923944335082 0.0176515582403358 0.0174109863323757
"duda" 0.0327618215572786 0.0239693192713327 0.053573820259833 0.0157922996746786 0.0427853246336507 0.00517812758906379 0.0373366521468575 0.0136761487964989 0.00790388871324692 0.0203136426423986 0 0.0272153276725452 0.0205680906641436 0.0265572507933979 0.0409635538158688 0.0274579794849668 0
"gobierno" 0 0 0 0 0 0 0 0.00455871626549964 0 0 0 0 0.0349657541290442 0.0504587765074559 0.0898922430959344 0.0176515582403358 0
"orden" 0.00728040479050635 0 0.00446448502165275 0 0.0106963311584127 0 0.0248911014312383 0.0136761487964989 0.0237116661397408 0.0771918420411148 0.011983223487118 0 0.0534770357267735 0.0398358761900968 0.0227575298977049 0.0333418322317453 0.0783494384956908
"voy" 0.0218412143715191 0.0191754554170662 0.017857940086611 0.0157922996746786 0.016044496737619 0.0207125103562552 0.0165940676208256 0.00911743253099927 0.0118558330698704 0.0243763711708784 0.00399440782903935 0.0217722621380361 0.0287953269298011 0.0544423641264656 0.0273090358772459 0.0372644007295977 0
"cabo" 0.0182010119762659 0.0143815915627996 0.0312513951515693 0.00631691986987145 0.0374371590544443 0.0310687655343828 0.0207425845260319 0.0273522975929978 0.0355674992096111 0.0243763711708784 0.0159776313161574 0.00544306553450904 0.00822723626565746 0.0265572507933979 0.0398256773209836 0.0235354109871144 0.0957604248280665
"estos" 0.00364020239525318 0.00479386385426654 0.0133934550649583 0.0157922996746786 0 0.025890637945319 0.0124455507156192 0.00911743253099927 0.0197597217831173 0.0121881855854392 0.0159776313161574 0.0163291966035271 0.0411361813282873 0.0491309139677861 0.0455150597954098 0.0176515582403358 0.0174109863323757
"tenían" 0.0145608095810127 0.0431447746883988 0.0267869101299165 0.0189507596096144 0.0374371590544443 0.0466031483015742 0.00829703381041278 0.0364697301239971 0.0671830540625988 0.0568781993987162 0.0279608548032754 0.0272153276725452 0.0267385178633867 0.0278851133330678 0.0102408884539672 0.0117677054935572 0
"jardín" 0.0327618215572786 0.167785234899329 0.0446448502165275 0.0410599791541644 0.171141298534603 0.0310687655343828 0 0.00911743253099927 0 0.0121881855854392 0.00399440782903935 0.0435445242760723 0.0205680906641436 0.00663931269834947 0.00568938247442623 0.00588385274677859 0
"verdad" 0.0509628335335445 0.0527325023969319 0.0223224251082638 0.0315845993493573 0.0267408278960317 0.0207125103562552 0.0539307197676831 0.0136761487964989 0.0158077774264938 0.0365645567563175 0.0439384861194328 0.0870890485521446 0.00617042719924309 0.0212458006347183 0.0125166414437377 0.00980642124463098 0.0174109863323757
"allá" 0.0509628335335445 0.0383509108341323 0.0580383052814858 0.0379015192192287 0.048133490212857 0.0517812758906379 0.0414851690520639 0.00455871626549964 0.0316155548529877 0.0162509141139189 0.0399440782903934 0.0707598519486175 0.00617042719924309 0.0185900755553785 0.00796513546419672 0.00588385274677859 0.0174109863323757
"clérigo" 0.0254814167667722 0 0 0.0284261394144215 0.00534816557920633 0 0.00414851690520639 0.0364697301239971 0.00395194435662346 0.0284390996993581 0.011983223487118 0 0.00822723626565746 0.0172622130157086 0.0807892311368524 0.0313805479828191 0
"quedó" 0.0145608095810127 0.0431447746883988 0.0312513951515693 0.034743059284293 0.064177986950476 0.0207125103562552 0.0248911014312383 0.00911743253099927 0.0592791653493519 0.044690013813277 0.00798881565807869 0.0598737208795994 0.0185112815977293 0.025229388253728 0.0136545179386229 0.0137289897424834 0
"azul" 0.0582432383240508 0.0239693192713327 0.0580383052814858 0.0315845993493573 0.032088993475238 0.0569594034797017 0.00414851690520639 0.0136761487964989 0.0237116661397408 0.0243763711708784 0.0479328939484721 0.0381014587415632 0.022624899730558 0.0159343504760387 0.0147923944335082 0.00980642124463098 0.0261164794985636
"dedos" 0.0400422263477849 0.0431447746883988 0.035715880173222 0.0726445785035217 0.0374371590544443 0.0466031483015742 0.0207425845260319 0.0410284463894967 0.0395194435662346 0.0121881855854392 0.00399440782903935 0.0707598519486175 0.00411361813282873 0.011950762857029 0.0159302709283934 0.00784513699570479 0.0261164794985636
"os" 0.00364020239525318 0.0143815915627996 0 0.0252676794794858 0.272756444539523 0.025890637945319 0.00829703381041278 0.0136761487964989 0.0118558330698704 0.00812545705695945 0.00399440782903935 0.0217722621380361 0.0205680906641436 0.0292129758727377 0.0182060239181639 0.0176515582403358 0
"chole" 0.0655236431145572 0 0.531273717576678 0 0 0 0.00829703381041278 0 0 0 0 0 0 0 0 0 0
"quiero" 0.0400422263477849 0.0287631831255992 0.0133934550649583 0.0126338397397429 0.032088993475238 0.00517812758906379 0.0373366521468575 0.00911743253099927 0.0197597217831173 0.0243763711708784 0 0.0762029174831265 0.0329089450626298 0.037180151110757 0.0159302709283934 0.0235354109871144 0.0174109863323757
"da" 0.0291216191620254 0.0143815915627996 0.017857940086611 0.0189507596096144 0.0106963311584127 0.0310687655343828 0.0331881352416511 0.0227935813274982 0.0355674992096111 0.0284390996993581 0.011983223487118 0.0163291966035271 0.0143976634649006 0.0278851133330678 0.0250332828874754 0.0333418322317453 0.0609384521633151
"detuvo" 0.0182010119762659 0.0575263662511985 0.0133934550649583 0.0252676794794858 0.0427853246336507 0.025890637945319 0.00829703381041278 0.0410284463894967 0.0355674992096111 0.0568781993987162 0 0.0762029174831265 0.0205680906641436 0.0132786253966989 0.0216196534028197 0.019612842489262 0
"horas" 0.0327618215572786 0.0191754554170662 0.0491093352381803 0.0284261394144215 0.0267408278960317 0.0103562551781276 0.0165940676208256 0 0.0118558330698704 0.00812545705695945 0.175753944477731 0.0108861310690181 0.0143976634649006 0.011950762857029 0.0182060239181639 0.0137289897424834 0.0348219726647515
"mesa" 0.0364020239525318 0.0239693192713327 0.0133934550649583 0.0221092195445501 0.0106963311584127 0 0.0290396183364447 0.0319110138584974 0.0158077774264938 0.0284390996993581 0 0.0108861310690181 0.0143976634649006 0.0292129758727377 0.0329984183516721 0.0490321062231549 0.00870549316618786
"muchos" 0.00728040479050635 0.0239693192713327 0.0223224251082638 0.0379015192192287 0.0374371590544443 0.0569594034797017 0.0331881352416511 0.0182348650619985 0.0118558330698704 0.0325018282278378 0.0279608548032754 0.0108861310690181 0.0185112815977293 0.0345244260314172 0.0170681474232787 0.0156902739914096 0.0522329589971272
"tener" 0.0327618215572786 0.00958772770853308 0.0267869101299165 0.034743059284293 0 0.025890637945319 0.0248911014312383 0.0182348650619985 0.0237116661397408 0.0243763711708784 0.00798881565807869 0.0217722621380361 0.0287953269298011 0.0278851133330678 0.0341362948465574 0.0215741267381882 0.00870549316618786
"eulalia" 0 0 0 0 0 0 0 0 0.0118558330698704 0.207199154952466 0 0.375571521881123 0 0.0106229003173591 0.00682725896931147 0 0
"mientras" 0.0364020239525318 0.0383509108341323 0.0223224251082638 0.0473768990240359 0.0374371590544443 0.0621375310687655 0.0622277535780958 0.0455871626549964 0.0553272209927284 0.044690013813277 0.00399440782903935 0.0217722621380361 0.0102840453320718 0.00796717523801936 0.00568938247442623 0.00980642124463098 0.0348219726647515
"solamente" 0.0218412143715191 0.0239693192713327 0.0446448502165275 0.0315845993493573 0.032088993475238 0.0673156586578293 0.00829703381041278 0.0592633114514953 0.0276636104963642 0.00812545705695945 0.0718993409227082 0.0217722621380361 0.0164544725313149 0.00796717523801936 0.0170681474232787 0.0215741267381882 0.00870549316618786
"delante" 0.0291216191620254 0.0431447746883988 0.035715880173222 0.0568522788288431 0.016044496737619 0.025890637945319 0.0414851690520639 0.0547045951859956 0.0237116661397408 0.0121881855854392 0 0.0163291966035271 0.0123408543984862 0.011950762857029 0.0238954063925901 0.0137289897424834 0.0696439453295029
"fray" 0.00728040479050635 0 0.0848252154114023 0.069486118568586 0 0 0.219871395975939 0.0364697301239971 0 0 0.011983223487118 0.103418245155672 0.00617042719924309 0.00531145015867957 0.00341362948465574 0 0
"misma" 0.0218412143715191 0.0335570469798658 0.017857940086611 0.0252676794794858 0.032088993475238 0.0207125103562552 0.0290396183364447 0.00455871626549964 0.0474233322794815 0.044690013813277 0.0639105252646295 0.0272153276725452 0.0185112815977293 0.0159343504760387 0.0193439004130492 0.0176515582403358 0.0174109863323757
"pies" 0.0473226311382913 0.0431447746883988 0.0580383052814858 0.0473768990240359 0.0213926623168253 0.0517812758906379 0.00829703381041278 0.0273522975929978 0.0197597217831173 0.0121881855854392 0.00798881565807869 0.0217722621380361 0.0267385178633867 0.0225736631743882 0.0136545179386229 0.00980642124463098 0.0261164794985636
"revolución" 0.00364020239525318 0 0 0 0 0 0 0 0 0 0.00399440782903935 0 0.0329089450626298 0.0199179380950484 0.0443771833005246 0.12356090768235 0.00870549316618786
"blanco" 0.0473226311382913 0.0671140939597315 0.0758962453680968 0.0505353589589716 0.032088993475238 0.0310687655343828 0.00414851690520639 0.0136761487964989 0.0355674992096111 0.0121881855854392 0.00399440782903935 0.0816459830176355 0.0164544725313149 0.00663931269834947 0.00341362948465574 0.0274579794849668 0.00870549316618786
"ojo" 0 0 0 0.00631691986987145 0 0.0207125103562552 0 0.00911743253099927 0.0158077774264938 0.0121881855854392 0.0159776313161574 0.0108861310690181 0.0246817087969724 0.062409539364485 0.0432393068056393 0.0333418322317453 0
"pasó" 0.0291216191620254 0.0479386385426654 0.0089289700433055 0.0221092195445501 0.0427853246336507 0.00517812758906379 0.0248911014312383 0.0319110138584974 0.0118558330698704 0.0203136426423986 0.0199720391451967 0.0272153276725452 0.0287953269298011 0.0278851133330678 0.0250332828874754 0.0215741267381882 0
"adolfito" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.118179766030621 0.0455150597954098 0.00980642124463098 0
"conde" 0.0218412143715191 0 0 0.0126338397397429 0 0.00517812758906379 0.0248911014312383 0 0.00395194435662346 0.00406272852847973 0 0.00544306553450904 0.00822723626565746 0.0146064879363688 0.069410466188 0.0745288014591955 0
"debe" 0.0218412143715191 0.0143815915627996 0.017857940086611 0.0189507596096144 0.00534816557920633 0 0.0124455507156192 0.0227935813274982 0.0237116661397408 0.00406272852847973 0.0239664469742361 0.0217722621380361 0.0349657541290442 0.0265572507933979 0.0432393068056393 0.0274579794849668 0
"banderas" 0 0 0.0133934550649583 0 0 0 0.0165940676208256 0.00911743253099927 0.0118558330698704 0.00406272852847973 0 0 0.222135379172751 0.00265572507933979 0.00113787649488525 0.00588385274677859 0.0435274658309393
"tuvo" 0.0436824287430381 0.0239693192713327 0.017857940086611 0.0315845993493573 0.0374371590544443 0.0207125103562552 0.0248911014312383 0.0364697301239971 0.0118558330698704 0.0406272852847973 0.0159776313161574 0.0381014587415632 0.0102840453320718 0.0106229003173591 0.0284469123721311 0.0254966952360406 0.00870549316618786
"campo" 0.00364020239525318 0.0335570469798658 0.0133934550649583 0.0157922996746786 0 0.0466031483015742 0.0207425845260319 0.00455871626549964 0.0316155548529877 0.044690013813277 0.0399440782903934 0.0163291966035271 0.0411361813282873 0.0225736631743882 0.0113787649488525 0.0137289897424834 0.12187690432663
"cuenta" 0.0182010119762659 0.00958772770853308 0.017857940086611 0.0157922996746786 0.00534816557920633 0.0207125103562552 0.0165940676208256 0.00455871626549964 0.0197597217831173 0.0203136426423986 0.011983223487118 0.00544306553450904 0.0267385178633867 0.0292129758727377 0.0409635538158688 0.0392256849785239 0
"estas" 0.0254814167667722 0.0287631831255992 0.017857940086611 0.0315845993493573 0.00534816557920633 0.0155343827671914 0.0207425845260319 0.0273522975929978 0.0158077774264938 0.0284390996993581 0.0439384861194328 0.00544306553450904 0.0349657541290442 0.0225736631743882 0.0284469123721311 0.00784513699570479 0.0261164794985636
"iglesia" 0.00728040479050635 0.0191754554170662 0.035715880173222 0.0379015192192287 0.0588298213712697 0.0207125103562552 0.0456336859572703 0.0592633114514953 0.0355674992096111 0.0609409279271959 0.0159776313161574 0 0.00822723626565746 0.011950762857029 0.0250332828874754 0.0019612842489262 0.0174109863323757
"negra" 0.0218412143715191 0.0383509108341323 0.0267869101299165 0.0379015192192287 0.016044496737619 0.0466031483015742 0.0207425845260319 0.0227935813274982 0.0395194435662346 0.0121881855854392 0.011983223487118 0.0272153276725452 0.0185112815977293 0.0159343504760387 0.0216196534028197 0.0215741267381882 0.0435274658309393
"poder" 0.0364020239525318 0.00958772770853308 0.0223224251082638 0.0252676794794858 0.0267408278960317 0.00517812758906379 0.0124455507156192 0.0273522975929978 0.0118558330698704 0.0243763711708784 0.0479328939484721 0.0163291966035271 0.0267385178633867 0.0239015257140581 0.0341362948465574 0.0117677054935572 0
"verde" 0.0109206071857595 0.0335570469798658 0.0089289700433055 0.0189507596096144 0.0106963311584127 0.025890637945319 0 0.0182348650619985 0.0158077774264938 0.0162509141139189 0.0479328939484721 0.0108861310690181 0.0719883173245028 0.0185900755553785 0.0261711593823606 0.0117677054935572 0.0174109863323757
"verdes" 0.0218412143715191 0.0191754554170662 0.017857940086611 0.0189507596096144 0 0.0310687655343828 0 0.00911743253099927 0.00790388871324692 0.0162509141139189 0.0159776313161574 0.0381014587415632 0.0164544725313149 0.0106229003173591 0.0614453307238032 0.029419263733893 0.00870549316618786
"coronel" 0 0 0 0.00315845993493573 0 0 0 0 0.0158077774264938 0.0934427561550337 0 0 0.0822723626565746 0.037180151110757 0.0170681474232787 0.0372644007295977 0
"dio" 0.0473226311382913 0.0239693192713327 0.035715880173222 0.0252676794794858 0 0.00517812758906379 0.00414851690520639 0.0455871626549964 0.051375276636105 0.0609409279271959 0.00399440782903935 0.0272153276725452 0.0164544725313149 0.0159343504760387 0.0238954063925901 0.0176515582403358 0
"sacó" 0.0182010119762659 0.0143815915627996 0.00446448502165275 0.0157922996746786 0 0.00517812758906379 0 0.0319110138584974 0.0197597217831173 0.00812545705695945 0 0.0163291966035271 0.0329089450626298 0.0292129758727377 0.0523423187647213 0.0274579794849668 0
"daba" 0.0109206071857595 0.0383509108341323 0.035715880173222 0.0221092195445501 0.032088993475238 0.0362468931234466 0.0207425845260319 0.0364697301239971 0.0316155548529877 0.0406272852847973 0 0.0163291966035271 0.0164544725313149 0.0239015257140581 0.0170681474232787 0.029419263733893 0
"soldado" 0 0 0.0133934550649583 0.00315845993493573 0.0106963311584127 0.00517812758906379 0.0539307197676831 0.0227935813274982 0.158077774264938 0.0568781993987162 0 0 0.00617042719924309 0.00531145015867957 0.0182060239181639 0.029419263733893 0.104465917994254
"carta" 0.0254814167667722 0.0479386385426654 0.017857940086611 0.00315845993493573 0.016044496737619 0 0.0124455507156192 0.0729394602479942 0.0237116661397408 0.00812545705695945 0 0 0.0123408543984862 0.0199179380950484 0.0443771833005246 0.0313805479828191 0
"haciendo" 0.0218412143715191 0.0431447746883988 0.0267869101299165 0.0221092195445501 0.0267408278960317 0.0310687655343828 0.0290396183364447 0.0319110138584974 0.0355674992096111 0.0203136426423986 0.00798881565807869 0.0217722621380361 0.0164544725313149 0.0239015257140581 0.0193439004130492 0.0156902739914096 0.0348219726647515
"pasado" 0.0582432383240508 0.0431447746883988 0.035715880173222 0.0221092195445501 0.032088993475238 0.0103562551781276 0.0207425845260319 0.0182348650619985 0.0158077774264938 0.00812545705695945 0.0998601957259836 0.0272153276725452 0.0123408543984862 0.0159343504760387 0.0136545179386229 0.00980642124463098 0
"sentía" 0.0546030359287976 0.0239693192713327 0.0401803651948748 0.0252676794794858 0.0427853246336507 0.0362468931234466 0.0290396183364447 0.0227935813274982 0.0237116661397408 0.0568781993987162 0.0239664469742361 0.0217722621380361 0.0143976634649006 0.0185900755553785 0.00682725896931147 0.0137289897424834 0
"pasar" 0.0327618215572786 0.0575263662511985 0.017857940086611 0.0379015192192287 0.0374371590544443 0.0414250207125104 0.0207425845260319 0.0273522975929978 0.0355674992096111 0.0284390996993581 0.0319552626323148 0.0108861310690181 0.0102840453320718 0.0199179380950484 0.0159302709283934 0.00784513699570479 0
"calle" 0.00364020239525318 0 0.00446448502165275 0.00947537980480718 0.0374371590544443 0.0103562551781276 0.0497822028624767 0.0911743253099927 0.00790388871324692 0.0162509141139189 0 0.00544306553450904 0.0329089450626298 0.0199179380950484 0.0352741713414426 0.019612842489262 0.00870549316618786
"dama" 0.0327618215572786 0.0335570469798658 0.0133934550649583 0.0315845993493573 0.0267408278960317 0.0155343827671914 0.0456336859572703 0 0.00395194435662346 0.0121881855854392 0 0.206836490311343 0.00617042719924309 0.0278851133330678 0.0102408884539672 0.00588385274677859 0
