"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_GallardoEspanol" "Cervantes_Numancia" "Cervantes_Tratos" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"Argensola_Alejandra" 0 0.974105402301216 1.07982790108929 1.04213949569654 1.0800305680885 1.09117553753854 1.02494062659604 1.07300825121382 1.08595713442039 1.09229092177552 1.09194466150282 1.10330709668612 1.07476192520283 1.08300198222726 1.02797580217242 1.04517119677771
"Argensola_Isabela" 0.974105402301216 0 1.03795205017143 1.034449211117 1.03890683739723 1.08037102113482 1.0548505118794 1.05432251233407 1.08316977848744 1.08423691499427 1.11652688679773 1.11595166380211 1.09643795734909 1.07908243837338 1.02793349677128 1.09880536446482
"Artieda_Amantes" 1.07982790108929 1.03795205017143 0 1.07678331948018 1.10418299498113 1.02793270042416 1.09782760518258 1.05151388183816 1.07221604742406 1.09938719111504 1.08640378351664 1.08839040351052 1.0790927942719 1.03916819486594 1.08133881535957 1.04996271935176
"Bermudez_Lastimosa" 1.04213949569654 1.034449211117 1.07678331948018 0 0.866376772504394 1.08780002057405 1.08570833334857 1.07693690283684 1.10375360467145 1.1029515228968 1.1276904491427 1.10634085455588 1.10639136903496 1.07122662340823 1.06366147758485 1.0606169338351
"Bermudez_Laureada" 1.0800305680885 1.03890683739723 1.10418299498113 0.866376772504394 0 1.10523934749304 1.07855417311568 1.06315300790684 1.11904936172613 1.08746710814961 1.10578224189256 1.07574202503568 1.10007843164172 1.08895227073747 1.04618607764817 1.0771992362055
"Cervantes_GallardoEspanol" 1.09117553753854 1.08037102113482 1.02793270042416 1.08780002057405 1.10523934749304 0 1.01166442140254 0.957545067605185 1.04849128725527 1.11661854881729 1.06439465601968 1.0986173060053 1.05849223370838 1.02488821849953 1.08488257608117 1.08151624936668
"Cervantes_Numancia" 1.02494062659604 1.0548505118794 1.09782760518258 1.08570833334857 1.07855417311568 1.01166442140254 0 0.98347103384612 1.10702443595333 1.11127169886469 1.05526457016192 1.09097820103939 1.04590988903991 1.07236129250552 1.08487069089875 1.08242070245132
"Cervantes_Tratos" 1.07300825121382 1.05432251233407 1.05151388183816 1.07693690283684 1.06315300790684 0.957545067605185 0.98347103384612 0 1.07319431159437 1.11893167938877 1.09777582673825 1.08609535519935 1.06048309888611 1.05472365232498 1.08646277098347 1.06510437707724
"JCueva_Infamador" 1.08595713442039 1.08316977848744 1.07221604742406 1.10375360467145 1.11904936172613 1.04849128725527 1.10702443595333 1.07319431159437 0 0.979702433272036 0.963066839751056 1.07760801864984 1.05174314815582 1.045343606896 1.09860860863295 1.0627348123789
"JCueva_Principe" 1.09229092177552 1.08423691499427 1.09938719111504 1.1029515228968 1.08746710814961 1.11661854881729 1.11127169886469 1.11893167938877 0.979702433272036 0 0.987242249662937 0.950966133638511 1.07997788061322 1.10394535139905 1.09073076322347 1.1001791500177
"JCueva_Saco" 1.09194466150282 1.11652688679773 1.08640378351664 1.1276904491427 1.10578224189256 1.06439465601968 1.05526457016192 1.09777582673825 0.963066839751056 0.987242249662937 0 1.0346275653403 1.05959295667071 1.08387438235252 1.10555565402062 1.09132413418649
"Lasso_Constantinopla" 1.10330709668612 1.11595166380211 1.08839040351052 1.10634085455588 1.07574202503568 1.0986173060053 1.09097820103939 1.08609535519935 1.07760801864984 0.950966133638511 1.0346275653403 0 0.974060140003198 1.0954969762214 1.08330454991204 1.0840669872614
"Lasso_Dido.restaurada" 1.07476192520283 1.09643795734909 1.0790927942719 1.10639136903496 1.10007843164172 1.05849223370838 1.04590988903991 1.06048309888611 1.05174314815582 1.07997788061322 1.05959295667071 0.974060140003198 0 1.0677982180658 1.09193278936 1.08749003412072
"Virues_Marcela" 1.08300198222726 1.07908243837338 1.03916819486594 1.07122662340823 1.08895227073747 1.02488821849953 1.07236129250552 1.05472365232498 1.045343606896 1.10394535139905 1.08387438235252 1.0954969762214 1.0677982180658 0 0.999559510280221 1.01878067232505
"Virues_Semirámis" 1.02797580217242 1.02793349677128 1.08133881535957 1.06366147758485 1.04618607764817 1.08488257608117 1.08487069089875 1.08646277098347 1.09860860863295 1.09073076322347 1.10555565402062 1.08330454991204 1.09193278936 0.999559510280221 0 0.95008947620331
"Virues_Tirano" 1.04517119677771 1.09880536446482 1.04996271935176 1.0606169338351 1.0771992362055 1.08151624936668 1.08242070245132 1.06510437707724 1.0627348123789 1.1001791500177 1.09132413418649 1.0840669872614 1.08749003412072 1.01878067232505 0.95008947620331 0
