"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_GallardoEspanol" "Cervantes_Numancia" "Cervantes_Tratos" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"Argensola_Alejandra" 0 0.959487193338792 1.08749839901178 1.03490869962703 1.08405208205089 1.09777018055164 1.03382289150072 1.08077466853948 1.08624244734804 1.09037256914523 1.09829392761818 1.10579066411115 1.07023514136363 1.07134746749195 1.03746726829539 1.03066988315612
"Argensola_Isabela" 0.959487193338792 0 1.03199087962795 1.01871999288179 1.04414418457085 1.08320319732147 1.06752935790453 1.05817369072076 1.07929573503861 1.08984886462604 1.12104608609425 1.11834522982311 1.09506908055008 1.07578897482323 1.02350465288798 1.10244122129046
"Artieda_Amantes" 1.08749839901178 1.03199087962795 0 1.07887838715039 1.10928740935907 1.01910639535713 1.10322622754562 1.04951848182399 1.07347221100362 1.10667082455518 1.08966509031193 1.09228569034224 1.07020333796282 1.04499664230731 1.07618182447297 1.05104253333301
"Bermudez_Lastimosa" 1.03490869962703 1.01871999288179 1.07887838715039 0 0.854683117448246 1.09571411302373 1.08205087961551 1.07077398484333 1.1062469778728 1.106657471204 1.13138968340974 1.11490876478277 1.11147251422443 1.08310982663788 1.07205677825973 1.05740638322974
"Bermudez_Laureada" 1.08405208205089 1.04414418457085 1.10928740935907 0.854683117448246 0 1.11917358736682 1.07252368421662 1.07112970588133 1.12560187128596 1.08135506356894 1.10680409889438 1.07004007190139 1.09927917971844 1.09644533559306 1.02692724155058 1.07123524207457
"Cervantes_GallardoEspanol" 1.09777018055164 1.08320319732147 1.01910639535713 1.09571411302373 1.11917358736682 0 1.00287721948047 0.945628959792059 1.05696985316558 1.12733711210434 1.06247714440443 1.09175471241808 1.0634492054657 1.01966930842049 1.08463124812498 1.0755539930655
"Cervantes_Numancia" 1.03382289150072 1.06752935790453 1.10322622754562 1.08205087961551 1.07252368421662 1.00287721948047 0 0.975169846820249 1.11261069393443 1.11561762348129 1.04839554183759 1.09005737303252 1.03839152933507 1.06386256817239 1.09578372531926 1.0854100706872
"Cervantes_Tratos" 1.08077466853948 1.05817369072076 1.04951848182399 1.07077398484333 1.07112970588133 0.945628959792059 0.975169846820249 0 1.07120688623885 1.13011620652148 1.10625767021266 1.09234550444344 1.0513808374244 1.0506631919593 1.07837394371594 1.0674664552011
"JCueva_Infamador" 1.08624244734804 1.07929573503861 1.07347221100362 1.1062469778728 1.12560187128596 1.05696985316558 1.11261069393443 1.07120688623885 0 0.963559118553099 0.958503882508321 1.07428520929033 1.06153407699749 1.04534907200588 1.10432753488623 1.05728328594333
"JCueva_Principe" 1.09037256914523 1.08984886462604 1.10667082455518 1.106657471204 1.08135506356894 1.12733711210434 1.11561762348129 1.13011620652148 0.963559118553099 0 0.97683764033701 0.941895310671867 1.08184861435386 1.11411918429608 1.08688525402122 1.10582553909959
"JCueva_Saco" 1.09829392761818 1.12104608609425 1.08966509031193 1.13138968340974 1.10680409889438 1.06247714440443 1.04839554183759 1.10625767021266 0.958503882508321 0.97683764033701 0 1.02758518854629 1.06478000069709 1.09380863011909 1.10437716720302 1.09704207038854
"Lasso_Constantinopla" 1.10579066411115 1.11834522982311 1.09228569034224 1.11490876478277 1.07004007190139 1.09175471241808 1.09005737303252 1.09234550444344 1.07428520929033 0.941895310671867 1.02758518854629 0 0.968289593114123 1.09865618699147 1.0878353488282 1.08700574315897
"Lasso_Dido.restaurada" 1.07023514136363 1.09506908055008 1.07020333796282 1.11147251422443 1.09927917971844 1.0634492054657 1.03839152933507 1.0513808374244 1.06153407699749 1.08184861435386 1.06478000069709 0.968289593114123 0 1.06068748975556 1.09562298180806 1.08669506412902
"Virues_Marcela" 1.07134746749195 1.07578897482323 1.04499664230731 1.08310982663788 1.09644533559306 1.01966930842049 1.06386256817239 1.0506631919593 1.04534907200588 1.11411918429608 1.09380863011909 1.09865618699147 1.06068748975556 0 0.993495530294468 1.02280720013576
"Virues_Semirámis" 1.03746726829539 1.02350465288798 1.07618182447297 1.07205677825973 1.02692724155058 1.08463124812498 1.09578372531926 1.07837394371594 1.10432753488623 1.08688525402122 1.10437716720302 1.0878353488282 1.09562298180806 0.993495530294468 0 0.938927196450317
"Virues_Tirano" 1.03066988315612 1.10244122129046 1.05104253333301 1.05740638322974 1.07123524207457 1.0755539930655 1.0854100706872 1.0674664552011 1.05728328594333 1.10582553909959 1.09704207038854 1.08700574315897 1.08669506412902 1.02280720013576 0.938927196450317 0
