"Valle_Baza-ne0036" "Valle_Corte-ne0033" "Valle_CruzadosCausa-ne0020" "Valle_FlordeSantidad-ne0017" "Valle_GerifaltesAntano-ne0022" "Valle_MediaNoche-ne0037" "Valle_ResplandorHoguera-ne0021" "Valle_SonataEstio-ne0014" "Valle_SonataInvierno-ne0016" "Valle_SonataOtono-ne0013" "Valle_SonataPrimavera-ne0015" "Valle_TiranoBanderas-ne0030" "Valle_Viva-ne0035"
"amo" 0.00980642124463098 0.00796717523801936 0.0683807439824945 0.0828500414250207 0.0325018282278378 0 0.0711349984192223 0.0089289700433055 0.00414851690520639 0 0 0.00822723626565746 0.00113787649488525
"claro" 0.0137289897424834 0.0278851133330678 0.0182348650619985 0.0103562551781276 0.0406272852847973 0.0261164794985636 0.0237116661397408 0 0.0165940676208256 0.0191754554170662 0.0106963311584127 0.00617042719924309 0.0113787649488525
"piedra" 0.00784513699570479 0.00796717523801936 0.0273522975929978 0.0155343827671914 0.0771918420411148 0.00870549316618786 0.0355674992096111 0.0223224251082638 0.0124455507156192 0.0239693192713327 0.032088993475238 0.0123408543984862 0.00341362948465574
"podía" 0.0156902739914096 0.0146064879363688 0 0.00517812758906379 0.0121881855854392 0 0.0237116661397408 0.0491093352381803 0.0207425845260319 0.0239693192713327 0.0374371590544443 0.0102840453320718 0.0159302709283934
"reales" 0.0117677054935572 0.0331965634917473 0.0182348650619985 0 0 0 0 0.00446448502165275 0.0124455507156192 0 0 0.00205680906641436 0.0409635538158688
"suerte" 0.0137289897424834 0.0132786253966989 0.0182348650619985 0.0103562551781276 0.00406272852847973 0.00870549316618786 0.0118558330698704 0.0267869101299165 0.0124455507156192 0.0143815915627996 0.032088993475238 0.0143976634649006 0.0261711593823606
"tía" 0.00588385274677859 0.0278851133330678 0.00455871626549964 0 0.14219549849679 0 0.00395194435662346 0 0.0165940676208256 0.0239693192713327 0 0.00411361813282873 0.00455150597954098
"agila" 0 0.00796717523801936 0 0 0.280328268465101 0 0 0 0 0 0 0 0
"lleno" 0.00392256849785239 0.00663931269834947 0.0136761487964989 0.025890637945319 0.0284390996993581 0.0696439453295029 0.043471387922858 0.0312513951515693 0.0331881352416511 0.00958772770853308 0.032088993475238 0.00822723626565746 0.00796513546419672
"mira" 0.0156902739914096 0.0239015257140581 0.00911743253099927 0.0155343827671914 0.0325018282278378 0.0783494384956908 0.00395194435662346 0 0.0165940676208256 0.00479386385426654 0 0.0123408543984862 0.0170681474232787
"pasado" 0.00980642124463098 0.0159343504760387 0.0182348650619985 0.0103562551781276 0.00812545705695945 0 0.0158077774264938 0.035715880173222 0.0207425845260319 0.0431447746883988 0.032088993475238 0.0123408543984862 0.0136545179386229
"saltó" 0.0215741267381882 0.0318687009520774 0.0227935813274982 0.0103562551781276 0.00812545705695945 0 0.0355674992096111 0.0089289700433055 0 0 0 0.00822723626565746 0.0182060239181639
"ayuda" 0.0117677054935572 0.0331965634917473 0.0182348650619985 0 0.0243763711708784 0 0.0197597217831173 0.0089289700433055 0.0165940676208256 0 0.00534816557920633 0.0123408543984862 0.0170681474232787
"café" 0.0313805479828191 0.0225736631743882 0 0 0 0.0435274658309393 0.0118558330698704 0.0089289700433055 0.00414851690520639 0 0 0.0123408543984862 0.0273090358772459
"fermín" 0.143173750171612 0 0 0 0 0 0 0 0 0 0 0 0.00113787649488525
"horas" 0.0137289897424834 0.011950762857029 0 0.0103562551781276 0.00812545705695945 0.0348219726647515 0.0118558330698704 0.0491093352381803 0.0165940676208256 0.0191754554170662 0.0267408278960317 0.0143976634649006 0.0182060239181639
"monseñor" 0 0.00132786253966989 0 0 0 0 0 0 0 0 0.197882126430634 0 0.0409635538158688
"mueca" 0.0254966952360406 0.0185900755553785 0 0.00517812758906379 0.00812545705695945 0 0.00395194435662346 0 0 0.00958772770853308 0 0.0575906538596022 0.0147923944335082
"rumor" 0.0137289897424834 0.00663931269834947 0.00911743253099927 0.0414250207125104 0.0325018282278378 0.0609384521633151 0.00395194435662346 0.035715880173222 0.0373366521468575 0.0191754554170662 0.048133490212857 0.00617042719924309 0.00341362948465574
"viejas" 0.00588385274677859 0.011950762857029 0.0227935813274982 0.0776719138359569 0.0162509141139189 0.0174109863323757 0.0118558330698704 0.0312513951515693 0.0373366521468575 0.00958772770853308 0.0213926623168253 0.00411361813282873 0.0102408884539672
"cierto" 0.0117677054935572 0.0239015257140581 0.0136761487964989 0.0103562551781276 0.0406272852847973 0 0.0237116661397408 0.0267869101299165 0.00829703381041278 0.00479386385426654 0.0106963311584127 0.0102840453320718 0.0136545179386229
"coronelito" 0 0 0 0 0 0 0 0 0 0 0 0.150147061848249 0
"decir" 0.0156902739914096 0.0159343504760387 0.0227935813274982 0.025890637945319 0.0406272852847973 0 0.0158077774264938 0.0223224251082638 0.0290396183364447 0.00958772770853308 0.0267408278960317 0.0123408543984862 0.00455150597954098
"dientes" 0.0215741267381882 0.0185900755553785 0.0136761487964989 0.0103562551781276 0.0203136426423986 0.0348219726647515 0.0276636104963642 0.0267869101299165 0.0124455507156192 0.00958772770853308 0 0.0143976634649006 0.0102408884539672
"estrellas" 0.0235354109871144 0.00663931269834947 0.00455871626549964 0.0310687655343828 0.0121881855854392 0.104465917994254 0.00790388871324692 0.0133934550649583 0 0.0239693192713327 0.0106963311584127 0.0205680906641436 0.0136545179386229
"generales" 0.0411869692274501 0.0212458006347183 0.00455871626549964 0 0.0284390996993581 0.0174109863323757 0 0.00446448502165275 0.0207425845260319 0 0 0.00205680906641436 0.0216196534028197
"hablaba" 0.0156902739914096 0.0132786253966989 0.0273522975929978 0.025890637945319 0.0203136426423986 0.00870549316618786 0.0276636104963642 0.0133934550649583 0.0207425845260319 0.00479386385426654 0.0213926623168253 0.0185112815977293 0.0102408884539672
"partida" 0.0176515582403358 0.00663931269834947 0.0455871626549964 0 0.0609409279271959 0 0.0632311097059753 0 0.0248911014312383 0 0 0.00822723626565746 0.00910301195908196
"patrocinio" 0.00588385274677859 0.0451473263487764 0.00911743253099927 0 0 0 0 0 0 0 0 0 0.0386878008260983
"ánimo" 0.00784513699570479 0.0185900755553785 0.00911743253099927 0.0103562551781276 0.00406272852847973 0.00870549316618786 0.00395194435662346 0.0089289700433055 0.0497822028624767 0.00479386385426654 0.00534816557920633 0.0267385178633867 0.0204817769079344
"dentro" 0.0156902739914096 0.00663931269834947 0.00455871626549964 0.0207125103562552 0.0487527423417567 0.0174109863323757 0.0197597217831173 0.0133934550649583 0.0248911014312383 0.00958772770853308 0.0374371590544443 0.0123408543984862 0.0125166414437377
"frío" 0.0019612842489262 0.00531145015867957 0.00455871626549964 0.0414250207125104 0.0528154708702364 0.0174109863323757 0.0197597217831173 0.0089289700433055 0.0290396183364447 0.0671140939597315 0.032088993475238 0.0102840453320718 0.00455150597954098
"hermano" 0.0176515582403358 0.0172622130157086 0.00911743253099927 0.0207125103562552 0.0406272852847973 0 0.0158077774264938 0 0.00414851690520639 0 0.00534816557920633 0.0164544725313149 0.0227575298977049
"hubo" 0.0176515582403358 0.0185900755553785 0.0182348650619985 0.0103562551781276 0.0121881855854392 0 0.0158077774264938 0.0312513951515693 0.0414851690520639 0.00958772770853308 0.0213926623168253 0.00411361813282873 0.0125166414437377
"juego" 0.0156902739914096 0.0146064879363688 0 0 0.00406272852847973 0 0.0158077774264938 0.00446448502165275 0.0248911014312383 0.00958772770853308 0.00534816557920633 0.0514202266603591 0.0147923944335082
"llegar" 0.00392256849785239 0.00796717523801936 0.0136761487964989 0.0414250207125104 0.0243763711708784 0.0435274658309393 0.0316155548529877 0.0089289700433055 0.0373366521468575 0.00958772770853308 0.0267408278960317 0.0123408543984862 0.0113787649488525
"pasa" 0.0156902739914096 0.0172622130157086 0.0136761487964989 0.025890637945319 0.0162509141139189 0.0522329589971272 0.00790388871324692 0.0089289700433055 0.0165940676208256 0.0143815915627996 0.00534816557920633 0.0123408543984862 0.0170681474232787
"presidente" 0 0.00929503777768925 0 0 0 0 0 0 0 0 0 0.0596474629260166 0.0409635538158688
"pudo" 0.019612842489262 0.0146064879363688 0.0410284463894967 0.0207125103562552 0.0121881855854392 0.00870549316618786 0.0197597217831173 0.0133934550649583 0.00414851690520639 0.0191754554170662 0.016044496737619 0.00822723626565746 0.0159302709283934
"voluntad" 0.0235354109871144 0.0225736631743882 0.0182348650619985 0.00517812758906379 0.0121881855854392 0.00870549316618786 0.00395194435662346 0.0133934550649583 0.0165940676208256 0.00958772770853308 0.0267408278960317 0.00617042719924309 0.0182060239181639
"corte" 0.00784513699570479 0.0239015257140581 0.00455871626549964 0 0.00812545705695945 0 0 0 0.0290396183364447 0 0.0106963311584127 0.00617042719924309 0.0386878008260983
"darle" 0.0215741267381882 0.025229388253728 0 0.0155343827671914 0.0162509141139189 0.00870549316618786 0.0158077774264938 0.00446448502165275 0.00414851690520639 0 0 0.022624899730558 0.0182060239181639
"encima" 0.0137289897424834 0.0225736631743882 0.0227935813274982 0.0103562551781276 0.0162509141139189 0.00870549316618786 0.0158077774264938 0.0089289700433055 0.0124455507156192 0.0143815915627996 0.0106963311584127 0.0123408543984862 0.0170681474232787
"pálida" 0.00588385274677859 0.00398358761900968 0.0273522975929978 0.00517812758906379 0.0121881855854392 0.00870549316618786 0.0197597217831173 0.0267869101299165 0.00829703381041278 0.11025886864813 0.0855706492673013 0.00205680906641436 0.00113787649488525
"redín" 0.00392256849785239 0.0438194638091065 0 0 0.0690663849841554 0 0.0237116661397408 0 0 0 0 0 0.0147923944335082
"repuso" 0.00392256849785239 0.00929503777768925 0.0455871626549964 0.0362468931234466 0.0528154708702364 0 0.0276636104963642 0.00446448502165275 0.0290396183364447 0.00958772770853308 0.0374371590544443 0.00822723626565746 0.00455150597954098
"suspiró" 0.0019612842489262 0.0239015257140581 0.0227935813274982 0.00517812758906379 0.0162509141139189 0 0.0197597217831173 0.0267869101299165 0.0207425845260319 0.0383509108341323 0.032088993475238 0.0102840453320718 0.00796513546419672
"deja" 0.00588385274677859 0.0199179380950484 0.00455871626549964 0.0207125103562552 0.0203136426423986 0 0.0118558330698704 0.017857940086611 0 0 0.00534816557920633 0.0205680906641436 0.0273090358772459
"esperaba" 0.0235354109871144 0.00929503777768925 0.0136761487964989 0.0155343827671914 0.0162509141139189 0 0.00395194435662346 0.0401803651948748 0.0207425845260319 0.0191754554170662 0.032088993475238 0.0123408543984862 0.0113787649488525
"patria" 0.029419263733893 0.00929503777768925 0.00911743253099927 0 0 0 0.00395194435662346 0.00446448502165275 0 0 0 0.067874699191674 0.0125166414437377
"secreto" 0.019612842489262 0.0159343504760387 0.0227935813274982 0 0.0203136426423986 0 0.00395194435662346 0.00446448502165275 0.0290396183364447 0.0239693192713327 0.00534816557920633 0.00617042719924309 0.0227575298977049
"volver" 0.0235354109871144 0.0132786253966989 0.0273522975929978 0 0.0325018282278378 0.00870549316618786 0.00790388871324692 0.017857940086611 0.0124455507156192 0.0191754554170662 0.0267408278960317 0.0123408543984862 0.0102408884539672
"abría" 0.0137289897424834 0.0225736631743882 0.0182348650619985 0 0.00406272852847973 0 0.0118558330698704 0.00446448502165275 0.00829703381041278 0.0239693192713327 0.00534816557920633 0.0267385178633867 0.0170681474232787
"angulo" 0.133367328926981 0 0 0 0 0 0 0 0 0 0 0 0.00113787649488525
"canto" 0.00980642124463098 0.0132786253966989 0.0319110138584974 0.0155343827671914 0.00812545705695945 0.0174109863323757 0.0237116661397408 0.017857940086611 0.0124455507156192 0.0239693192713327 0.0374371590544443 0.022624899730558 0.00455150597954098
"causa" 0.0333418322317453 0.011950762857029 0.0319110138584974 0 0.00406272852847973 0 0.0158077774264938 0.0089289700433055 0.0456336859572703 0 0.0106963311584127 0.0143976634649006 0.0102408884539672
"dama" 0.00588385274677859 0.0278851133330678 0 0.0155343827671914 0.0121881855854392 0 0.00395194435662346 0.0133934550649583 0.0456336859572703 0.0335570469798658 0.0267408278960317 0.00617042719924309 0.0102408884539672
"deseo" 0.0156902739914096 0.0106229003173591 0.00455871626549964 0.00517812758906379 0.0121881855854392 0.00870549316618786 0.00395194435662346 0.035715880173222 0.0124455507156192 0.0191754554170662 0.0106963311584127 0.0143976634649006 0.0250332828874754
"entrar" 0.00980642124463098 0.0132786253966989 0.0227935813274982 0.0103562551781276 0.0162509141139189 0.0174109863323757 0.0276636104963642 0.0223224251082638 0.0414851690520639 0.0191754554170662 0.0374371590544443 0.00411361813282873 0.00682725896931147
"mío" 0.0156902739914096 0.00663931269834947 0.050145878920496 0.0155343827671914 0.0121881855854392 0 0.0237116661397408 0.0133934550649583 0.0248911014312383 0.0191754554170662 0.0427853246336507 0.00411361813282873 0.0113787649488525
"ahí" 0.00784513699570479 0.025229388253728 0.00455871626549964 0.0103562551781276 0 0 0.00395194435662346 0.017857940086611 0.0124455507156192 0.0191754554170662 0 0.0123408543984862 0.0273090358772459
"cama" 0.0019612842489262 0.0146064879363688 0.00911743253099927 0.0103562551781276 0.0365645567563175 0.00870549316618786 0.0276636104963642 0 0.0331881352416511 0.0335570469798658 0 0.0123408543984862 0.0159302709283934
"dicen" 0.00784513699570479 0.0212458006347183 0.0136761487964989 0 0.0406272852847973 0.0174109863323757 0.0276636104963642 0.00446448502165275 0.0331881352416511 0.00479386385426654 0.00534816557920633 0.0123408543984862 0.0102408884539672
"eulalia" 0 0.0106229003173591 0 0 0.207199154952466 0 0.0118558330698704 0 0 0 0 0 0.00682725896931147
"hablar" 0.00784513699570479 0.00929503777768925 0.0136761487964989 0.00517812758906379 0.0325018282278378 0.00870549316618786 0.0237116661397408 0.0089289700433055 0.0539307197676831 0.0191754554170662 0.0213926623168253 0.0102840453320718 0.0113787649488525
"nachito" 0 0 0 0 0 0 0 0 0 0 0 0.139863016516177 0
"oía" 0.00784513699570479 0.00531145015867957 0.0455871626549964 0.0310687655343828 0.0203136426423986 0 0.043471387922858 0.0133934550649583 0.0207425845260319 0.0527325023969319 0.0106963311584127 0.00822723626565746 0.00341362948465574
"quieres" 0.0137289897424834 0.011950762857029 0.0182348650619985 0.00517812758906379 0.0325018282278378 0 0.00395194435662346 0.0223224251082638 0.0207425845260319 0.0479386385426654 0.0106963311584127 0.0123408543984862 0.0113787649488525
"armas" 0.0117677054935572 0.00663931269834947 0.0227935813274982 0 0.0284390996993581 0.0174109863323757 0.0118558330698704 0.0089289700433055 0.0248911014312383 0.0143815915627996 0.016044496737619 0.0349657541290442 0.00910301195908196
"hacían" 0.0137289897424834 0.0225736631743882 0.00911743253099927 0.025890637945319 0.0203136426423986 0 0.0237116661397408 0.0089289700433055 0.0124455507156192 0 0.0106963311584127 0.022624899730558 0.00796513546419672
"mucha" 0.0137289897424834 0.0185900755553785 0.0227935813274982 0.00517812758906379 0.00812545705695945 0 0.0276636104963642 0.00446448502165275 0.0165940676208256 0 0 0.00822723626565746 0.0250332828874754
"ninguna" 0.0156902739914096 0.011950762857029 0.00911743253099927 0.0362468931234466 0 0.0174109863323757 0.0197597217831173 0.0133934550649583 0.00829703381041278 0 0 0.0205680906641436 0.0216196534028197
"solo" 0.00784513699570479 0.00663931269834947 0.0182348650619985 0.0103562551781276 0.0162509141139189 0 0.0197597217831173 0.0133934550649583 0.00829703381041278 0.0431447746883988 0.096266980425714 0.00617042719924309 0.00910301195908196
"sonriendo" 0.00392256849785239 0.00265572507933979 0.0319110138584974 0.00517812758906379 0.00812545705695945 0 0.0197597217831173 0.0401803651948748 0.0580792366728894 0.0719079578139981 0.0427853246336507 0 0.00227575298977049
"cubierta" 0.0529546747210073 0.00663931269834947 0.0182348650619985 0.0103562551781276 0.00406272852847973 0 0.00395194435662346 0.0446448502165275 0.0165940676208256 0.0287631831255992 0.0106963311584127 0.00205680906641436 0.00341362948465574
"fuerte" 0.0176515582403358 0.0106229003173591 0.0227935813274982 0.00517812758906379 0.0731291135126351 0.0261164794985636 0.00790388871324692 0.00446448502165275 0.0124455507156192 0 0.00534816557920633 0.0164544725313149 0.00796513546419672
"ganado" 0.0156902739914096 0.00531145015867957 0.00455871626549964 0.0932062966031483 0.0121881855854392 0.0261164794985636 0.00395194435662346 0.0089289700433055 0.00829703381041278 0.00479386385426654 0 0.0143976634649006 0.0182060239181639
"gusto" 0.0156902739914096 0.0172622130157086 0.00911743253099927 0.0103562551781276 0.00406272852847973 0 0.00395194435662346 0.0089289700433055 0 0.00479386385426654 0.00534816557920633 0.0143976634649006 0.0318605418567869
"trae" 0.0176515582403358 0.025229388253728 0.00455871626549964 0.00517812758906379 0.00812545705695945 0.0174109863323757 0.0118558330698704 0.00446448502165275 0.0124455507156192 0.00479386385426654 0.00534816557920633 0.0123408543984862 0.0193439004130492
"gloria" 0.0117677054935572 0.00398358761900968 0.0136761487964989 0.0362468931234466 0.00406272852847973 0 0.0474233322794815 0.0223224251082638 0.0124455507156192 0 0 0.00411361813282873 0.0261711593823606
"habló" 0.00392256849785239 0.0106229003173591 0.0410284463894967 0 0.0243763711708784 0 0.0355674992096111 0.0089289700433055 0.0580792366728894 0 0.00534816557920633 0.0143976634649006 0.00796513546419672
"mil" 0.0176515582403358 0.0278851133330678 0.00455871626549964 0.0207125103562552 0.00812545705695945 0.0174109863323757 0.00790388871324692 0.0133934550649583 0.0124455507156192 0 0.00534816557920633 0.00205680906641436 0.0182060239181639
"ocasión" 0.0176515582403358 0.0185900755553785 0.00911743253099927 0 0.0121881855854392 0 0.0118558330698704 0.0133934550649583 0.0290396183364447 0.00479386385426654 0.016044496737619 0.00822723626565746 0.0182060239181639
"oído" 0.00588385274677859 0.0185900755553785 0.0364697301239971 0.0414250207125104 0.00406272852847973 0 0.0197597217831173 0.0267869101299165 0.0165940676208256 0.00958772770853308 0.032088993475238 0.00411361813282873 0.00682725896931147
"pañuelo" 0.00980642124463098 0.0212458006347183 0.0227935813274982 0.00517812758906379 0.00406272852847973 0.00870549316618786 0.00790388871324692 0.0089289700433055 0 0.00479386385426654 0.0267408278960317 0.0185112815977293 0.0193439004130492
"parecían" 0.0019612842489262 0.00265572507933979 0.0319110138584974 0.025890637945319 0.0162509141139189 0 0.0316155548529877 0.0446448502165275 0.0248911014312383 0.062320230105465 0.0427853246336507 0 0.00113787649488525
"pecado" 0 0.0225736631743882 0.0136761487964989 0.0155343827671914 0.0121881855854392 0.00870549316618786 0.0118558330698704 0.0580383052814858 0.0165940676208256 0.0239693192713327 0.0106963311584127 0.00617042719924309 0.00910301195908196
"razón" 0.0215741267381882 0.0159343504760387 0.0364697301239971 0.0103562551781276 0.0162509141139189 0 0.00395194435662346 0 0.0207425845260319 0.00479386385426654 0.016044496737619 0.0123408543984862 0.0136545179386229
"respondió" 0.00392256849785239 0.0199179380950484 0.0273522975929978 0.0103562551781276 0.0528154708702364 0 0.0474233322794815 0.00446448502165275 0.0165940676208256 0.0335570469798658 0.00534816557920633 0.00205680906641436 0.00113787649488525
"sentí" 0.0019612842489262 0 0.00455871626549964 0 0.00406272852847973 0 0.00395194435662346 0.0491093352381803 0.0954158888197469 0.062320230105465 0.0748743181088887 0 0
"vio" 0.00980642124463098 0.00929503777768925 0.0227935813274982 0.0155343827671914 0.0284390996993581 0 0.0790388871324692 0 0 0.0239693192713327 0 0.00617042719924309 0.0113787649488525
"alegre" 0.0156902739914096 0.00531145015867957 0.00911743253099927 0.025890637945319 0.0162509141139189 0 0.0395194435662346 0.0223224251082638 0.0124455507156192 0.0575263662511985 0.0267408278960317 0.00822723626565746 0.00227575298977049
"balcón" 0.00392256849785239 0.0132786253966989 0.0273522975929978 0.0103562551781276 0.0325018282278378 0 0.0316155548529877 0.0089289700433055 0.0124455507156192 0.0287631831255992 0.016044496737619 0 0.0159302709283934
"católica" 0 0.0146064879363688 0 0 0 0 0 0 0 0 0 0.0267385178633867 0.0455150597954098
"digo" 0.0117677054935572 0.0106229003173591 0.0136761487964989 0.0207125103562552 0.0243763711708784 0 0.0237116661397408 0.00446448502165275 0.0290396183364447 0.00958772770853308 0.016044496737619 0.00822723626565746 0.0159302709283934
"estar" 0.0137289897424834 0.0212458006347183 0.0136761487964989 0.00517812758906379 0.0162509141139189 0.00870549316618786 0.0237116661397408 0.0133934550649583 0.0124455507156192 0.0191754554170662 0.00534816557920633 0.00617042719924309 0.0136545179386229
"indalecio" 0.125522191931277 0 0 0 0 0 0 0 0 0 0 0 0
"llenos" 0 0.00132786253966989 0.0136761487964989 0.0362468931234466 0.044690013813277 0.0696439453295029 0.0118558330698704 0.017857940086611 0.0414851690520639 0.0239693192713327 0.032088993475238 0 0.00682725896931147
"militar" 0.0176515582403358 0.0212458006347183 0.0227935813274982 0 0.0121881855854392 0.00870549316618786 0 0 0.0124455507156192 0 0 0.022624899730558 0.0182060239181639
"oír" 0.00980642124463098 0.0106229003173591 0.00911743253099927 0.0310687655343828 0.0162509141139189 0.00870549316618786 0.0355674992096111 0.0089289700433055 0.0290396183364447 0.00958772770853308 0.048133490212857 0.0123408543984862 0.00341362948465574
"revolucionarios" 0.0627610959656383 0.00398358761900968 0 0 0 0 0 0 0 0 0 0.0246817087969724 0.0193439004130492
"roquito" 0 0 0.0227935813274982 0 0.0406272852847973 0 0.177837496048056 0 0 0 0 0.00411361813282873 0.00227575298977049
"volvía" 0.0137289897424834 0.00796717523801936 0.0455871626549964 0.0362468931234466 0.0121881855854392 0 0.0237116661397408 0.0133934550649583 0.0124455507156192 0.0143815915627996 0.0106963311584127 0.0123408543984862 0.00910301195908196
"azules" 0.0274579794849668 0.0106229003173591 0.00455871626549964 0.0155343827671914 0.0162509141139189 0.0348219726647515 0.00790388871324692 0.0133934550649583 0.00829703381041278 0.0143815915627996 0 0.00617042719924309 0.0182060239181639
"criado" 0 0.0185900755553785 0.0547045951859956 0.0983844241922121 0 0 0.00395194435662346 0.0089289700433055 0 0.0143815915627996 0.016044496737619 0.00411361813282873 0.00796513546419672
"feliz" 0.00784513699570479 0.0132786253966989 0.00911743253099927 0.025890637945319 0.00812545705695945 0 0 0.0312513951515693 0.0124455507156192 0.0431447746883988 0.032088993475238 0.0123408543984862 0.0102408884539672
"órdenes" 0.0176515582403358 0.00398358761900968 0.00455871626549964 0 0.0243763711708784 0.0348219726647515 0.0118558330698704 0.00446448502165275 0.0207425845260319 0.00479386385426654 0.0106963311584127 0.0205680906641436 0.0204817769079344
"párpados" 0.00980642124463098 0.011950762857029 0.00455871626549964 0 0.0284390996993581 0.0174109863323757 0.0118558330698704 0.035715880173222 0.0414851690520639 0.0335570469798658 0.016044496737619 0.00822723626565746 0.00455150597954098
"antigua" 0.0019612842489262 0.0132786253966989 0.0273522975929978 0.0103562551781276 0.0162509141139189 0.0174109863323757 0.0158077774264938 0.0312513951515693 0.0207425845260319 0.0335570469798658 0.0427853246336507 0.00411361813282873 0.00455150597954098
"ayala" 0.0764900857081217 0.0265572507933979 0 0 0 0 0 0 0 0 0 0 0.00341362948465574
"conmigo" 0.00980642124463098 0.0146064879363688 0.0227935813274982 0.0103562551781276 0.0243763711708784 0.00870549316618786 0.0158077774264938 0.0223224251082638 0.00829703381041278 0.0239693192713327 0.016044496737619 0.00411361813282873 0.0125166414437377
"española" 0.0313805479828191 0.0106229003173591 0.00911743253099927 0 0.00406272852847973 0 0.00395194435662346 0.0133934550649583 0 0.00479386385426654 0.00534816557920633 0.0267385178633867 0.0182060239181639
"gonzalón" 0.0137289897424834 0.0464751888884463 0 0 0 0 0 0 0 0 0 0 0.0227575298977049
"gracias" 0.0176515582403358 0.0185900755553785 0.0136761487964989 0 0.0121881855854392 0 0.0118558330698704 0.0089289700433055 0.0290396183364447 0 0.0213926623168253 0.00822723626565746 0.0147923944335082
"gritos" 0.00980642124463098 0.00796717523801936 0.0182348650619985 0.0362468931234466 0.0162509141139189 0.0609384521633151 0.0158077774264938 0.017857940086611 0.00829703381041278 0.0143815915627996 0.016044496737619 0.0185112815977293 0.00455150597954098
"iban" 0.00588385274677859 0.00531145015867957 0.0273522975929978 0.0466031483015742 0.0365645567563175 0 0.051375276636105 0.0133934550649583 0 0.0287631831255992 0.0106963311584127 0.00411361813282873 0.00568938247442623
"ir" 0.00588385274677859 0.0146064879363688 0.0136761487964989 0.0207125103562552 0.0325018282278378 0.00870549316618786 0.0355674992096111 0.0089289700433055 0.00414851690520639 0.0335570469798658 0.0106963311584127 0.00411361813282873 0.0102408884539672
"joven" 0.00980642124463098 0.0146064879363688 0.0227935813274982 0 0.00812545705695945 0.00870549316618786 0.0355674992096111 0.00446448502165275 0.00829703381041278 0 0.032088993475238 0.0123408543984862 0.0159302709283934
"ley" 0.00588385274677859 0.0146064879363688 0.0410284463894967 0.0103562551781276 0.00406272852847973 0.00870549316618786 0.0158077774264938 0 0.0165940676208256 0 0 0.022624899730558 0.0182060239181639
"mirar" 0.00588385274677859 0.0132786253966989 0.00911743253099927 0.0155343827671914 0.0203136426423986 0.0174109863323757 0.0237116661397408 0.035715880173222 0.0165940676208256 0.00958772770853308 0.016044496737619 0.0164544725313149 0.00682725896931147
"preciso" 0.019612842489262 0.00663931269834947 0.0227935813274982 0 0.0121881855854392 0.00870549316618786 0.00395194435662346 0.00446448502165275 0.0705247873885086 0.00479386385426654 0.0267408278960317 0.00411361813282873 0.0125166414437377
"rosas" 0 0.00132786253966989 0.00455871626549964 0.0207125103562552 0.00406272852847973 0.0348219726647515 0.00790388871324692 0.0401803651948748 0.0290396183364447 0.062320230105465 0.0855706492673013 0 0.00455150597954098
"sola" 0.0176515582403358 0.00663931269834947 0.0227935813274982 0.0310687655343828 0.0203136426423986 0 0.00790388871324692 0.0267869101299165 0.0290396183364447 0.0287631831255992 0.0213926623168253 0.00411361813282873 0.00568938247442623
"vicario" 0 0.00531145015867957 0 0 0.0162509141139189 0 0 0 0 0 0 0 0.0614453307238032
"barba" 0.0156902739914096 0.00265572507933979 0.0227935813274982 0.0207125103562552 0.0406272852847973 0.00870549316618786 0.0316155548529877 0.017857940086611 0 0.00479386385426654 0.016044496737619 0.0185112815977293 0.00682725896931147
"cabellos" 0.00588385274677859 0 0.0136761487964989 0.0621375310687655 0.00812545705695945 0 0 0.0223224251082638 0.0331881352416511 0.0814956855225312 0.0427853246336507 0.00411361813282873 0.00113787649488525
"cabezas" 0.0137289897424834 0.00796717523801936 0.0273522975929978 0.025890637945319 0.0203136426423986 0.00870549316618786 0.0118558330698704 0.0133934550649583 0 0.00958772770853308 0.048133490212857 0.0143976634649006 0.00796513546419672
"cádiz" 0.111793202188793 0.00132786253966989 0 0 0 0 0 0 0 0 0 0 0.00341362948465574
"fraile" 0.0019612842489262 0.00796717523801936 0.0136761487964989 0 0 0 0 0.0089289700433055 0.170089193113462 0 0.00534816557920633 0.00205680906641436 0.00682725896931147
"gonzález" 0.00980642124463098 0.0504587765074559 0 0 0 0 0 0 0 0 0 0 0.0204817769079344
"grito" 0.00980642124463098 0.0185900755553785 0.0136761487964989 0.0155343827671914 0.00406272852847973 0.0435274658309393 0.0158077774264938 0.0267869101299165 0.00829703381041278 0.00958772770853308 0.0213926623168253 0.0164544725313149 0.00455150597954098
"gritó" 0 0.0159343504760387 0.0410284463894967 0.0103562551781276 0.0325018282278378 0 0.0553272209927284 0.017857940086611 0.00829703381041278 0.0143815915627996 0 0.0123408543984862 0.00113787649488525
"mía" 0.0117677054935572 0.00531145015867957 0.0319110138584974 0.0207125103562552 0.0243763711708784 0.0174109863323757 0.00790388871324692 0.0223224251082638 0.0456336859572703 0.0191754554170662 0.00534816557920633 0.0123408543984862 0.00341362948465574
"misterio" 0.00784513699570479 0.00663931269834947 0.0136761487964989 0.0362468931234466 0.00406272852847973 0.00870549316618786 0.0276636104963642 0.0267869101299165 0.00829703381041278 0.0143815915627996 0.0427853246336507 0.0123408543984862 0.00910301195908196
