"Bazan_Pazos-ne0077" "Bazan_Piedra-ne0082" "Bazan_Sirena-ne0085" "BlascoIbanez_Arroz-ne0163" "BlascoIbanez_Barraca-ne0164" "BlascoIbanez_Bodega-ne0019" "Clarin_Cuesta-ne0170" "Clarin_Hijo-ne0135" "Clarin_Regenta-ne0325" "Galdos_Bringas-ne0027" "Galdos_Misericordia-ne0002" "Galdos_Tristana-ne0005" "Miro_Amigo-ne0044" "Miro_Hilvan-ne0041" "Miro_Vivir-ne0042" "Pereda_Pedro-ne0144" "Pereda_Penas-ne0145" "Pereda_Sotileza-ne0146" "Picon_Dulce-ne0155" "Picon_JuanV-ne0162" "Picon_Lazaro-ne0161" "Valera_Genio-ne0151" "Valera_Juanita-ne0152" "Valera_Morsamor-ne0153"
"más" 0.524348148059673 0.462036038811027 0.352069025363846 0.347344354555047 0.41296482221675 0.452407346376247 0.691984961586662 0.533939285394466 0.559683076578859 0.602215593182359 0.527333031091174 0.763722241267665 0.423557886244453 0.363192335389336 0.315976280136779 0.55726766120308 0.666305163307904 0.617560111230997 0.431090945899277 0.477114412036006 0.50252896067874 0.75138288432857 0.617865454948465 0.638904871499808
"me" 0.377435113409696 0.408131834283074 1.25455582277539 0.182465705240943 0.0284150107029874 0.206729184767954 1.11153489892661 0.250738783916898 0.20531583761623 0.525188017310197 0.583406905437973 1.14844017826534 1.50766438079871 0.360061366980807 0.112539497035017 1.22817065299406 0.916633858998834 0.384220637385194 0.531123099091375 0.372149241388085 0.0522108011094795 0.630557495893825 0.414219217555137 0.242136555427695
"había" 0.229327663843866 0.256044971507778 0.126447326010959 0.401204713330988 0.443274166966603 0.470383797225634 0.403203835885141 0.799229873735112 0.724528003895736 0.441157934540566 0.305423656016607 0.135222641221956 0.18152480839048 0.194120041328783 0.25970653161927 0.335451495895492 0.490257979691435 0.372816828513031 0.26675240851226 0.321257037437578 0.267580355686083 0.585247975230795 0.565222209908013 0.510644418872267
"era" 0.317714367617023 0.269521022639766 0.20826618401805 0.500131902919451 0.530413533122431 0.43043612867144 0.457690840734485 0.713038416763679 0.754140865090385 0.422951416607145 0.300651411391348 0.268540738201348 0.307583703106091 0.244215535865243 0.450157988140068 0.319997090935537 0.320153317040922 0.32369272875602 0.364402843771212 0.346703139412831 0.453581334638603 0.464422586796051 0.439155491521667 0.36560222477944
"sus" 0.363102134419455 0.309949176035731 0.307440557359978 0.699085473091804 0.827823978480365 0.811936363363993 0.239742821337111 0.406331154293902 0.328044695678496 0.329117824181057 0.318547328736071 0.299013446082352 0.347922549415087 0.569836250352234 0.554040600787777 0.309997181843801 0.364722224285598 0.440362465678921 0.300096459576292 0.435764496326219 0.668950889215206 0.35303668183277 0.344951789870331 0.439921365554277
"pero" 0.272326600814591 0.298398275065455 0.173555153348375 0.438577207175519 0.333402792248385 0.437426970668424 0.408652536370076 0.520506850541775 0.593573351057179 0.396341890396762 0.368655897301296 0.432331543061745 0.514320290439693 0.4790381665049 0.34627537549236 0.361814892591886 0.356551257957407 0.392115581989 0.466816714896455 0.496198988517446 0.368738782835699 0.398346202495799 0.350493184085116 0.276898734177215
"si" 0.297409314047514 0.377329431695672 0.337192869362557 0.335253253605346 0.359923468904507 0.450409962948537 0.424998637824879 0.274245544909107 0.377070432545193 0.45376244695601 0.437853444367558 0.502799680036567 0.378176684146833 0.253608441090829 0.354932259879669 0.299997272752066 0.352094367232939 0.380711773116836 0.388220023102664 0.340341613919018 0.231685429923315 0.336045611584134 0.408677823340352 0.281693517453011
"es" 0.332047346607264 0.435083936547051 0.795874346068976 0.194556806190644 0.0663016916403038 0.229699094186616 0.566664850433172 0.292155458046028 0.36456722448523 0.424351917986639 0.468873034431745 0.497086047308879 0.831988705123033 0.432073640376969 0.320304722330433 0.339087826474305 0.274098779554757 0.387729501653552 0.553749419456254 0.499379751264353 0.248001305270028 0.32660612811267 0.326942258672282 0.284090909090909
"yo" 0.140940960070709 0.304173725550593 0.478516351374805 0.124208582483292 0.0151546723749266 0.148805065364373 0.822753773225086 0.223873914211516 0.219464204631451 0.299707295211686 0.437853444367558 0.438045175789434 0.973174667204518 0.259870377907887 0.164480803358871 0.629085190134635 0.608365583889826 0.314043352018036 0.30366903647601 0.229014917777283 0.0326317506934247 0.570144801676452 0.362961321068381 0.246931338703491
"sin" 0.2926316543841 0.290697674418605 0.349589666030298 0.282492085824833 0.257629430373752 0.306598356153439 0.316024628126192 0.386182502014865 0.356999493291042 0.249289245549907 0.263666515545587 0.342817963661296 0.221863654699476 0.147155515200852 0.194779898714453 0.316360760356724 0.309753905350497 0.302639543145872 0.332249651673752 0.311714749196857 0.411160058737151 0.400234099190092 0.350493184085116 0.362006137322593
"qué" 0.229327663843866 0.254119821346065 0.287605682691592 0.203350334154063 0.151546723749266 0.186755350490857 0.190704516972702 0.311184740754007 0.358973684037352 0.382336876601823 0.375814264239185 0.415190644878681 0.49919322307382 0.316227809261405 0.238064320650998 0.352724066144853 0.268899073709544 0.382466205251015 0.385838305169519 0.403956868857152 0.101158427149617 0.137816458683381 0.214729025822897 0.07072305331799
"él" 0.177967822462167 0.159787463422147 0.141323482012248 0.273698557861414 0.365606471045104 0.323576115288971 0.0653844058192121 0.498119459120623 0.39450911747093 0.189067686231671 0.204013457729843 0.217118043652154 0.100847115772489 0.222298757005542 0.203436783101762 0.181816528940646 0.306782644867519 0.297376246743335 0.245316947113953 0.292630172715417 0.205580029368576 0.400234099190092 0.33109830433337 0.278097429996164
"ya" 0.273521015730444 0.336901278299707 0.205786824684502 0.163779458318677 0.198905074920912 0.167780207927615 0.207050618427505 0.239545088206322 0.283625403886524 0.273097769001302 0.318547328736071 0.382813392755114 0.337837837837838 0.228560693822599 0.333290048911397 0.221816165307588 0.303811384384541 0.28860408607244 0.185773998785324 0.318076274690671 0.110947952357644 0.273745020672469 0.392053640695999 0.309263521288838
"o" 0.252021547245082 0.350377329431696 0.238018496020628 0.151688357368976 0 0.13182730622884 0.272435024246717 0.222754544640458 0.202025519705714 0.270296766242315 0.320933451048701 0.33900887517617 0.352964905203711 0.17533423087761 0.268363416006579 0.243634148780466 0.267413443468055 0.277200277200277 0.26198897264597 0.273545596233977 0.349159732419644 0.481413657044687 0.551368724371052 0.46029919447641
"todo" 0.17916223737802 0.198290466656399 0.213224902685146 0.209945480126627 0.200799408967777 0.204731801340244 0.37596033346047 0.327975284319871 0.296457643737538 0.3193143145246 0.251735903982438 0.259018016988535 0.27228721258572 0.244215535865243 0.17313768774618 0.299088190107363 0.283012561003692 0.242111634516698 0.248889524013671 0.264003307993257 0.283896231032795 0.334157714889841 0.246592042557908 0.279296125815113
"mi" 0.0943587783524241 0.117434159864469 0.84546153273994 0.0769433696799156 0.0113660042811949 0.128831231087276 1.00256088922792 0.123130652816334 0.0941030922407723 0.194669691749646 0.170607745353027 0.356149773359235 1.65389269866882 0.20038197814584 0.017313768774618 0.811810801719984 0.603908693165358 0.0789494460380536 0.132185345289557 0.143134323610802 0.0456844509707946 0.630557495893825 0.182866009087886 0.213367855772919
"ella" 0.0740537247829151 0.119359310026182 0.213224902685146 0.190160042208934 0.125026047093144 0.13182730622884 0.277883724731652 0.31006537118295 0.329689854633755 0.289903785555229 0.221909375074566 0.198072601226526 0.141185962081484 0.203512946554369 0.155823918971562 0.168180289270098 0.22135890598189 0.23772555418125 0.36321198480464 0.295810935462324 0.202316854299233 0.383243028941456 0.387897595034911 0.161823935558113
"ni" 0.209022610274357 0.304173725550593 0.190910668683212 0.0725466056982061 0.0985053704370229 0.0709071116836944 0.234294120852177 0.255216262201128 0.214528727765677 0.175062672436732 0.200434274260899 0.333295242448482 0.262202501008471 0.169072294060553 0.138510150196944 0.266361214898046 0.302325754143051 0.261410387992666 0.398937753801817 0.24173796876491 0.231685429923315 0.449319413241707 0.326942258672282 0.292481779823552
"usted" 0.324880857112144 0.646850454335438 0.247935933354821 0.103323953570172 0.0625130235465722 0.0259659845602261 0 0.163427957374407 0.269148005080251 0.387938882119799 0.356725285738147 0.112368110311203 0.418515530455829 0.30370393562729 0.108211054841363 0.421814347142299 0.190160670910617 0.0482468836899217 0.453717266264156 0.117688221635548 0.107684777288302 0.109498008268988 0.164856477889837 0
"don" 0.298603728963367 0.0750808563067919 0.034711030669675 0.242921209989448 0.0852450321089621 0.241683394752874 0 0.034700456702785 0.586334651654043 0.019607019312914 0.0143167338757785 0.0323772521235668 0.0151270673658733 0.181596167694668 0.0389559797428905 0.139998727284297 0.214673569895189 0.135091274331781 0.618055803651174 0.0477114412036006 0.00978952520802741 0.0415337272744435 0.102515792973512 0.0515439202148063
"muy" 0.20663378044265 0.154012012937009 0.126447326010959 0.0923320436158987 0.0587243554528406 0.0489358939788877 0.283332425216586 0.257455001343244 0.180638453287357 0.268896264862821 0.176573051134601 0.249495295775721 0.2269060104881 0.147155515200852 0.229407436263689 0.279088371923892 0.361008148681875 0.246497714852145 0.160765960487299 0.225834155030376 0.104421602218959 0.302063471086862 0.3560345782999 0.23614307633295
"tan" 0.210217025190211 0.180964115200986 0.168596434681278 0.198953570172353 0.134497717327474 0.0928783293885011 0.299678526671389 0.135443718097967 0.102986950599167 0.306709802109155 0.204013457729843 0.266636193958786 0.151270673658733 0.234822630639657 0.125524823615981 0.294542776883847 0.293411972694116 0.28860408607244 0.200064306384195 0.184484239320589 0.124000652635014 0.228435500009439 0.289537847722487 0.238540467970848
"cuando" 0.193495216368262 0.154012012937009 0.131406044678055 0.195655997186071 0.159124059936729 0.218713485334212 0.245191521822045 0.151114892092773 0.158264291495844 0.240886237272944 0.157484072633563 0.190454424256275 0.201694231544978 0.181596167694668 0.147167034584253 0.192725520677085 0.165647771926045 0.216672368571103 0.213163755016493 0.298991698209231 0.205580029368576 0.177462289263531 0.180095311980494 0.155830456463368
"porque" 0.106302927510959 0.159787463422147 0.176034512681923 0.0362733028491031 0.0416753490310481 0.0938770211023559 0.223396719882308 0.20820274021671 0.127335303136989 0.156856154503312 0.205206518886158 0.199977145469089 0.347922549415087 0.134631641566737 0.108211054841363 0.269997545476859 0.288212266848904 0.360535803573778 0.222690626749074 0.133592035370082 0.0685266764561919 0.134040665294795 0.252133436772692 0.0911008822401227
"hasta" 0.11346941700608 0.103958108732481 0.109091810676121 0.158283503341541 0.257629430373752 0.128831231087276 0.207050618427505 0.146637413808543 0.11351596791282 0.110639608980015 0.132429788350951 0.142840818192207 0.115974183138362 0.156548420426438 0.0822404016794356 0.241815983491059 0.289697897090393 0.224567313174908 0.179819703952461 0.216291866789656 0.241474955131343 0.258641847118126 0.205031585947024 0.225354813962409
"casa" 0.149301864481684 0.0712305559833667 0.104133092009025 0.238524446007738 0.111765708765084 0.155795907361357 0.0653844058192121 0.148876152950658 0.157606227913741 0.242286738652438 0.298265289078718 0.119986287281454 0.171440096813231 0.131500673158208 0.129853265809635 0.200907264479414 0.184960965065405 0.250883795187593 0.185773998785324 0.209930341295843 0.176211453744493 0.109498008268988 0.207802283054417 0.0167817414652858
"sobre" 0.128996810912175 0.188664715847836 0.153720278679989 0.189060851213507 0.255735096326886 0.154797215647502 0.119871410668556 0.142159935524313 0.165173959107929 0.152654650364831 0.0680044859099477 0.0914181236430122 0.161355385235982 0.237953599048186 0.151495476777908 0.169998454559504 0.225072981585613 0.199128047229313 0.181010562919034 0.152676611851522 0.221895904715288 0.149143838849138 0.137149506815915 0.179804372842348
"dos" 0.168412503135339 0.180964115200986 0.133885404011603 0.18796166021808 0.215954081342704 0.156794599075211 0.0653844058192121 0.113056326676816 0.107922427464942 0.137249135190398 0.2326469254814 0.116177198796328 0.18152480839048 0.159679388834967 0.151495476777908 0.151816801665439 0.238443653759016 0.214917936436924 0.129803627356412 0.162218900092242 0.104421602218959 0.08495535124318 0.141305552477003 0.155830456463368
"bien" 0.118247076669493 0.155937163098722 0.0768601393399945 0.118712627506155 0.111765708765084 0.0888835625330817 0.16346101454803 0.135443718097967 0.110554681793355 0.228281724857499 0.201627335417213 0.217118043652154 0.0504235578862445 0.112714862707035 0.0865688438730901 0.181816528940646 0.222101721102635 0.230707825644535 0.103604730091815 0.0826998314195744 0.0750530265948768 0.226547603315147 0.22442646569877 0.15343306482547
"estaba" 0.0883867037731567 0.0731557061450793 0.0446284680038678 0.212143862117482 0.162912728030461 0.122839080804147 0.168909715032965 0.214918957643055 0.239535143885602 0.194669691749646 0.0620391801283734 0.0247590751533158 0.121016538926987 0.0438335577194026 0.151495476777908 0.132726066126672 0.150791469511153 0.129827977929244 0.167911114286735 0.111326696141735 0.104421602218959 0.103834318186109 0.198104843178544 0.119869581894898
"te" 0.078831384446329 0.115509009702757 0.161158356680634 0.109919099542737 0.0227320085623899 0.145808990222808 0.0762818067890808 0.0716396525476851 0.0723869940313633 0.142851140708374 0.289913860984514 0.611358701862644 0.0756353368293667 0.0626193681705752 0.0129853265809635 0.0854537686021036 0.10176567154201 0.324569944823109 0.275088421278268 0.168580425586056 0.0978952520802741 0.105722214880402 0.211958328715505 0.157029152282317
"aquel" 0.0800257993621824 0.130910210996458 0.0520665460045124 0.131902919451284 0.123131713046279 0.116846930521017 0.174358415517899 0.202605892361422 0.240851271049809 0.232483228995981 0.103796320599394 0.142840818192207 0.0352964905203711 0.106452925889978 0.103882612647708 0.139089644639594 0.175304368495725 0.133336842197602 0.100032153192097 0.114507458888642 0.120737477565671 0.067964280994544 0.102515792973512 0.0982930571538166
"entre" 0.145718619734123 0.127059910673032 0.121488607343862 0.157184312346113 0.138286385421205 0.117845622234872 0.190704516972702 0.125369391958449 0.119438540151749 0.089632088287607 0.109761626380968 0.0971317563707005 0.121016538926987 0.209774883371427 0.181794572133489 0.215452586794666 0.205016973325509 0.206145775766029 0.160765960487299 0.194026527561309 0.22515907978463 0.0887311446317657 0.108057187188297 0.118670886075949
"ser" 0.0943587783524241 0.138610811643308 0.128926685344507 0.12091100949701 0.0814563640152304 0.109856088524034 0.223396719882308 0.217157696785171 0.14148367015221 0.138649636569892 0.151518766851989 0.228545309107531 0.0958047599838645 0.122107767932622 0.0562697485175086 0.108180834719684 0.101022856421265 0.106143144117828 0.147666511855001 0.136772798116988 0.202316854299233 0.218996016537975 0.193948797517455 0.155830456463368
"tenía" 0.119441491585347 0.103958108732481 0.0223142340019339 0.150589166373549 0.145863721608668 0.105861321668614 0.174358415517899 0.230590131637862 0.199064233586249 0.182065179334202 0.110954687537283 0.0476136060640689 0.13614360629286 0.0375716209023451 0.0908972860667446 0.0981809256279488 0.140392057820729 0.0991254155811118 0.123849332523549 0.124049747129362 0.127263827704356 0.16991070248636 0.223041117145074 0.0683256616800921
"aquella" 0.0561375010451131 0.100107808409056 0.034711030669675 0.118712627506155 0.0909280342495596 0.0818927205360977 0.326922029096061 0.255216262201128 0.249735129408203 0.17786367519572 0.0703906082225775 0.093322667885575 0.0655506252521178 0.090798083847334 0.0605981907111631 0.116362578522013 0.133706721734028 0.0894760388431275 0.121467614590404 0.114507458888642 0.124000652635014 0.0698521776888369 0.0637260334700211 0.0994917529727656
"todos" 0.0644984054560873 0.0885569074387802 0.0595046240051571 0.163779458318677 0.231108753717631 0.189751425632422 0.0381409033945404 0.156711739948061 0.138522384032745 0.107838606221027 0.0930587701925601 0.0476136060640689 0.09076240419524 0.12523873634115 0.181794572133489 0.17181661984891 0.150048654390409 0.155267243874839 0.0428709227966132 0.111326696141735 0.0815793767335618 0.124601181823331 0.127452066940042 0.140247410817031
"después" 0.05852633087682 0.0558293546896658 0.0669427020058017 0.112117481533591 0.12692038114001 0.143811606795098 0.168909715032965 0.135443718097967 0.136219161495384 0.114841113118496 0.110954687537283 0.133318096979393 0.126058894715611 0.144024546792323 0.129853265809635 0.196361851255898 0.186446595306894 0.165793836679913 0.0940778583592345 0.139953560863895 0.0848425518029042 0.101946421491816 0.0969743987587277 0.0839087073264288
"esto" 0.0716648949512081 0.050053904204528 0.0396697493367714 0.152787548364404 0.0871393661558279 0.125835155945711 0.136217512123359 0.158950479090176 0.148393337764295 0.168060165539263 0.116919993318858 0.148554450919895 0.0756353368293667 0.0626193681705752 0.0779119594857811 0.154544049599549 0.132963906613283 0.130705193996333 0.104795589058388 0.139953560863895 0.0424212759014521 0.128376975211916 0.1066718386346 0.0791139240506329
"poco" 0.0991364380158379 0.0423533035576775 0.101653732675477 0.0824393246570524 0.0814563640152304 0.0519319691204522 0.190704516972702 0.116414435389988 0.149709464928501 0.156856154503312 0.0894795867236155 0.0952272121281377 0.0151270673658733 0.0469645261279314 0.034627537549236 0.164543958691285 0.195360376755829 0.191233102625508 0.0988412942255249 0.117688221635548 0.101158427149617 0.0943948347146444 0.105286490080904 0.0779152282316839
"ha" 0.0979420230999845 0.140535961805021 0.270250167356755 0.0549595497713683 0.0303093447498532 0.0559267359758716 0.0926279082438838 0.0682815438345124 0.108580491047045 0.14145063932888 0.172993867665657 0.156172627890146 0.191609519967729 0.237953599048186 0.0952257282603991 0.111817165298497 0.0876521842478625 0.103511495916559 0.215545472949639 0.184484239320589 0.0848425518029042 0.134040665294795 0.13160811260113 0.142644802454929
"vez" 0.126607981080468 0.136685661481596 0.131406044678055 0.130803728455856 0.202693743014643 0.115848238807163 0.158012314063096 0.119772544103161 0.128651430301196 0.0854305841491254 0.0608461189720585 0.0895135794004495 0.0655506252521178 0.0344406524938163 0.103882612647708 0.0999990909173553 0.0891378144893517 0.114915304788723 0.127421909423267 0.120868984382455 0.0913689019415892 0.120825388434745 0.137149506815915 0.10668392788646
