"Bazan_Pazos-ne0077" "Bazan_Piedra-ne0082" "Bazan_Sirena-ne0085" "BlascoIbanez_Arroz-ne0163" "BlascoIbanez_Barraca-ne0164" "BlascoIbanez_Bodega-ne0019" "Clarin_Cuesta-ne0170" "Clarin_Hijo-ne0135" "Clarin_Regenta-ne0325" "Galdos_Bringas-ne0027" "Galdos_Misericordia-ne0002" "Galdos_Tristana-ne0005" "Miro_Amigo-ne0044" "Miro_Hilvan-ne0041" "Miro_Vivir-ne0042" "Pereda_Pedro-ne0144" "Pereda_Penas-ne0145" "Pereda_Sotileza-ne0146" "Picon_Dulce-ne0155" "Picon_JuanV-ne0162" "Picon_Lazaro-ne0161" "Valera_Genio-ne0151" "Valera_Juanita-ne0152" "Valera_Morsamor-ne0153"
"ir" 0.0286659579804833 0.0231018019405514 0.0223142340019339 0.0285789658811115 0.0454640171247798 0.0389489768403392 0.0435896038794747 0.0302229784185547 0.0335612426872684 0.0476170469027912 0.0381779570020759 0.0114272654553765 0 0.0156548420426438 0.017313768774618 0.0299997272752066 0.0237700838638271 0.0333342105494004 0.0416800638300406 0.0572537294443208 0.0261054005547398 0.0358700371915649 0.0831209132217666 0.0359608745684695
"grandes" 0.0167218088219486 0.025026952102264 0.00247935933354821 0.045066830812522 0.0359923468904507 0.0479372022650328 0.0653844058192121 0.048132891555476 0.0332322108962168 0.029410528969371 0.0357918346894462 0.0228545309107531 0.0252117789431222 0.00939290522558627 0.0389559797428905 0.0318178925646131 0.0519970584521219 0.0236848338114161 0.0357257689971777 0.022265339228347 0.0489476260401371 0.0283184504143933 0.02493627396653 0.0407556578442654
"sabe" 0.0394156922231645 0.0365778530725397 0.034711030669675 0.0263805838902568 0.0170490064217924 0.0179764508493873 0.0217948019397374 0.034700456702785 0.0394838149261982 0.0336120331078526 0.04652938509628 0.0476136060640689 0.0806776926179911 0.0313096840852876 0.025970653161927 0.0418178016563486 0.0304554199505285 0.0280709141468635 0.0512069355626213 0.0381691529628805 0.0261054005547398 0.016991070248636 0.0290923196276183 0.0203778289221327
"parece" 0.0453877668024318 0.050053904204528 0.0570252646716089 0.0186862469222652 0.00947167023432912 0.0149803757078228 0.0381409033945404 0.0223873914211516 0.0329031791051651 0.0560200551797543 0.056073874346799 0.0647545042471337 0.2269060104881 0.0313096840852876 0.0216422109682725 0.0263633966963937 0.0215416385015933 0.0219304016772371 0.046443499696331 0.0445306784566939 0.0163158753467124 0.0264305537201004 0.0277069710739222 0.0155830456463368
"caso" 0.0346380325597506 0.0462036038811027 0.0371903900032232 0.0142894829405558 0.0113660042811949 0.0159790674216776 0.0217948019397374 0.0470135219844184 0.0302709247767519 0.0490175482822851 0.0405640793147057 0.0495181503066316 0.0100847115772489 0.0187858104511725 0.00865688438730901 0.0481813801692712 0.053482688693611 0.057896260427906 0.0297714741643147 0.022265339228347 0.00326317506934247 0.0207668636372218 0.0221655768591378 0.0263713080168776
"salir" 0.0441933518865784 0.025026952102264 0.0198348746683857 0.0318765388673936 0.0397810149841823 0.0319581348433552 0.0108974009698687 0.0358198262738426 0.0305999565678036 0.0518185510412728 0.0417571404710205 0.0247590751533158 0.0252117789431222 0.0187858104511725 0.0216422109682725 0.0390905537222389 0.0319410501920177 0.057896260427906 0.0345349100306051 0.0349883902159738 0.0195790504160548 0.0132152768600502 0.0318630167350105 0.0263713080168776
"saber" 0.0191106386536555 0.0192515016171261 0.0148761560012893 0.0340749208582483 0.0265206766561215 0.0249672928463713 0.016346101454803 0.0335810871317274 0.0401418785083015 0.019607019312914 0.0477224462525949 0.0476136060640689 0.0151270673658733 0.0219167788597013 0.0216422109682725 0.043635966945755 0.0423404618824421 0.0359658587506689 0.0369166279637503 0.0318076274690671 0.0261054005547398 0.033982140497272 0.0166241826443533 0.0431530494821634
"dentro" 0.0119441491585347 0.025026952102264 0.0520665460045124 0.0296781568765389 0.043569683077914 0.019973834277097 0.0490383043644091 0.0425360437001881 0.0556063726877291 0.0308110303488649 0.0226681619699826 0.0342817963661296 0.121016538926987 0.0313096840852876 0.025970653161927 0.0299997272752066 0.0326838653127623 0.0315797784152215 0.0190537434651614 0.0127230509876268 0.0228422254853973 0.00943948347146444 0.0193948797517455 0.0263713080168776
"hablar" 0.0143329789902416 0.0231018019405514 0.00991743733419284 0.0274797748856841 0.032203678796719 0.0519319691204522 0.0108974009698687 0.0414166741291305 0.043432196418818 0.0336120331078526 0.0381779570020759 0.015236353940502 0.0100847115772489 0.0407025893108739 0.0216422109682725 0.0381814710775357 0.0200560082601041 0.0342114266164899 0.0345349100306051 0.0667960176850409 0.0228422254853973 0.0396458305801507 0.0387897595034911 0.0227752205600307
"ellas" 0.0167218088219486 0.00770060064685045 0.0247935933354821 0.0439676398170946 0.0284150107029874 0.0259659845602261 0.0653844058192121 0.0179099131369213 0.0250064161199255 0.039214038625828 0.0345987735331313 0.0190454424256275 0.0352964905203711 0.0219167788597013 0.0129853265809635 0.0454541322351615 0.0579395794180786 0.0394747230190268 0.020244602431734 0.0477114412036006 0.055473976178822 0.0453095206630293 0.0457165022719716 0.0395569620253165
"fermín" 0 0 0 0 0 0.264653304171535 0 0 0.112528872539665 0 0 0.00190454424256275 0 0 0 0 0 0 0 0 0 0 0 0
"pedro" 0.161246013640218 0 0.00247935933354821 0 0 0.0019973834277097 0 0.00671621742634548 0.0161225577615309 0.00280100275898772 0.00835142809420411 0.00380908848512551 0 0.335013619712577 0.0043284421936545 0.035454223143426 0.0490257979691435 0.0587734764949955 0.0119085896657259 0.0190845764814402 0.00326317506934247 0.122713285129038 0.00554139421478444 0.0455504411200614
"sol" 0.0310547878121902 0.0288772524256892 0.0396697493367714 0.0417692578262399 0.0549356873591089 0.0609201945451459 0.0381409033945404 0.0156711739948061 0.0319160837320102 0.0126045124154447 0.0131236727194636 0.0190454424256275 0.0857200484066156 0.0375716209023451 0.0822404016794356 0.0318178925646131 0.0423404618824421 0.0192987534759687 0.0178628844985888 0.0254461019752537 0.0293685756240822 0.0151031735543431 0.0152388340906572 0.0659282700421941
"mujeres" 0.0226938834012159 0.0288772524256892 0.0173555153348375 0.0472652128033767 0.0681960256871697 0.0579241194035813 0.0326922029096061 0.021268021850094 0.0236902889557189 0.019607019312914 0.0322126512205016 0.0342817963661296 0.0705929810407422 0.00626193681705752 0.0865688438730901 0.0172725702493614 0.0215416385015933 0.0333342105494004 0.0559703714289117 0.0445306784566939 0.0228422254853973 0.0490853140516151 0.0457165022719716 0.0179804372842348
"tener" 0.0322492027280437 0.025026952102264 0.0223142340019339 0.024182201899402 0.0189433404686582 0.019973834277097 0.0326922029096061 0.0537297394107639 0.0309289883588552 0.039214038625828 0.0369848958457611 0.0399954290938178 0.0100847115772489 0.00939290522558627 0.00865688438730901 0.0209089008281743 0.0215416385015933 0.0254392659455951 0.0523977945291939 0.0667960176850409 0.0391581008321096 0.067964280994544 0.0609553363626288 0.0287686996547756
"agua" 0.0418045220548714 0.0404281533959649 0.094215654674832 0.0153886739359831 0.0738790278277671 0.0379502851264843 0.0272435024246717 0.0279842392764395 0.0342193062693717 0.0434155427643096 0.0286334677515569 0.0114272654553765 0.0302541347317467 0.0250477472682301 0.0735835172921266 0.00636357851292261 0.0126278570526582 0.0500013158241006 0.0309623331308873 0.00636152549381342 0.0391581008321096 0.00566369008287866 0.0401751080571872 0.0395569620253165
"vio" 0.0262771281487763 0.0288772524256892 0.00247935933354821 0.0219838199085473 0.0151546723749266 0.0219712177048067 0.00544870048493434 0.0548491089818214 0.0513289594040576 0.0322115317283587 0.0429502016273354 0.0304727078810041 0.0201694231544978 0.0344406524938163 0.0562697485175086 0.0127271570258452 0.00891378144893517 0.057896260427906 0.0416800638300406 0.0381691529628805 0.0489476260401371 0.00943948347146444 0.0235509254128339 0.0275700038358266
"fuese" 0.038221277307311 0.050053904204528 0.034711030669675 0.057157931762223 0.064407357593438 0.0639162696867104 0.00544870048493434 0.0324617175606698 0.0250064161199255 0.0154055151744324 0.0178959173447231 0.0133318096979393 0 0.0156548420426438 0.0389559797428905 0.00545449586821938 0.00297126048297839 0.00438608033544742 0.0631155252283472 0.0477114412036006 0.0456844509707946 0.0585247975230795 0.0734234733458938 0.0467491369390104
"pueblo" 0.017916223737802 0.0154012012937009 0.00743807800064463 0.0109919099542737 0.0227320085623899 0.0219712177048067 0.00544870048493434 0.0761171308319155 0.0342193062693717 0.00840300827696315 0.0131236727194636 0.00571363272768826 0.0151270673658733 0.106452925889978 0.147167034584253 0.055454041326897 0.0623964701425462 0.00877216067089485 0.0119085896657259 0.0890613569133878 0.0293685756240822 0 0.0346337138424027 0.0395569620253165
"algún" 0.0680816502036477 0.059679655013091 0.0173555153348375 0.032975729862821 0.0416753490310481 0.026964676274081 0.0381409033945404 0.0324617175606698 0.0256644797020288 0.0546195538002605 0.0357918346894462 0.0571363272768826 0.0100847115772489 0.0250477472682301 0.034627537549236 0.0281815619858001 0.0193131931393595 0.0245620498785056 0.0416800638300406 0.0413499157097872 0.0358949257627672 0.016991070248636 0.0235509254128339 0.0155830456463368
"hace" 0.0370268623914575 0.0442784537193901 0.0793394986735428 0.0197854379176926 0.0170490064217924 0.0189751425632422 0.0326922029096061 0.0145518044237485 0.0243483525378222 0.0336120331078526 0.0417571404710205 0.0495181503066316 0.0554659136748689 0.0219167788597013 0.0389559797428905 0.0390905537222389 0.0200560082601041 0.0473696676228322 0.0452526407297584 0.054072966697414 0.0163158753467124 0.0377579338858578 0.0360190623960989 0.0239739163789797
"aire" 0.0274715430646298 0.0442784537193901 0.0322316713361267 0.0439676398170946 0.0265206766561215 0.039947668554194 0.0272435024246717 0.0257455001343243 0.03586446522463 0.0364130358668403 0.0202820396573528 0.0190454424256275 0.0352964905203711 0.00313096840852876 0.0043284421936545 0.035454223143426 0.0482829828483989 0.0438608033544742 0.026198897264597 0.00954228824072012 0.0326317506934247 0.0226547603315147 0.0152388340906572 0.0251726121979287
"algunos" 0.0322492027280437 0.0173263514554135 0.0173555153348375 0.0351741118536757 0.0397810149841823 0.0389489768403392 0.0272435024246717 0.0257455001343243 0.0404709102993531 0.0462165455232973 0.0334057123768164 0.0247590751533158 0.0302541347317467 0.0344406524938163 0.0735835172921266 0.0245452314069872 0.0245128989845717 0.0131582410063423 0.0154811665654437 0.0254461019752537 0.0391581008321096 0.0283184504143933 0.0429458051645794 0.0419543536632144
"ante" 0.0310547878121902 0.0327275527491144 0.0520665460045124 0.0824393246570524 0.106082706624486 0.079895337108388 0.0272435024246717 0.0324617175606698 0.0256644797020288 0.019607019312914 0.0155097950320933 0.0304727078810041 0.0151270673658733 0.0219167788597013 0.017313768774618 0.011818074381142 0.00891378144893517 0.00614051246962639 0.040489204863468 0.0636152549381342 0.0881057268722467 0.00377579338858578 0.00831209132217666 0.0203778289221327
"va" 0.0477765966341388 0.0442784537193901 0.0619839833387053 0.0263805838902568 0.00947167023432912 0.0209725259909519 0.0272435024246717 0.0201486522790364 0.0269806068662354 0.0364130358668403 0.0357918346894462 0.0228545309107531 0.0100847115772489 0.0469645261279314 0.025970653161927 0.0336360578540195 0.0319410501920177 0.0500013158241006 0.0440617817631858 0.0349883902159738 0.0163158753467124 0.0188789669429289 0.0332483652887066 0.0191791331031837
"marido" 0.0286659579804833 0.0385030032342523 0.00247935933354821 0.0439676398170946 0.0416753490310481 0.0099869171385485 0.00544870048493434 0.0727590221187427 0.0391547831351465 0.0798285786311499 0.0119306115631487 0.0171408981830648 0.0100847115772489 0.0281787156767588 0.034627537549236 0.0145453223152517 0.00891378144893517 0.0429835872873848 0.0535886534957665 0.0190845764814402 0.0228422254853973 0.0358700371915649 0.0263216225202261 0.00359608745684695
"cerca" 0.0131385640743882 0.0134760511319883 0.0173555153348375 0.0252813928948294 0.0473583511716456 0.0329568265572101 0.0708331063041465 0.0302229784185547 0.0371805923888366 0.0168060165539263 0.00715836693788924 0.00761817697025102 0.0605082694634933 0.0219167788597013 0.0649266329048176 0.0327269752093163 0.0371407560372299 0.0368430748177584 0.0273897562311695 0.054072966697414 0.0489476260401371 0.0283184504143933 0.0304776681813144 0.0395569620253165
"muchos" 0.020305053569509 0.0134760511319883 0.0198348746683857 0.0197854379176926 0.0303093447498532 0.0579241194035813 0.0599357053342778 0.0302229784185547 0.0431031646277663 0.0168060165539263 0.019088978501038 0.015236353940502 0.00504235578862445 0.00939290522558627 0.017313768774618 0.0372723884328324 0.0274841594675501 0.027193698079774 0.0250080382980244 0.0254461019752537 0.0195790504160548 0.050973210745908 0.0318630167350105 0.0443517453011124
"unas" 0.0298603728963367 0.0173263514554135 0.034711030669675 0.0505627857896588 0.0530413533122431 0.0459398188373231 0.0272435024246717 0.0223873914211516 0.0246773843288739 0.0602215593182359 0.0298265289078718 0.0304727078810041 0.0151270673658733 0.0187858104511725 0.0216422109682725 0.0363633057881292 0.0274841594675501 0.030702562348132 0.0321531920974599 0.0699767804319476 0.0489476260401371 0.00566369008287866 0.0138534855369611 0.0131856540084388
"espíritu" 0.0214994684853624 0.0327275527491144 0.0545459053380606 0.00769433696799156 0.00189433404686582 0.0059921502831291 0.0435896038794747 0.0369391958449002 0.0381676877619916 0.0504180496617789 0.0250542842826123 0.0571363272768826 0.0302541347317467 0.0375716209023451 0.0129853265809635 0.0181816528940646 0.0304554199505285 0.0140354570734318 0.0226263203648792 0.0477114412036006 0.0881057268722467 0.0585247975230795 0.0166241826443533 0.0575373993095512
"paso" 0.0346380325597506 0.0288772524256892 0.0247935933354821 0.0472652128033767 0.0568300214059747 0.0309594431295004 0.0108974009698687 0.0145518044237485 0.034877369851475 0.0378135372463342 0.0429502016273354 0.0228545309107531 0.00504235578862445 0.0219167788597013 0.0302990953555815 0.0254543140516904 0.0304554199505285 0.0315797784152215 0.0226263203648792 0.0254461019752537 0.0261054005547398 0.0151031735543431 0.0263216225202261 0.0263713080168776
"demás" 0.0298603728963367 0.0269521022639766 0.0297523120025785 0.0164878649314105 0.0189433404686582 0.0219712177048067 0.0272435024246717 0.0615653264081669 0.0493547686577477 0.0168060165539263 0.0369848958457611 0.0228545309107531 0.00504235578862445 0.0187858104511725 0.0129853265809635 0.0345451404987227 0.0230272687430825 0.028948130213953 0.0154811665654437 0.0381691529628805 0.0228422254853973 0.016991070248636 0.0152388340906572 0.0359608745684695
"lejos" 0.0131385640743882 0.0211766517788387 0.00743807800064463 0.0252813928948294 0.0871393661558279 0.0369515934126295 0.0381409033945404 0.0268648697053819 0.0384967195530432 0.00840300827696315 0.0143167338757785 0.0209499866681903 0.0403388463089956 0.0281787156767588 0.0779119594857811 0.0299997272752066 0.0319410501920177 0.0184215374088792 0.026198897264597 0.0318076274690671 0.0489476260401371 0.0415337272744435 0.0221655768591378 0.0383582662063675
"cuatro" 0.0310547878121902 0.0269521022639766 0.00991743733419284 0.0384716848399578 0.0303093447498532 0.0159790674216776 0 0.0145518044237485 0.0243483525378222 0.0560200551797543 0.0369848958457611 0.0399954290938178 0.0151270673658733 0.0219167788597013 0.017313768774618 0.043635966945755 0.0311982350712731 0.030702562348132 0.046443499696331 0.0413499157097872 0.00978952520802741 0.0415337272744435 0.0332483652887066 0.0311660912926736
"vista" 0.0310547878121902 0.034652702910827 0.0198348746683857 0.0307773478719662 0.0511470192653773 0.0349542099849198 0.0108974009698687 0.0111936957105758 0.0134903034331177 0.0504180496617789 0.0274404065952421 0.015236353940502 0.0151270673658733 0.012523873634115 0.00865688438730901 0.0409087190116453 0.0705674364707368 0.0403519390861163 0.0333440510640325 0.0286268647221604 0.0326317506934247 0.0207668636372218 0.0235509254128339 0.0287686996547756
"pie" 0.0537486712134061 0.059679655013091 0.0520665460045124 0.0384716848399578 0.0189433404686582 0.0319581348433552 0.0108974009698687 0.0514910002686487 0.0388257513440949 0.0140050137949386 0.0369848958457611 0.0190454424256275 0.0100847115772489 0.012523873634115 0.0216422109682725 0.0181816528940646 0.0274841594675501 0.0236848338114161 0.026198897264597 0.0190845764814402 0.0326317506934247 0.00566369008287866 0.0152388340906572 0.0203778289221327
"llegó" 0.00955531932682775 0.00962575080856307 0.0123967966677411 0.0131902919451284 0.0265206766561215 0.0119843005662582 0.0326922029096061 0.0492522611265335 0.034877369851475 0.0140050137949386 0.0322126512205016 0.0266636193958786 0.00504235578862445 0.0500954945364601 0.0129853265809635 0.035454223143426 0.0356551257957407 0.0438608033544742 0.0345349100306051 0.0572537294443208 0.0815793767335618 0.0490853140516151 0.0166241826443533 0.0275700038358266
"dinero" 0.00836090441097428 0.0134760511319883 0.0123967966677411 0.0879352796341892 0.0303093447498532 0.026964676274081 0 0.06940091340557 0.0157935259704793 0.102236600703052 0.0787420363167816 0.00380908848512551 0.00504235578862445 0.0156548420426438 0.0129853265809635 0.0281815619858001 0.011142226811169 0.00263164820126845 0.0583520893620569 0.0508922039505073 0.0130527002773699 0.016991070248636 0.0277069710739222 0.00359608745684695
"palabra" 0.0119441491585347 0.0423533035576775 0.0297523120025785 0.0208846289131199 0.0227320085623899 0.0139816839939679 0.016346101454803 0.0291036088474971 0.028296734030442 0.0378135372463342 0.0310195900641867 0.0438045175789434 0.0403388463089956 0.0281787156767588 0.0476128641301995 0.0390905537222389 0.0393692013994637 0.0482468836899217 0.0297714741643147 0.0254461019752537 0.0424212759014521 0.0188789669429289 0.0207802283054416 0.0251726121979287
"muchas" 0.0214994684853624 0.0211766517788387 0.00991743733419284 0.0285789658811115 0.0340980128435848 0.0429437436957586 0.0326922029096061 0.0391779349870153 0.0407999420904048 0.0210075206924079 0.0178959173447231 0.0171408981830648 0.0151270673658733 0.012523873634115 0.0129853265809635 0.0427268843010518 0.0378835711579745 0.0324569944823109 0.0285806151977421 0.0190845764814402 0.0228422254853973 0.016991070248636 0.0166241826443533 0.0251726121979287
"debía" 0.0310547878121902 0.0154012012937009 0.00743807800064463 0.0164878649314105 0.0454640171247798 0.0289620597017907 0.0599357053342778 0.0503716306975911 0.050012832239851 0.0364130358668403 0.0167028561884082 0.015236353940502 0.0100847115772489 0.00313096840852876 0.0389559797428905 0.0218179834728775 0.0267413443468055 0.0149126731405212 0.026198897264597 0.022265339228347 0.0391581008321096 0.0151031735543431 0.0429458051645794 0.0191791331031837
"sentía" 0.0214994684853624 0.0288772524256892 0.0223142340019339 0.0483644037988041 0.0454640171247798 0.0259659845602261 0.0108974009698687 0.0514910002686487 0.0579095952250906 0.019607019312914 0.0178959173447231 0.0228545309107531 0.00504235578862445 0.0187858104511725 0.0043284421936545 0.0163634876046581 0.0207988233808487 0.0140354570734318 0.0273897562311695 0.00954228824072012 0.0391581008321096 0.0132152768600502 0.0263216225202261 0.0131856540084388
"viejo" 0.00955531932682775 0.0115509009702757 0.0272729526690303 0.0725466056982061 0.0606186894997064 0.0778979536806783 0.0217948019397374 0.0123130652816334 0.0184257802988925 0.00840300827696315 0.0262473454389272 0.0666590484896964 0.0655506252521178 0.0720122733961614 0.0995541704540536 0.0154544049599549 0.0207988233808487 0.0219304016772371 0.0285806151977421 0.0286268647221604 0.00652635013868494 0.0132152768600502 0.0180095311980494 0.0311660912926736
"sea" 0.0226938834012159 0.034652702910827 0.0272729526690303 0.0175870559268378 0.00378866809373165 0.0169777591355325 0.0435896038794747 0.0123130652816334 0.0263225432841321 0.0322115317283587 0.0405640793147057 0.0495181503066316 0.0352964905203711 0.012523873634115 0.034627537549236 0.0190907355387678 0.0245128989845717 0.0359658587506689 0.040489204863468 0.0318076274690671 0.0130527002773699 0.0566369008287866 0.0651113820237172 0.0443517453011124
"volvió" 0.038221277307311 0.0308024025874018 0.00495871866709642 0.012091100949701 0.0359923468904507 0.0249672928463713 0.0217948019397374 0.0458941524133608 0.0496838004487994 0.0266095262103833 0.0202820396573528 0.0266636193958786 0.0252117789431222 0.0187858104511725 0.017313768774618 0.0199998181834711 0.0222844536223379 0.0359658587506689 0.0226263203648792 0.0445306784566939 0.0130527002773699 0.0188789669429289 0.0180095311980494 0.0227752205600307
"dio" 0.0346380325597506 0.0269521022639766 0.00743807800064463 0.0230830109039747 0 0.0119843005662582 0.0217948019397374 0.0246261305632668 0.0319160837320102 0.0280100275898772 0.0536877520341693 0.0247590751533158 0.0352964905203711 0.0187858104511725 0.017313768774618 0.0209089008281743 0.0282269745882947 0.0350886426835794 0.046443499696331 0.0349883902159738 0.0261054005547398 0.0283184504143933 0.0512578964867561 0.0323647871116226
"nuevo" 0.0346380325597506 0.0192515016171261 0.00991743733419284 0.0142894829405558 0.0416753490310481 0.0379502851264843 0.016346101454803 0.0268648697053819 0.0296128611946486 0.0238085234513956 0.0214751008136677 0.0228545309107531 0.0201694231544978 0.0594883997620464 0.0562697485175086 0.0336360578540195 0.0304554199505285 0.0228076177443266 0.020244602431734 0.0190845764814402 0.0424212759014521 0.0415337272744435 0.0290923196276183 0.0431530494821634
"sería" 0.0453877668024318 0.0288772524256892 0.0198348746683857 0.0164878649314105 0.0151546723749266 0.0189751425632422 0.016346101454803 0.0458941524133608 0.034877369851475 0.0406145400053219 0.0238612231262975 0.0209499866681903 0.0100847115772489 0.0219167788597013 0.017313768774618 0.0181816528940646 0.0245128989845717 0.0210531856101476 0.0500160765960487 0.0286268647221604 0.0293685756240822 0.0188789669429289 0.0554139421478444 0.0239739163789797
"paco" 0 0.00192515016171261 0 0 0 0.0059921502831291 0 0 0.0542902455235225 0 0.00119306115631487 0 0 0 0 0.00090908264470323 0 0 0 0.0190845764814402 0 0 0.487642690901031 0
"álvaro" 0 0 0 0.00109919099542737 0 0 0 0 0.159580418660051 0 0 0 0 0 0 0 0.00222844536223379 0 0 0 0 0 0.0540285935941483 0
"apenas" 0.038221277307311 0.0365778530725397 0.0223142340019339 0.0252813928948294 0.0738790278277671 0.0519319691204522 0.016346101454803 0.0179099131369213 0.0177677167167892 0.0154055151744324 0.0202820396573528 0.0266636193958786 0.0100847115772489 0.0187858104511725 0.0389559797428905 0.0263633966963937 0.0178275628978703 0.0228076177443266 0.0250080382980244 0.0349883902159738 0.0293685756240822 0.0585247975230795 0.0471018508256677 0.0419543536632144
"miedo" 0.038221277307311 0.0269521022639766 0.0272729526690303 0.0208846289131199 0.0625130235465722 0.0689097282559847 0.0435896038794747 0.034700456702785 0.042445101045663 0.00980350965645701 0.0155097950320933 0.0190454424256275 0.0100847115772489 0.00313096840852876 0.034627537549236 0.0218179834728775 0.0126278570526582 0.0122810249392528 0.0476343586629036 0.0159038137345335 0.0195790504160548 0.0207668636372218 0.0152388340906572 0.0107882623705409
"cielo" 0.0226938834012159 0.0327275527491144 0.0123967966677411 0.0263805838902568 0.0227320085623899 0.0289620597017907 0.0326922029096061 0.0223873914211516 0.0332322108962168 0.0182065179334202 0.0417571404710205 0.0399954290938178 0.105889471561113 0.0532264629449889 0.0735835172921266 0.011818074381142 0.0252557141053163 0.00438608033544742 0.0142903075988711 0.00954228824072012 0.0424212759014521 0.0320942438029791 0.0277069710739222 0.0551400076716532
"cuenta" 0.0214994684853624 0.0288772524256892 0.0272729526690303 0.0186862469222652 0.0246263426092557 0.0179764508493873 0.0381409033945404 0.0302229784185547 0.0200709392541507 0.0546195538002605 0.0441432627836503 0.0342817963661296 0.0100847115772489 0.00626193681705752 0.0216422109682725 0.0336360578540195 0.0423404618824421 0.0429835872873848 0.0369166279637503 0.0254461019752537 0.0424212759014521 0.0151031735543431 0.0193948797517455 0.0155830456463368
"muerte" 0.0214994684853624 0.0423533035576775 0.0421491086703196 0.0296781568765389 0.0378866809373165 0.0479372022650328 0.0272435024246717 0.0279842392764395 0.0253354479109772 0.00560200551797544 0.0250542842826123 0.0285681636384413 0.09076240419524 0.0281787156767588 0.0129853265809635 0.0209089008281743 0.0423404618824421 0.0105265928050738 0.00714515379943553 0.0190845764814402 0.00978952520802741 0.0434216239687364 0.0138534855369611 0.0575373993095512
"todavía" 0.0250827132329229 0.0173263514554135 0.0371903900032232 0.024182201899402 0.0246263426092557 0.0019973834277097 0.0381409033945404 0.0391779349870153 0.0289547976125453 0.0140050137949386 0.0119306115631487 0.0209499866681903 0.0201694231544978 0.00626193681705752 0.0043284421936545 0.0399996363669421 0.0378835711579745 0.0403519390861163 0.0214354613983066 0.0413499157097872 0.0489476260401371 0.0320942438029791 0.037404410949795 0.0419543536632144
"primera" 0.0262771281487763 0.025026952102264 0.0173555153348375 0.0230830109039747 0.0246263426092557 0.0189751425632422 0.0599357053342778 0.0302229784185547 0.0190838438809958 0.0126045124154447 0.0167028561884082 0.0342817963661296 0.0302541347317467 0.00939290522558627 0.025970653161927 0.0418178016563486 0.0378835711579745 0.0342114266164899 0.046443499696331 0.0508922039505073 0.0424212759014521 0.0415337272744435 0.0193948797517455 0.0323647871116226
"solo" 0.0167218088219486 0.0192515016171261 0.0173555153348375 0.0186862469222652 0.0284150107029874 0.0209725259909519 0.0217948019397374 0.0291036088474971 0.0286257658214937 0.0126045124154447 0.0274404065952421 0.0247590751533158 0.0554659136748689 0.0344406524938163 0.0605981907111631 0.0499995454586777 0.0438260921239313 0.0359658587506689 0.0250080382980244 0.0636152549381342 0.0456844509707946 0.0132152768600502 0.00969743987587277 0.00958956655159187
"madrid" 0.00477765966341388 0.0134760511319883 0.0297523120025785 0.00219838199085473 0.00189433404686582 0.0159790674216776 0.0272435024246717 0.0055968478552879 0.0227031935825639 0.0448160441438035 0.0441432627836503 0.0285681636384413 0.0201694231544978 0.0313096840852876 0.00865688438730901 0.133635148771375 0.0289697897090393 0.00175443213417897 0.0619246662617746 0.111326696141735 0.00978952520802741 0.00566369008287866 0.00969743987587277 0.00119869581894898
"media" 0.0262771281487763 0.0288772524256892 0.0223142340019339 0.0296781568765389 0.0246263426092557 0.0179764508493873 0.0272435024246717 0.0179099131369213 0.0322451155230618 0.0364130358668403 0.0334057123768164 0.0171408981830648 0.00504235578862445 0.00626193681705752 0.00865688438730901 0.0345451404987227 0.0393692013994637 0.0552646122266375 0.0250080382980244 0.0190845764814402 0.0163158753467124 0.00943948347146444 0.0277069710739222 0.00479478327579593
"brazos" 0.0465821817182853 0.0308024025874018 0.0495871866709642 0.0307773478719662 0.0606186894997064 0.0379502851264843 0.0381409033945404 0.021268021850094 0.0296128611946486 0.0112040110359509 0.019088978501038 0.0114272654553765 0.0655506252521178 0.0313096840852876 0.051941306323854 0.00818174380232907 0.0126278570526582 0.027193698079774 0.0512069355626213 0.0413499157097872 0.0391581008321096 0.0113273801657573 0.00969743987587277 0.0155830456463368
"pesar" 0.0226938834012159 0.0173263514554135 0.0272729526690303 0.0846377066479071 0.0208376745155241 0.0249672928463713 0.0653844058192121 0.0492522611265335 0.0302709247767519 0.00980350965645701 0.00357918346894462 0.00380908848512551 0 0.0281787156767588 0.00865688438730901 0.0109089917364388 0.011142226811169 0.00789494460380536 0.0273897562311695 0.0286268647221604 0.0228422254853973 0.0604126942173724 0.0540285935941483 0.0419543536632144
"cuarto" 0.0274715430646298 0.00577545048513784 0.0173555153348375 0.00989271895884629 0.0284150107029874 0.0079895337108388 0.0108974009698687 0.0514910002686487 0.0227031935825639 0.0336120331078526 0.0250542842826123 0.0495181503066316 0.0302541347317467 0.00313096840852876 0.0129853265809635 0.0245452314069872 0.0408548316409529 0.030702562348132 0.0976504352589523 0.0318076274690671 0.0522108011094795 0.00188789669429289 0.012468136983265 0.00359608745684695
"iban" 0.0214994684853624 0.0192515016171261 0.00247935933354821 0.057157931762223 0.0909280342495596 0.0439424354096134 0.00544870048493434 0.0279842392764395 0.0194128756720474 0.0308110303488649 0.0143167338757785 0.0228545309107531 0 0.012523873634115 0.025970653161927 0.0218179834728775 0.0274841594675501 0.027193698079774 0.0119085896657259 0.0349883902159738 0.0489476260401371 0.00943948347146444 0.02493627396653 0.0419543536632144
