	Id	Weight	Label
2791	Sankoff_D	1	Sankoff_D
2794	Croatto_P	1	Croatto_P
2720	Hinneburg_A	1	Hinneburg_A
2793	Zeller_T	1	Zeller_T
1994	Kim_S	1	Kim_S
1995	Undeutch_U	1	Undeutch_U
1996	Andrukovich_P	1	Andrukovich_P
1997	Liu_C	1	Liu_C
1998	Ashton_S	1	Ashton_S
2795	Fellbaum_C	1	Fellbaum_C
1277	Benevenuto_F	1	Benevenuto_F
2102	Jagadeesan_H	1	Jagadeesan_H
2759	Baudouin_V	1	Baudouin_V
136	Mersch_G	1	Mersch_G
