	Id	Weight	Label
3224	Isard_A	1	Isard_A
381	Kešelj_V	1	Kešelj_V
382	Nickell_J	1	Nickell_J
383	Milička_J	1	Milička_J
491	Chissom_B	1	Chissom_B
463	Okada_Y	1	Okada_Y
3198	Hashem_S	1	Hashem_S
444	Melzer_S	1	Melzer_S
433	Ellis_F	1	Ellis_F
434	Elliott_J	1	Elliott_J
435	Craik_E	1	Craik_E
436	Yoon_A	1	Yoon_A
437	Hiller_M	1	Hiller_M
438	Snow_G	1	Snow_G
440	Dress_A	1	Dress_A
432	Irving_R	1	Irving_R
441	Barrón-Cedeño_A	1	Barrón-Cedeño_A
443	Kazuhide_Y	1	Kazuhide_Y
445	Granitzer_M	1	Granitzer_M
2984	Mustafic_T	1	Mustafic_T
446	Kubler_S	1	Kubler_S
3209	O'Halloran_K	1	O'Halloran_K
3208	Wagner_J	1	Wagner_J
449	Monterola_C	1	Monterola_C
442	Pusara_M	1	Pusara_M
450	Shen_Y	1	Shen_Y
431	Gokhman_S	1	Gokhman_S
429	Vamplew_P	1	Vamplew_P
413	Friedberg_N	1	Friedberg_N
414	Isaacs_G	1	Isaacs_G
1274	Anh_V	1	Anh_V
1276	Ehmoda_O	1	Ehmoda_O
416	Itai_A	1	Itai_A
2154	Finamore_A	1	Finamore_A
2729	de-Deyn_P	1	de-Deyn_P
2187	Liao_Z	1	Liao_Z
2179	Lindsay_J	1	Lindsay_J
2148	Terekhira_A	1	Terekhira_A
2733	Orwant_J	1	Orwant_J
2166	Northrup_M	1	Northrup_M
2150	Grotjahn_R	1	Grotjahn_R
2740	Volansky_V	1	Volansky_V
2152	Mani_I	1	Mani_I
2739	Keyser_P	1	Keyser_P
2155	Solórzano-Soto_J	1	Solórzano-Soto_J
2158	Vossen_P	1	Vossen_P
2738	Zecevic_A	1	Zecevic_A
2167	Weisstein_E	1	Weisstein_E
2737	Ellis_C	1	Ellis_C
2159	Sciences_P	1	Sciences_P
2735	Relles_N	1	Relles_N
2161	Fraser_N	1	Fraser_N
2162	Krishnamoorthi_R	1	Krishnamoorthi_R
2163	Prabhakar_S	1	Prabhakar_S
2164	Greiner_R	1	Greiner_R
2734	Greatley-hirsch_B	1	Greatley-hirsch_B
415	Herkt_M	1	Herkt_M
417	Larsson_S	1	Larsson_S
3199	Debray_S	1	Debray_S
457	Visa_A	1	Visa_A
487	Thakre_V	1	Thakre_V
488	Palmer_P	1	Palmer_P
489	Van-Kranenburg_P	1	Van-Kranenburg_P
490	Luck_M	1	Luck_M
483	Malrieu_D	1	Malrieu_D
453	Antonio_J	1	Antonio_J
473	Gellerstam_M	1	Gellerstam_M
471	Monsarrat_G	1	Monsarrat_G
455	MacLeod_A	1	MacLeod_A
3206	Huag_D	1	Huag_D
458	Oakley_R	1	Oakley_R
3193	Morales_R	1	Morales_R
3205	Fajtlowicz_S	1	Fajtlowicz_S
3204	Ersan_E	1	Ersan_E
3203	Van-der-Knaap_L	1	Van-der-Knaap_L
472	Swoboda_V	1	Swoboda_V
462	Wang_G	1	Wang_G
464	Kovashka_A	1	Kovashka_A
3202	Parameswaran_S	1	Parameswaran_S
466	Robertson_B	1	Robertson_B
3201	Barnes_D	1	Barnes_D
468	Pepe_A	1	Pepe_A
486	Schmidt_A	1	Schmidt_A
484	Stalker_K	1	Stalker_K
3216	Davis_L	1	Davis_L
3214	Cerra_D	1	Cerra_D
419	Grootjen_F	1	Grootjen_F
430	Morgenstern_B	1	Morgenstern_B
3215	Hoffman_D	1	Hoffman_D
3213	Raylor_T	1	Raylor_T
423	Littlestone_N	1	Littlestone_N
3211	Purves_A	1	Purves_A
425	Kim_H	1	Kim_H
426	Boleda_G	1	Boleda_G
427	Markham_S	1	Markham_S
428	Prechelt_L	1	Prechelt_L
412	Sorkin_G	1	Sorkin_G
3195	Caragea_C	1	Caragea_C
452	Blum_A	1	Blum_A
454	Wallnau_L	1	Wallnau_L
475	Hotta_S	1	Hotta_S
476	Rokach_L	1	Rokach_L
477	Owen_M	1	Owen_M
3197	Tajima_M	1	Tajima_M
3196	Villaseñor-Pineda_L	1	Villaseñor-Pineda_L
480	Papadimitrou_C	1	Papadimitrou_C
481	Dogan_R	1	Dogan_R
474	Těšitelová_M	1	Těšitelová_M
597	Suneetha_K	1	Suneetha_K
3162	Lin_T	1	Lin_T
581	Norwati_M	1	Norwati_M
107	Mielke_P	1	Mielke_P
551	Mikheev_A	1	Mikheev_A
553	Petraki_E	1	Petraki_E
554	King_L	1	King_L
546	Daller_H	1	Daller_H
3142	Elman_J	1	Elman_J
3238	Henkels_R	1	Henkels_R
326	Hu_Q	1	Hu_Q
104	Eysenbach_G	1	Eysenbach_G
105	Fossa_C	1	Fossa_C
106	Salas_S	1	Salas_S
3296	Care_M	1	Care_M
549	Buch_K	1	Buch_K
109	Yogev_S	1	Yogev_S
110	Willett_P	1	Willett_P
103	Doorn_P	1	Doorn_P
111	Wood_M	1	Wood_M
113	Davies_M	1	Davies_M
114	Fegley_B	1	Fegley_B
115	McKusick_J	1	McKusick_J
116	Eckersley_P	1	Eckersley_P
3295	Pietikainen_M	1	Pietikainen_M
118	Abramavich_A	1	Abramavich_A
550	Popp_S	1	Popp_S
548	Macready_W	1	Macready_W
112	Ohishi_T	1	Ohishi_T
536	Westcott_S	1	Westcott_S
558	Philips_A	1	Philips_A
567	Bowyer_K	1	Bowyer_K
569	Isard_S	1	Isard_S
3164	Peterson_D	1	Peterson_D
571	Roe_G	1	Roe_G
572	Lake_D	1	Lake_D
573	Cerezo-Soler_J	1	Cerezo-Soler_J
574	Derrick_D	1	Derrick_D
3163	Thaper_N	1	Thaper_N
568	Giorgino_T	1	Giorgino_T
557	Inaki_A	1	Inaki_A
547	Gustavsson_S	1	Gustavsson_S
555	Niederkorn_W	1	Niederkorn_W
538	Flannery_D	1	Flannery_D
539	Kasher_A	1	Kasher_A
540	Rasp_J	1	Rasp_J
541	Johnstone_D	1	Johnstone_D
3172	Pustylnikov_O	1	Pustylnikov_O
3171	Dunlap_L	1	Dunlap_L
544	Breure_L	1	Breure_L
3168	Webster_R	1	Webster_R
545	Hubert_J	1	Hubert_J
119	Meyer-zu-Eissen_S	1	Meyer-zu-Eissen_S
120	Zhengyou_X	1	Zhengyou_X
565	Alford_M	1	Alford_M
163	Taulé_M	1	Taulé_M
153	Oberson_P	1	Oberson_P
154	Overdorf_R	1	Overdorf_R
3284	Padró_L	1	Padró_L
155	Dumais_S	1	Dumais_S
3281	Jezequel_J	1	Jezequel_J
158	Burnard_L	1	Burnard_L
159	Schloss_P	1	Schloss_P
160	Frawley_W	1	Frawley_W
161	Kirk_J	1	Kirk_J
162	Gilbert_G	1	Gilbert_G
156	Dillon_M	1	Dillon_M
3282	Athar_A	1	Athar_A
122	Lin_X	1	Lin_X
146	Rentoumi_V	1	Rentoumi_V
143	Ioppolo_G	1	Ioppolo_G
124	Kriegel_H	1	Kriegel_H
126	Mezaour_A	1	Mezaour_A
3290	Dickerson_B	1	Dickerson_B
130	Schlör_D	1	Schlör_D
3288	Wilkerson_D	1	Wilkerson_D
3287	Murphy_A	1	Murphy_A
133	Winslow_G	1	Winslow_G
152	Bazzan_A	1	Bazzan_A
150	Goodman_R	1	Goodman_R
102	Garcia_M	1	Garcia_M
93	Booth_R	1	Booth_R
3297	El-Abed_M	1	El-Abed_M
84	Forster_P	1	Forster_P
85	Glasziou_K	1	Glasziou_K
86	Hubbard_E	1	Hubbard_E
3303	Lutoslawski_W	1	Lutoslawski_W
88	Conrad_S	1	Conrad_S
89	Golub_L	1	Golub_L
3302	Lynch_C	1	Lynch_C
101	Miller_W	1	Miller_W
91	Ahonen-Myka_H	1	Ahonen-Myka_H
3301	Zhang_Y	1	Zhang_Y
149	Hopcroft_J	1	Hopcroft_J
95	Barbaro_M	1	Barbaro_M
96	Bloom_F	1	Bloom_F
97	Agatucci_C	1	Agatucci_C
98	Moens_M	1	Moens_M
3299	Lanham_R	1	Lanham_R
92	Verhoeven_B	1	Verhoeven_B
83	Matsumoto_Y	1	Matsumoto_Y
3294	Savoy_J	1	Savoy_J
123	Berlin_B	1	Berlin_B
3283	Ottenstein_K	1	Ottenstein_K
566	Benson_J	1	Benson_J
564	Büttner_A	1	Büttner_A
582	Haskel_P	1	Haskel_P
639	Bobenhausen_K	1	Bobenhausen_K
652	Calvert_H	1	Calvert_H
3144	Halteren_H	1	Halteren_H
654	Benedi_J	1	Benedi_J
3143	Talor_K	1	Talor_K
656	Novick_M	1	Novick_M
657	Rowland_J	1	Rowland_J
658	Tianfang_Y	1	Tianfang_Y
651	Bond_C	1	Bond_C
621	Jo_Y	1	Jo_Y
641	Ellison_J	1	Ellison_J
623	Johnson_M	1	Johnson_M
642	Skilling_J	1	Skilling_J
624	AblaBmeier_M	1	AblaBmeier_M
625	Kaza_S	1	Kaza_S
626	Seshadri_K	1	Seshadri_K
3149	Dister_A	1	Dister_A
628	Goertzel_B	1	Goertzel_B
629	Stewart_W	1	Stewart_W
640	Leass_H	1	Leass_H
630	Damerau_F	1	Damerau_F
632	Kahn_D	1	Kahn_D
633	Bly_A	1	Bly_A
650	van-Driel_J	1	van-Driel_J
3145	Slobin_D	1	Slobin_D
635	Murray_G	1	Murray_G
594	Hout_R	1	Hout_R
583	Balasubrahmanyan_V	1	Balasubrahmanyan_V
584	Brautbar_N	1	Brautbar_N
3161	Shlens_J	1	Shlens_J
586	Hart_R	1	Hart_R
3156	Çöltekin_Ç	1	Çöltekin_Ç
588	Galescu_L	1	Galescu_L
590	Kato_T	1	Kato_T
591	Hedelin_P	1	Hedelin_P
3157	Chow_R	1	Chow_R
593	Rains_S	1	Rains_S
595	Perlroth_N	1	Perlroth_N
648	Fan_L	1	Fan_L
596	Grafton_A	1	Grafton_A
3159	Deorowicz_S	1	Deorowicz_S
579	Swales_J	1	Swales_J
620	Turner_G	1	Turner_G
622	Bever_T	1	Bever_T
643	Miller_E	1	Miller_E
644	Fais_L	1	Fais_L
645	Minton_S	1	Minton_S
646	Ginsberg_M	1	Ginsberg_M
3148	Noe_A	1	Noe_A
634	Plaza_E	1	Plaza_E
636	Evans_M	1	Evans_M
3167	Young_M	1	Young_M
3185	Ruggles_T	1	Ruggles_T
496	Malesky_L	1	Malesky_L
497	Dale_E	1	Dale_E
498	Miles_J	1	Miles_J
3190	Stone_J	1	Stone_J
3189	Jha_S	1	Jha_S
501	Reynolds_L	1	Reynolds_L
3183	Nolte_L	1	Nolte_L
3188	Zhang_H	1	Zhang_H
505	Trenkle_J	1	Trenkle_J
506	Thomson_N	1	Thomson_N
3184	Connors_L	1	Connors_L
512	Egan_M	1	Egan_M
509	Herrera_J	1	Herrera_J
510	Berchtold_S	1	Berchtold_S
511	Bernola_A	1	Bernola_A
3187	Bennett_P	1	Bennett_P
577	Poulin_C	1	Poulin_C
535	Janas_J	1	Janas_J
537	Pak_A	1	Pak_A
559	Sayoy_J	1	Sayoy_J
560	Qin_Y	1	Qin_Y
561	Zwaan_R	1	Zwaan_R
495	Moller_S	1	Moller_S
3182	Sismondo_S	1	Sismondo_S
637	Consulative-Committee-for-Space-Data-Systems-(CCSDS)	1	Consulative-Committee-for-Space-Data-Systems-(CCSDS)
523	Fernandez_P	1	Fernandez_P
1275	Scott_G	1	Scott_G
631	Kaufman_T	1	Kaufman_T
493	Smith_T	1	Smith_T
578	Opas-Hanninen_L	1	Opas-Hanninen_L
576	Ennis_L	1	Ennis_L
517	Sajous_F	1	Sajous_F
518	Bissell_A	1	Bissell_A
519	Moxey_L	1	Moxey_L
521	Holley_R	1	Holley_R
3176	Mays_D	1	Mays_D
524	Mei_Q	1	Mei_Q
534	Raza_A	1	Raza_A
516	Nowak_M	1	Nowak_M
3175	Màrquez_L	1	Màrquez_L
3174	Mehok_M	1	Mehok_M
528	Segal_N	1	Segal_N
529	Gore_A	1	Gore_A
530	Ferrer-i-Cancho_R	1	Ferrer-i-Cancho_R
3173	Havanur_S	1	Havanur_S
532	Stinson_D	1	Stinson_D
533	Murthi_M	1	Murthi_M
526	Kameyama_M	1	Kameyama_M
2185	Slotnick_H	1	Slotnick_H
2184	Simmons_R	1	Simmons_R
2182	Miao_H	1	Miao_H
2780	Teleman_U	1	Teleman_U
2777	Fujinaga_I	1	Fujinaga_I
2054	Martin-Löf_P	1	Martin-Löf_P
2055	Robertson_M	1	Robertson_M
2056	MacLeod_N	1	MacLeod_N
2776	Luettin_J	1	Luettin_J
2058	Benton_J	1	Benton_J
2059	Guilbaud_G	1	Guilbaud_G
2060	Pravia_M	1	Pravia_M
2053	Casarez_A	1	Casarez_A
2775	Adam_L	1	Adam_L
2041	Nix_A	1	Nix_A
2051	Leahy_P	1	Leahy_P
2025	Rodionova_E	1	Rodionova_E
2026	Doval_A	1	Doval_A
2027	Albaladejo_T	1	Albaladejo_T
2028	Hall_L	1	Hall_L
2029	Amancio_D	1	Amancio_D
2030	Moskovitch_R	1	Moskovitch_R
2031	Lay_M	1	Lay_M
2042	Dong_J	1	Dong_J
2032	Bailey_B	1	Bailey_B
2034	Zigdon_I	1	Zigdon_I
2044	Cambell_G	1	Cambell_G
2050	Hanus_P	1	Hanus_P
2036	Anat-Rachel_S	1	Anat-Rachel_S
2496	Alwajeeh_A	1	Alwajeeh_A
2631	Coll-Ardanuy_M	1	Coll-Ardanuy_M
2630	Ghanem_N	1	Ghanem_N
2629	Odgers_S	1	Odgers_S
2627	Janičić_P	1	Janičić_P
2490	Rickards_D	1	Rickards_D
2626	Thomson	1	Thomson
2491	Bingenheimer_M	1	Bingenheimer_M
2493	Menicucci_J	1	Menicucci_J
2494	Fradejas-Rueda_J	1	Fradejas-Rueda_J
2495	Lipman_D	1	Lipman_D
2497	Dilligan_R	1	Dilligan_R
2049	Byrne_E	1	Byrne_E
2498	Brockman_W	1	Brockman_W
2499	Palkovskii_Y	1	Palkovskii_Y
2492	Costa_P	1	Costa_P
2275	Muresan_S	1	Muresan_S
2274	Havlin_S	1	Havlin_S
2273	Rebedea_T	1	Rebedea_T
2779	Castellan_J	1	Castellan_J
2046	Sierra_G	1	Sierra_G
2778	Sakai_T	1	Sakai_T
2048	Murad_A	1	Murad_A
2782	Dras_M	1	Dras_M
2781	McKee_G	1	McKee_G
2484	Winchester_S	1	Winchester_S
2075	Worrall_L	1	Worrall_L
2065	Karian_S	1	Karian_S
2066	Gray_C	1	Gray_C
2067	Hada_Y	1	Hada_Y
2068	Walker_C	1	Walker_C
2069	Alphonse_E	1	Alphonse_E
2773	Peskin_B	1	Peskin_B
2772	Stutterheim_C	1	Stutterheim_C
2082	Vitiello_G	1	Vitiello_G
2072	DeCarlo_E	1	DeCarlo_E
2074	James_R	1	James_R
2076	Volokh_E	1	Volokh_E
2770	Pfahringer_B	1	Pfahringer_B
2077	Lee_T	1	Lee_T
2078	Vikatos_P	1	Vikatos_P
2079	Huls_C	1	Huls_C
2080	Peacock_A	1	Peacock_A
2073	Dawson_J	1	Dawson_J
2762	Warren_D	1	Warren_D
2023	Wells_B	1	Wells_B
2021	Kessler_B	1	Kessler_B
1963	Kerr_L	1	Kerr_L
1964	Pernice_K	1	Pernice_K
2771	Ross_R	1	Ross_R
2774	Bryant_L	1	Bryant_L
2038	Calandrino_J	1	Calandrino_J
2767	Heitz_T	1	Heitz_T
2039	Zöllner-Weber_A	1	Zöllner-Weber_A
2040	Mustapha_N	1	Mustapha_N
2033	Savatić_A	1	Savatić_A
2024	Ellegard_A	1	Ellegard_A
2062	Whipp_R	1	Whipp_R
2064	Byars_H	1	Byars_H
2085	El-Makky_N	1	El-Makky_N
2768	Ribeiro-Neto_B	1	Ribeiro-Neto_B
2087	the-PDP-Research-Group	1	the-PDP-Research-Group
2088	Richardson_J	1	Richardson_J
2090	Clemit_P	1	Clemit_P
2093	Niblett_B	1	Niblett_B
2091	Shen_V	1	Shen_V
2084	Savari_S	1	Savari_S
2766	Hwang_C	1	Hwang_C
2094	Shriberg_E	1	Shriberg_E
2765	Cohen_P	1	Cohen_P
2096	Hinton_S	1	Hinton_S
2763	Carvalho_A	1	Carvalho_A
2098	Baker_S	1	Baker_S
2099	Stuckey_E	1	Stuckey_E
2100	Arlitt_M	1	Arlitt_M
2632	Weber_F	1	Weber_F
2500	Glauch_S	1	Glauch_S
1966	Wilson_N	1	Wilson_N
2579	Makino_S	1	Makino_S
2568	Bouverot_D	1	Bouverot_D
2612	Bosch_R	1	Bosch_R
2570	Francis_M	1	Francis_M
2604	Lyons_L	1	Lyons_L
2610	Kjellmer_G	1	Kjellmer_G
2574	Adelsbach_A	1	Adelsbach_A
2608	Antosch_F	1	Antosch_F
2607	Rieber_R	1	Rieber_R
2605	Cooper_B	1	Cooper_B
2578	Shimada_I	1	Shimada_I
2580	Chaoji_V	1	Chaoji_V
2566	Lakoff_G	1	Lakoff_G
2609	Torney_R	1	Torney_R
2689	Palmer_D	1	Palmer_D
2522	Shaker_K	1	Shaker_K
2520	Korukhov_Y	1	Korukhov_Y
2463	Li_L	1	Li_L
2464	Ranson_N	1	Ranson_N
2465	Amrani_A	1	Amrani_A
2639	Ladefoged_P	1	Ladefoged_P
2638	Kolcz_A	1	Kolcz_A
2637	Oh_J	1	Oh_J
2567	Wickramasinghe_C	1	Wickramasinghe_C
2565	Elkins_A	1	Elkins_A
2640	Wellman_F	1	Wellman_F
2592	Hanbury_A	1	Hanbury_A
2561	Dasgupta_T	1	Dasgupta_T
2563	Davis_R	1	Davis_R
2585	Filatova_E	1	Filatova_E
2586	Ycart_B	1	Ycart_B
2587	Mitchell_A	1	Mitchell_A
2588	Belkhouche_B	1	Belkhouche_B
2589	Hahn_G	1	Hahn_G
2590	Bozkurt_I	1	Bozkurt_I
2591	Chittaranjan_G	1	Chittaranjan_G
2584	Sposato_P	1	Sposato_P
2594	Maislin_S	1	Maislin_S
2564	Hughes_A	1	Hughes_A
2595	Kelih_E	1	Kelih_E
2596	Phua_T	1	Phua_T
2603	Guarino_A	1	Guarino_A
2598	Mehl_M	1	Mehl_M
2599	Petöfi_J	1	Petöfi_J
2600	Bhattacharya_K	1	Bhattacharya_K
2593	Gupta_R	1	Gupta_R
2562	Rawson_S	1	Rawson_S
2583	de-Morgan_A	1	de-Morgan_A
2581	Pacewicz_A	1	Pacewicz_A
2469	Watson_I	1	Watson_I
2470	Charlton_K	1	Charlton_K
2502	Harold_F	1	Harold_F
2624	Weeber_S	1	Weeber_S
2451	Vitez_A	1	Vitez_A
2521	Lin_D	1	Lin_D
2480	Pearl_L	1	Pearl_L
2633	Way_T	1	Way_T
2504	Buie_E	1	Buie_E
2505	Chawla_M	1	Chawla_M
2506	Nosofsky_R	1	Nosofsky_R
2507	Eisenstein_E	1	Eisenstein_E
2625	Lijffijt_J	1	Lijffijt_J
2509	Cohen_H	1	Cohen_H
2503	Bello_R	1	Bello_R
2642	Webber_W	1	Webber_W
2511	Sayre_K	1	Sayre_K
2513	Vanhoutte_E	1	Vanhoutte_E
2514	Siegmund_D	1	Siegmund_D
2515	McDavid_R	1	McDavid_R
2516	Needleman_S	1	Needleman_S
2517	Hayes_C	1	Hayes_C
2622	Fellows_L	1	Fellows_L
2519	Prabhu_P	1	Prabhu_P
2512	Castaldini_A	1	Castaldini_A
2482	Ramirez_Y	1	Ramirez_Y
2641	Drexler_K	1	Drexler_K
2456	Prosperetti_F	1	Prosperetti_F
2472	Demuth_H	1	Demuth_H
2646	Parish_J	1	Parish_J
2473	Sun_J	1	Sun_J
2474	Rajlich_V	1	Rajlich_V
2475	Chang_K	1	Chang_K
2476	Mooney_R	1	Mooney_R
2636	Webb_S	1	Webb_S
2478	Todorov_T	1	Todorov_T
2471	Chappas_C	1	Chappas_C
2635	Srinivasan_D	1	Srinivasan_D
2461	Yee_M	1	Yee_M
2459	Duin_R	1	Duin_R
2444	Berger_H	1	Berger_H
2455	Klein_R	1	Klein_R
2445	Lukon_S	1	Lukon_S
2446	Lushkov_A	1	Lushkov_A
2447	Strauss_U	1	Strauss_U
2448	Rem_M	1	Rem_M
2449	Grier_S	1	Grier_S
2460	Tomović_A	1	Tomović_A
2644	Lu_Z	1	Lu_Z
2643	Tomokiyo_L	1	Tomokiyo_L
2453	Brazdil_P	1	Brazdil_P
2454	others	1	others
2805	Fu_B	1	Fu_B
1967	Garcia-Dorado_J	1	Garcia-Dorado_J
2181	Bruno_A	1	Bruno_A
2241	Siddharth_J	1	Siddharth_J
2264	Kotzé_E	1	Kotzé_E
2233	Kucukyilmaz_T	1	Kucukyilmaz_T
2254	New_M	1	New_M
2252	Neill_J	1	Neill_J
2711	Lange_R	1	Lange_R
2710	Pazzani_M	1	Pazzani_M
2708	Bennett_C	1	Bennett_C
2707	Sanford_A	1	Sanford_A
2239	Tsimboukakis_N	1	Tsimboukakis_N
2706	Muñoz_R	1	Muñoz_R
2698	Loh_N	1	Loh_N
2270	Huang_T	1	Huang_T
2705	Heeman_P	1	Heeman_P
2244	Coutinho_B	1	Coutinho_B
2245	Webby_E	1	Webby_E
2704	Samadzadeh_M	1	Samadzadeh_M
2247	Rodríguez_R	1	Rodríguez_R
2249	Conte_S	1	Conte_S
2700	Bandelt_H	1	Bandelt_H
2699	Whale_G	1	Whale_G
2243	Crain_C	1	Crain_C
2760	Rosenberg_N	1	Rosenberg_N
2272	Wyatt_J	1	Wyatt_J
2693	Reutemann_P	1	Reutemann_P
2728	Shiner_B	1	Shiner_B
2696	Carter_J	1	Carter_J
2202	Czellar_J	1	Czellar_J
2203	Malvern_J	1	Malvern_J
2725	Jardino_M	1	Jardino_M
2723	Cortina-Borja_M	1	Cortina-Borja_M
2722	Nichols_J	1	Nichols_J
2208	James_L	1	James_L
2200	Power-Software	1	Power-Software
2191	Macdonald_I	1	Macdonald_I
2232	Hosoya_M	1	Hosoya_M
2234	Klarreich_E	1	Klarreich_E
2257	Roberts_T	1	Roberts_T
2268	Chandrasekaran_R	1	Chandrasekaran_R
2258	Webb_D	1	Webb_D
2259	Demmen_J	1	Demmen_J
2260	Waterman_M	1	Waterman_M
2261	Hopfield_J	1	Hopfield_J
2695	Taylor_G	1	Taylor_G
2697	Brin_S	1	Brin_S
2263	Abraham_T	1	Abraham_T
2694	Holmes_P	1	Holmes_P
2266	Spiegler_S	1	Spiegler_S
2267	Day_D	1	Day_D
2190	McCabe_T	1	McCabe_T
2127	Datcu_M	1	Datcu_M
2199	Adams_A	1	Adams_A
2147	Amasyali_M	1	Amasyali_M
2756	Traore_I	1	Traore_I
2115	Becker_L	1	Becker_L
2116	Schroeder_L	1	Schroeder_L
2755	Wilson_A	1	Wilson_A
2118	Olsen_S	1	Olsen_S
2119	Paku_G	1	Paku_G
2120	Rico-Sulayes_A	1	Rico-Sulayes_A
2754	Kar_D	1	Kar_D
2114	Sun_Y	1	Sun_Y
2189	Klimt_B	1	Klimt_B
2149	Honaker_R	1	Honaker_R
2112	Levy-Minzie_K	1	Levy-Minzie_K
2171	Connors_M	1	Connors_M
2172	Miller_B	1	Miller_B
2173	Clarke_G	1	Clarke_G
2174	Torjas_B	1	Torjas_B
2731	Wolfer_J	1	Wolfer_J
2176	Petrakov_A	1	Petrakov_A
2177	Doherty-Sneddon_G	1	Doherty-Sneddon_G
2170	Kay_C	1	Kay_C
2178	van-Hulle_D	1	van-Hulle_D
2180	Cukic_B	1	Cukic_B
2123	Nielsen_J	1	Nielsen_J
2111	Pollard_C	1	Pollard_C
2749	Kok_J	1	Kok_J
2142	Herbelot_A	1	Herbelot_A
2131	Westhead_D	1	Westhead_D
2747	Selman_S	1	Selman_S
2134	Brannan_R	1	Brannan_R
2745	Cleave_J	1	Cleave_J
2136	Lord_R	1	Lord_R
2126	Laird_P	1	Laird_P
2137	Watkins_C	1	Watkins_C
2139	Gerritsen_C	1	Gerritsen_C
2140	Hartley_A	1	Hartley_A
2743	Karsdorp_F	1	Karsdorp_F
2742	Costello_J	1	Costello_J
2758	Sparkes_A	1	Sparkes_A
2144	Hieatt_A	1	Hieatt_A
2145	Moritz_R	1	Moritz_R
2138	Rosch_E	1	Rosch_E
2741	Terras_M	1	Terras_M
2753	Sergeyev_A	1	Sergeyev_A
2122	Meijs_W	1	Meijs_W
2106	Semple_J	1	Semple_J
2107	Dermoudy_J	1	Dermoudy_J
2108	Plasek_A	1	Plasek_A
2109	Robinson_T	1	Robinson_T
2201	Sanchez-Pol_M	1	Sanchez-Pol_M
2210	Lalla_H	1	Lalla_H
1968	Najock_D	1	Najock_D
2006	Taromi_K	1	Taromi_K
1955	Marriott_I	1	Marriott_I
1956	Chang_W	1	Chang_W
1957	Rudall_B	1	Rudall_B
1958	Towsey_M	1	Towsey_M
1950	McCleod_D	1	McCleod_D
2022	Lami_I	1	Lami_I
1980	Bul_B	1	Bul_B
2797	Herzberg_A	1	Herzberg_A
2003	Maloof_M	1	Maloof_M
2005	Dović_M	1	Dović_M
2787	Portnoy_S	1	Portnoy_S
1952	Zahedi_M	1	Zahedi_M
2009	Riddell_A	1	Riddell_A
2010	Chin_J	1	Chin_J
2786	Boberg_C	1	Boberg_C
2790	Andrews_D	1	Andrews_D
2785	Piao_S	1	Piao_S
2014	Farnham_W	1	Farnham_W
2015	Mélot_H	1	Mélot_H
2016	Loue_S	1	Loue_S
2017	Ke_X	1	Ke_X
2018	Sanjeev_A	1	Sanjeev_A
1954	Stern_J	1	Stern_J
2807	Miall_D	1	Miall_D
2784	Corral_A	1	Corral_A
1971	Boston_N	1	Boston_N
1969	Zhao_D	1	Zhao_D
1962	Fragos_K	1	Fragos_K
1970	Iosif_E	1	Iosif_E
1972	Felten_E	1	Felten_E
2803	Croghan_R	1	Croghan_R
1974	Cheng_N	1	Cheng_N
2802	Johnston_D	1	Johnston_D
1976	Rygiel_D	1	Rygiel_D
1977	Hertz_J	1	Hertz_J
2800	Ramsland_M	1	Ramsland_M
2799	Navarro_B	1	Navarro_B
1949	Thompson_J	1	Thompson_J
1961	N.-Notomi-amp	1	N.-Notomi-amp
1959	Tetreault_J	1	Tetreault_J
1942	Dahl_M	1	Dahl_M
1943	Whitelaw_C	1	Whitelaw_C
1944	Stys_M	1	Stys_M
2808	Stork_F	1	Stork_F
1946	Denton_T	1	Denton_T
1947	Matsuo_L	1	Matsuo_L
1948	Jiang_J	1	Jiang_J
1960	Saevanee_H	1	Saevanee_H
2019	Zhou_Z	1	Zhou_Z
2013	Gehl_G	1	Gehl_G
2726	Poe_H	1	Poe_H
2229	Shearer_B	1	Shearer_B
2217	Sekula_R	1	Sekula_R
2718	Adame_Y	1	Adame_Y
2220	Cleary_J	1	Cleary_J
2212	Chen_T	1	Chen_T
2221	von-Waldenfels_R	1	von-Waldenfels_R
2223	Greetham_D	1	Greetham_D
2716	Millican_J	1	Millican_J
2225	O'Donnell_M	1	O'Donnell_M
2227	Jackson_J	1	Jackson_J
2712	El-Yaniv_R	1	El-Yaniv_R
2230	Clark_W	1	Clark_W
2215	Bodwin_K	1	Bodwin_K
2717	Hedstrom_M	1	Hedstrom_M
2231	Tortora_G	1	Tortora_G
2721	Tepe_K	1	Tepe_K
2209	Best_E	1	Best_E
2727	Gallagher_M	1	Gallagher_M
2193	Johnson_A	1	Johnson_A
2194	Meo_M	1	Meo_M
2195	Booth_A	1	Booth_A
2196	McLaughlin_J	1	McLaughlin_J
2197	Balding_D	1	Balding_D
2216	Bolton_H	1	Bolton_H
2214	Blair_D	1	Blair_D
1981	Wynne_M	1	Wynne_M
1990	Druzhkov_P	1	Druzhkov_P
2001	Aitken_C	1	Aitken_C
2792	Adams_C	1	Adams_C
1983	Aubrey_W	1	Aubrey_W
1984	Nagashima_T	1	Nagashima_T
1985	Duchowski_A	1	Duchowski_A
1986	Ohman_R	1	Ohman_R
1987	Gross_D	1	Gross_D
1988	Rimrott_F	1	Rimrott_F
2796	Rabinowitz_H	1	Rabinowitz_H
