"Bélico-social_CruzadosCausa-ne0020" "Bélico-social_FlordeSantidad-ne0017" "Bélico-social_GerifaltesAntano-ne0022" "Bélico-social_MediaNoche-ne0037" "Bélico-social_ResplandorHoguera-ne0021" "Esperpéntico_Baza-ne0036" "Esperpéntico_Corte-ne0033" "Esperpéntico_TiranoBanderas-ne0030" "Esperpéntico_Viva-ne0035" "Sonatas_SonataEstio-ne0014" "Sonatas_SonataInvierno-ne0016" "Sonatas_SonataOtono-ne0013" "Sonatas_SonataPrimavera-ne0015"
"puedo" 0.0136761487964989 0.0310687655343828 0.0162509141139189 0 0.0158077774264938 0.0333418322317453 0.0159343504760387 0.0329089450626298 0.0250332828874754 0.0223224251082638 0.0290396183364447 0.0143815915627996 0.0267408278960317
"recuerdo" 0.00911743253099927 0.00517812758906379 0.0365645567563175 0.0174109863323757 0.0158077774264938 0.0117677054935572 0.011950762857029 0.0143976634649006 0.0193439004130492 0.0625027903031385 0.0497822028624767 0.0383509108341323 0.0695261525296823
"salir" 0.0319110138584974 0.0310687655343828 0.044690013813277 0.00870549316618786 0.0276636104963642 0.0235354109871144 0.0199179380950484 0.0164544725313149 0.0216196534028197 0.0133934550649583 0.0248911014312383 0.0191754554170662 0.0267408278960317
"van" 0.0182348650619985 0.0414250207125104 0.0203136426423986 0.139287890659006 0.0316155548529877 0.00980642124463098 0.0239015257140581 0.0308521359962155 0.0102408884539672 0.0133934550649583 0.0207425845260319 0.0335570469798658 0.00534816557920633
"dio" 0.0455871626549964 0.00517812758906379 0.0609409279271959 0 0.051375276636105 0.0176515582403358 0.0159343504760387 0.0164544725313149 0.0238954063925901 0.035715880173222 0.00414851690520639 0.0239693192713327 0
"estado" 0 0.00517812758906379 0.0934427561550337 0.0435274658309393 0.0158077774264938 0.0274579794849668 0.0305408384124075 0.0143976634649006 0.0159302709283934 0.0089289700433055 0.0165940676208256 0.0191754554170662 0.0106963311584127
"hemos" 0.00911743253099927 0.0103562551781276 0.0162509141139189 0.0174109863323757 0.0395194435662346 0.0313805479828191 0.0292129758727377 0.0308521359962155 0.0193439004130492 0.017857940086611 0.0124455507156192 0.0239693192713327 0.00534816557920633
"monte" 0.0227935813274982 0.155343827671914 0.0487527423417567 0 0.126462219411951 0.00784513699570479 0.011950762857029 0 0.00682725896931147 0 0.00414851690520639 0.0191754554170662 0
"cámara" 0 0 0.00406272852847973 0 0 0.0215741267381882 0.0411637387297667 0.00822723626565746 0.0375499243312131 0.0267869101299165 0.00829703381041278 0.0143815915627996 0.0588298213712697
"estas" 0.0273522975929978 0.0155343827671914 0.0284390996993581 0.0261164794985636 0.0158077774264938 0.00784513699570479 0.0225736631743882 0.0349657541290442 0.0284469123721311 0.017857940086611 0.0207425845260319 0.0287631831255992 0.00534816557920633
"fuese" 0.0410284463894967 0.025890637945319 0.0284390996993581 0 0.0118558330698704 0.0313805479828191 0.0265572507933979 0.00822723626565746 0.0147923944335082 0.0223224251082638 0.0331881352416511 0.0335570469798658 0.0267408278960317
"paúl" 0 0 0 0 0.0197597217831173 0.190244572145841 0 0 0 0 0 0 0
"pies" 0.0273522975929978 0.0517812758906379 0.0121881855854392 0.0261164794985636 0.0197597217831173 0.00980642124463098 0.0225736631743882 0.0267385178633867 0.0136545179386229 0.0580383052814858 0.00829703381041278 0.0431447746883988 0.0213926623168253
"sabes" 0.0227935813274982 0.0207125103562552 0.0243763711708784 0 0.0316155548529877 0.0254966952360406 0.0278851133330678 0.0164544725313149 0.0193439004130492 0.00446448502165275 0.0373366521468575 0.0383509108341323 0.0106963311584127
"misma" 0.00455871626549964 0.0207125103562552 0.044690013813277 0.0174109863323757 0.0474233322794815 0.0176515582403358 0.0159343504760387 0.0185112815977293 0.0193439004130492 0.017857940086611 0.0290396183364447 0.0335570469798658 0.032088993475238
"feliche" 0 0 0 0 0 0.00392256849785239 0.12216335364963 0 0.00682725896931147 0 0 0 0
"querido" 0.00455871626549964 0 0.0406272852847973 0 0.0118558330698704 0.0392256849785239 0.0185900755553785 0.0329089450626298 0.0227575298977049 0.0223224251082638 0.0248911014312383 0.00479386385426654 0.0213926623168253
"tomó" 0.0182348650619985 0.0103562551781276 0.0243763711708784 0 0.0316155548529877 0.019612842489262 0.0172622130157086 0.0246817087969724 0.0341362948465574 0.0089289700433055 0.0207425845260319 0.0191754554170662 0.0213926623168253
"torno" 0.0182348650619985 0.0880281690140845 0.0243763711708784 0.0435274658309393 0.0237116661397408 0.0117677054935572 0.00929503777768925 0.0308521359962155 0.0125166414437377 0.035715880173222 0.0207425845260319 0.0239693192713327 0.0267408278960317
"convento" 0.118526622902991 0 0.0121881855854392 0 0.00790388871324692 0 0.0132786253966989 0.0246817087969724 0.0238954063925901 0.0401803651948748 0.00829703381041278 0.0143815915627996 0.0588298213712697
"solamente" 0.0592633114514953 0.0673156586578293 0.00812545705695945 0.00870549316618786 0.0276636104963642 0.0215741267381882 0.00796717523801936 0.0164544725313149 0.0170681474232787 0.0446448502165275 0.00829703381041278 0.0239693192713327 0.032088993475238
"tuvo" 0.0364697301239971 0.0207125103562552 0.0406272852847973 0.00870549316618786 0.0118558330698704 0.0254966952360406 0.0106229003173591 0.0102840453320718 0.0284469123721311 0.017857940086611 0.0248911014312383 0.0239693192713327 0.0374371590544443
"barón" 0 0 0 0 0 0.019612842489262 0.0385080136504269 0.0719883173245028 0.0261711593823606 0 0.00414851690520639 0 0
"caballos" 0.00455871626549964 0.00517812758906379 0.00406272852847973 0.130582397492818 0.0197597217831173 0.00784513699570479 0.0278851133330678 0.0329089450626298 0.00682725896931147 0.071431760346444 0.0456336859572703 0 0.00534816557920633
"fin" 0.0182348650619985 0.0207125103562552 0.0203136426423986 0.00870549316618786 0.0276636104963642 0.0176515582403358 0.0239015257140581 0.0287953269298011 0.0193439004130492 0.0133934550649583 0.0414851690520639 0.0191754554170662 0.0106963311584127
"hombros" 0.0273522975929978 0.0310687655343828 0.0243763711708784 0.0261164794985636 0.0316155548529877 0.0431482534763763 0.00796717523801936 0 0.0113787649488525 0.0491093352381803 0.0290396183364447 0.0431447746883988 0.0213926623168253
"miraba" 0.00455871626549964 0.0155343827671914 0.0609409279271959 0 0.0395194435662346 0.0274579794849668 0.0239015257140581 0.022624899730558 0.00455150597954098 0.0223224251082638 0.0165940676208256 0.0287631831255992 0.0374371590544443
"poder" 0.0273522975929978 0.00517812758906379 0.0243763711708784 0 0.0118558330698704 0.0117677054935572 0.0239015257140581 0.0267385178633867 0.0341362948465574 0.0223224251082638 0.0124455507156192 0.00958772770853308 0.0267408278960317
"santos" 0.0136761487964989 0.0569594034797017 0 0.00870549316618786 0.0118558330698704 0.019612842489262 0.00663931269834947 0.0863859807894033 0.0113787649488525 0.0089289700433055 0.00829703381041278 0.0239693192713327 0.0213926623168253
"viejos" 0.0273522975929978 0.0569594034797017 0.0650036564556756 0.0261164794985636 0.0395194435662346 0.00392256849785239 0.0106229003173591 0.00617042719924309 0.0136545179386229 0.00446448502165275 0.0373366521468575 0.0575263662511985 0.0267408278960317
"blanca" 0.0182348650619985 0.0569594034797017 0.0162509141139189 0.0609384521633151 0.0158077774264938 0.00980642124463098 0.00398358761900968 0.00411361813282873 0.0136545179386229 0.053573820259833 0.0290396183364447 0.0958772770853308 0.032088993475238
"conciencia" 0 0.00517812758906379 0.0121881855854392 0.00870549316618786 0.00395194435662346 0.0215741267381882 0.025229388253728 0.0493634175939448 0.0329984183516721 0 0.0207425845260319 0.00479386385426654 0.0106963311584127
"primero" 0.00455871626549964 0.0155343827671914 0.0121881855854392 0.00870549316618786 0.043471387922858 0.0392256849785239 0.0132786253966989 0.0123408543984862 0.0261711593823606 0.0133934550649583 0.0290396183364447 0.0191754554170662 0.0267408278960317
"risa" 0.0364697301239971 0.00517812758906379 0.0365645567563175 0.00870549316618786 0.0553272209927284 0.0333418322317453 0.025229388253728 0.0185112815977293 0.00796513546419672 0.00446448502165275 0.0165940676208256 0.0287631831255992 0.00534816557920633
"dicho" 0.00911743253099927 0.0103562551781276 0.0284390996993581 0 0.00790388871324692 0.0313805479828191 0.0331965634917473 0.0102840453320718 0.0227575298977049 0.00446448502165275 0.0414851690520639 0.0143815915627996 0.016044496737619
"ello" 0.0182348650619985 0.0103562551781276 0.0121881855854392 0 0.0355674992096111 0.0156902739914096 0.0358522885710871 0.0164544725313149 0.0216196534028197 0.0133934550649583 0.0290396183364447 0.00479386385426654 0.0267408278960317
"pasar" 0.0273522975929978 0.0414250207125104 0.0284390996993581 0 0.0355674992096111 0.00784513699570479 0.0199179380950484 0.0102840453320718 0.0159302709283934 0.017857940086611 0.0207425845260319 0.0575263662511985 0.0374371590544443
"pollo" 0 0 0 0 0 0.0902190754506051 0.0265572507933979 0.00205680906641436 0.0329984183516721 0 0 0 0
"acuerdo" 0.0136761487964989 0 0.0121881855854392 0 0.0276636104963642 0.0490321062231549 0.0185900755553785 0.0143976634649006 0.0341362948465574 0.00446448502165275 0.00414851690520639 0.00958772770853308 0.0106963311584127
"azul" 0.0136761487964989 0.0569594034797017 0.0243763711708784 0.0261164794985636 0.0237116661397408 0.00980642124463098 0.0159343504760387 0.022624899730558 0.0147923944335082 0.0580383052814858 0.00414851690520639 0.0239693192713327 0.032088993475238
"doctor" 0 0 0 0.0174109863323757 0 0.019612842489262 0.0464751888884463 0.0863859807894033 0.00455150597954098 0 0.00414851690520639 0 0.00534816557920633
"esto" 0.0136761487964989 0.0103562551781276 0.0162509141139189 0.0522329589971272 0.0237116661397408 0.00980642124463098 0.0331965634917473 0.0164544725313149 0.0136545179386229 0.0223224251082638 0.0331881352416511 0.0191754554170662 0.0374371590544443
"plaza" 0.0364697301239971 0 0.0325018282278378 0.0174109863323757 0.0553272209927284 0.0274579794849668 0.00398358761900968 0.0123408543984862 0.0273090358772459 0 0.0248911014312383 0 0.0534816557920633
"sentía" 0.0227935813274982 0.0362468931234466 0.0568781993987162 0 0.0237116661397408 0.0137289897424834 0.0185900755553785 0.0143976634649006 0.00682725896931147 0.0401803651948748 0.0290396183364447 0.0239693192713327 0.0427853246336507
"cada" 0.0227935813274982 0.0466031483015742 0.0162509141139189 0 0.00790388871324692 0.0117677054935572 0.0185900755553785 0.0267385178633867 0.0193439004130492 0.035715880173222 0.0165940676208256 0.0287631831255992 0.032088993475238
"caer" 0.0319110138584974 0.0466031483015742 0.044690013813277 0.0174109863323757 0.0316155548529877 0.00588385274677859 0.0146064879363688 0.00822723626565746 0.0204817769079344 0.0223224251082638 0.0207425845260319 0.0191754554170662 0.0374371590544443
"dar" 0.0273522975929978 0.025890637945319 0.0203136426423986 0.00870549316618786 0.0237116661397408 0.029419263733893 0.0132786253966989 0.0185112815977293 0.0250332828874754 0.017857940086611 0.0290396183364447 0.0191754554170662 0
"grande" 0.0410284463894967 0.0103562551781276 0.0284390996993581 0.0174109863323757 0.0118558330698704 0.0176515582403358 0.0185900755553785 0.00822723626565746 0.0284469123721311 0.0133934550649583 0.0331881352416511 0.0239693192713327 0.016044496737619
"habrá" 0.0273522975929978 0.0155343827671914 0.0162509141139189 0.0174109863323757 0.0118558330698704 0.0215741267381882 0.0464751888884463 0.0102840453320718 0.0182060239181639 0.0133934550649583 0.00829703381041278 0.00958772770853308 0.0106963311584127
"puertas" 0.0455871626549964 0.0414250207125104 0.0284390996993581 0.00870549316618786 0.0316155548529877 0.0137289897424834 0.0146064879363688 0.0102840453320718 0.0147923944335082 0.0223224251082638 0.00829703381041278 0.0431447746883988 0.0427853246336507
"ti" 0.0136761487964989 0.0155343827671914 0.0203136426423986 0 0.0118558330698704 0.0235354109871144 0.0318687009520774 0.0102840453320718 0.0147923944335082 0.0133934550649583 0.0580792366728894 0.0383509108341323 0.00534816557920633
"consejo" 0 0.00517812758906379 0.0121881855854392 0.00870549316618786 0.00790388871324692 0.0215741267381882 0.0305408384124075 0.0123408543984862 0.0443771833005246 0.0089289700433055 0.00414851690520639 0 0.0213926623168253
"política" 0 0 0.00406272852847973 0 0 0.0411869692274501 0.0358522885710871 0.0308521359962155 0.0329984183516721 0 0 0 0
"señores" 0.0136761487964989 0.00517812758906379 0.0121881855854392 0.0174109863323757 0.0197597217831173 0.029419263733893 0.0278851133330678 0.0102840453320718 0.0375499243312131 0.0089289700433055 0.00829703381041278 0.00479386385426654 0
"sueño" 0.0136761487964989 0.0362468931234466 0.044690013813277 0.0174109863323757 0.0197597217831173 0.019612842489262 0.0132786253966989 0.0143976634649006 0.00796513546419672 0.035715880173222 0.0248911014312383 0.0479386385426654 0.0374371590544443
"allá" 0.00455871626549964 0.0517812758906379 0.0162509141139189 0.0174109863323757 0.0316155548529877 0.00588385274677859 0.0185900755553785 0.00617042719924309 0.00796513546419672 0.0580383052814858 0.0414851690520639 0.0383509108341323 0.048133490212857
"dedos" 0.0410284463894967 0.0466031483015742 0.0121881855854392 0.0261164794985636 0.0395194435662346 0.00784513699570479 0.011950762857029 0.00411361813282873 0.0159302709283934 0.035715880173222 0.0207425845260319 0.0431447746883988 0.0374371590544443
"él" 0.050145878920496 0.0310687655343828 0.0812545705695945 0 0.0316155548529877 0.0156902739914096 0.00663931269834947 0.00822723626565746 0.00568938247442623 0.0312513951515693 0.0331881352416511 0.0143815915627996 0.0374371590544443
"españoles" 0.00911743253099927 0 0 0 0 0.0666836644634907 0.0132786253966989 0.022624899730558 0.0295847888670164 0.0223224251082638 0.00829703381041278 0.00958772770853308 0
"lentamente" 0.0273522975929978 0.0673156586578293 0.0243763711708784 0.0261164794985636 0.0355674992096111 0.00588385274677859 0.00663931269834947 0.00617042719924309 0.00341362948465574 0.0625027903031385 0.0165940676208256 0.0575263662511985 0.0588298213712697
"mayordomo" 0.109409190371991 0.0103562551781276 0.0121881855854392 0 0 0 0 0 0.00341362948465574 0.0312513951515693 0 0.0767018216682646 0.197882126430634
"mozo" 0.0182348650619985 0.0155343827671914 0.0406272852847973 0 0.0869427758457161 0.00784513699570479 0.0225736631743882 0 0.0238954063925901 0.0401803651948748 0.00829703381041278 0 0
"pensamiento" 0.00911743253099927 0.00517812758906379 0.0406272852847973 0.0174109863323757 0 0.00588385274677859 0.0225736631743882 0.0617042719924309 0.0113787649488525 0.0133934550649583 0.0124455507156192 0.0143815915627996 0.0427853246336507
"tenemos" 0.0182348650619985 0.0103562551781276 0.0284390996993581 0.00870549316618786 0.0197597217831173 0.0156902739914096 0.0278851133330678 0.0205680906641436 0.0295847888670164 0.00446448502165275 0.0165940676208256 0.0143815915627996 0
"nuestros" 0.0227935813274982 0 0 0.00870549316618786 0.0158077774264938 0.0470708219742287 0.00929503777768925 0.0185112815977293 0.0159302709283934 0.0401803651948748 0.0207425845260319 0.0575263662511985 0.00534816557920633
"prim" 0 0 0 0 0 0.0921803596995313 0.0159343504760387 0 0.0364120478363278 0 0 0 0
"tampoco" 0.0136761487964989 0 0.0487527423417567 0 0.0197597217831173 0.0451095377253025 0.0199179380950484 0.0143976634649006 0.0170681474232787 0.017857940086611 0.0165940676208256 0.00958772770853308 0.00534816557920633
"vaya" 0.00911743253099927 0.025890637945319 0.0365645567563175 0 0.0158077774264938 0.029419263733893 0.0265572507933979 0.0143976634649006 0.0216196534028197 0.00446448502165275 0.0207425845260319 0.0191754554170662 0
"verdad" 0.0136761487964989 0.0207125103562552 0.0365645567563175 0.0174109863323757 0.0158077774264938 0.00980642124463098 0.0212458006347183 0.00617042719924309 0.0125166414437377 0.0223224251082638 0.0539307197676831 0.0527325023969319 0.0267408278960317
"blanco" 0.0136761487964989 0.0310687655343828 0.0121881855854392 0.00870549316618786 0.0355674992096111 0.0274579794849668 0.00663931269834947 0.0164544725313149 0.00341362948465574 0.0758962453680968 0.00414851690520639 0.0671140939597315 0.032088993475238
"fray" 0.0364697301239971 0 0 0 0 0 0.00531145015867957 0.00617042719924309 0.00341362948465574 0.0848252154114023 0.219871395975939 0 0
"maestro" 0 0 0.00406272852847973 0 0 0.100025496695236 0.0146064879363688 0.00205680906641436 0.0216196534028197 0 0.00829703381041278 0.0143815915627996 0.0106963311584127
"viene" 0.0273522975929978 0.0155343827671914 0.0162509141139189 0.0174109863323757 0.0197597217831173 0.0156902739914096 0.0172622130157086 0.0123408543984862 0.0329984183516721 0.0133934550649583 0.0165940676208256 0.0335570469798658 0
"vos" 0 0.0414250207125104 0 0 0 0.0019612842489262 0 0.0925564079886464 0.00910301195908196 0.0089289700433055 0.00829703381041278 0 0.128355973900952
"comenzó" 0.0410284463894967 0.0103562551781276 0.0243763711708784 0 0.0395194435662346 0.0156902739914096 0.011950762857029 0.0102840453320718 0.00796513546419672 0.0401803651948748 0.0414851690520639 0.0191754554170662 0.0534816557920633
"cosas" 0.0364697301239971 0.00517812758906379 0.0406272852847973 0.0174109863323757 0.0276636104963642 0.0156902739914096 0.0185900755553785 0.00411361813282873 0.0113787649488525 0.0089289700433055 0.0539307197676831 0.0287631831255992 0.032088993475238
"dando" 0.0455871626549964 0.0207125103562552 0.0243763711708784 0.0435274658309393 0.051375276636105 0.0254966952360406 0.00929503777768925 0.0164544725313149 0.0113787649488525 0.0133934550649583 0.00829703381041278 0.0287631831255992 0.0106963311584127
"figura" 0.0136761487964989 0.00517812758906379 0.0203136426423986 0.00870549316618786 0.0237116661397408 0.019612842489262 0.0146064879363688 0.0370225631954586 0.0125166414437377 0.0312513951515693 0.0207425845260319 0 0.0588298213712697
"nombre" 0.0319110138584974 0.0207125103562552 0.0162509141139189 0 0.0118558330698704 0.029419263733893 0.0159343504760387 0.0246817087969724 0.0147923944335082 0.0223224251082638 0.0248911014312383 0.0191754554170662 0.0213926623168253
"príncipe" 0.0136761487964989 0 0 0 0 0.0156902739914096 0.0146064879363688 0 0.0591695777340327 0.0133934550649583 0.0248911014312383 0.00958772770853308 0.0213926623168253
"expresión" 0.0273522975929978 0 0.0243763711708784 0.0609384521633151 0.00790388871324692 0.0431482534763763 0.0199179380950484 0.0267385178633867 0.0113787649488525 0.00446448502165275 0.0124455507156192 0.00479386385426654 0.0106963311584127
"fe" 0.0227935813274982 0.0466031483015742 0.0203136426423986 0.00870549316618786 0.0197597217831173 0.0137289897424834 0.0159343504760387 0.0473066085275304 0.0136545179386229 0.00446448502165275 0.0124455507156192 0.00479386385426654 0.0213926623168253
"historia" 0.0273522975929978 0.0207125103562552 0.0284390996993581 0 0 0.0274579794849668 0.00929503777768925 0.0143976634649006 0.0102408884539672 0.0669672753247913 0.0456336859572703 0.0143815915627996 0.0267408278960317
"mirando" 0.0547045951859956 0 0.0406272852847973 0.00870549316618786 0.0671830540625988 0.00784513699570479 0.0159343504760387 0.0246817087969724 0.0113787649488525 0.00446448502165275 0.00829703381041278 0.00958772770853308 0.0267408278960317
"negros" 0.00911743253099927 0.0103562551781276 0.0162509141139189 0.0348219726647515 0.0474233322794815 0.00784513699570479 0.0146064879363688 0.0143976634649006 0.00910301195908196 0.0491093352381803 0.0331881352416511 0.0287631831255992 0.048133490212857
"nuevo" 0.0227935813274982 0.0310687655343828 0.0243763711708784 0.0174109863323757 0.0197597217831173 0.00784513699570479 0.0159343504760387 0.0102840453320718 0.0113787649488525 0.0223224251082638 0.0373366521468575 0.0575263662511985 0.0374371590544443
"papel" 0.00911743253099927 0 0.0325018282278378 0.00870549316618786 0.00395194435662346 0.0274579794849668 0.0239015257140581 0.0123408543984862 0.0398256773209836 0 0.00414851690520639 0 0.0106963311584127
"pareja" 0 0 0 0 0.00790388871324692 0.019612842489262 0.0717045771421742 0.0185112815977293 0.0136545179386229 0 0 0.00479386385426654 0
"bravo" 0.00455871626549964 0 0.00406272852847973 0 0.00395194435662346 0.0117677054935572 0.0730324396818441 0 0.0250332828874754 0.00446448502165275 0 0 0
"escalera" 0.0273522975929978 0 0.044690013813277 0.00870549316618786 0.00790388871324692 0.0137289897424834 0.0159343504760387 0.0143976634649006 0.0364120478363278 0.017857940086611 0.0124455507156192 0.00479386385426654 0.00534816557920633
"estás" 0 0.0103562551781276 0.0162509141139189 0 0.0237116661397408 0.019612842489262 0.0345244260314172 0.0205680906641436 0.0193439004130492 0.017857940086611 0.00829703381041278 0.0287631831255992 0
"hacen" 0.0227935813274982 0.00517812758906379 0.0284390996993581 0.12187690432663 0.0118558330698704 0.0215741267381882 0.0106229003173591 0.0123408543984862 0.0238954063925901 0.0089289700433055 0.0165940676208256 0.0191754554170662 0.00534816557920633
"hermana" 0.0319110138584974 0 0.0325018282278378 0.0261164794985636 0 0.00392256849785239 0.0106229003173591 0 0.0341362948465574 0.0446448502165275 0.0497822028624767 0.00479386385426654 0.032088993475238
"llamó" 0.0227935813274982 0.0466031483015742 0.0406272852847973 0 0.0592791653493519 0.0117677054935572 0.00929503777768925 0.0143976634649006 0.0102408884539672 0.0089289700433055 0.0248911014312383 0.0335570469798658 0.0213926623168253
"niñas" 0.00455871626549964 0 0.0243763711708784 0.0174109863323757 0 0.00784513699570479 0.00663931269834947 0.0102840453320718 0.0284469123721311 0.00446448502165275 0 0.167785234899329 0.016044496737619
"primera" 0.00911743253099927 0.0207125103562552 0.0121881855854392 0.0261164794985636 0.0158077774264938 0.0353031164806715 0.0185900755553785 0.0185112815977293 0.0125166414437377 0.0223224251082638 0.0290396183364447 0.0143815915627996 0.0213926623168253
"siete" 0.00911743253099927 0.0362468931234466 0.0203136426423986 0.00870549316618786 0.0355674992096111 0.0117677054935572 0.00796717523801936 0.0205680906641436 0.0261711593823606 0.017857940086611 0.0331881352416511 0.0239693192713327 0.00534816557920633
"e" 0.0182348650619985 0.025890637945319 0.0325018282278378 0.0435274658309393 0.0237116661397408 0.019612842489262 0.0106229003173591 0.0185112815977293 0.0125166414437377 0 0.0248911014312383 0.0671140939597315 0
"estaban" 0.0319110138584974 0.0103562551781276 0.0609409279271959 0.00870549316618786 0.0474233322794815 0.00588385274677859 0.011950762857029 0.0102840453320718 0.00910301195908196 0.0267869101299165 0.0207425845260319 0.0239693192713327 0.0427853246336507
"juanes" 0 0 0 0 0 0 0.112868315871941 0 0 0 0.00414851690520639 0 0
"llama" 0.00911743253099927 0.0569594034797017 0.00812545705695945 0.0261164794985636 0.0474233322794815 0.0156902739914096 0.0212458006347183 0.0123408543984862 0.00910301195908196 0.0223224251082638 0.0124455507156192 0.0335570469798658 0.016044496737619
"punta" 0.0136761487964989 0.00517812758906379 0.0121881855854392 0 0.00395194435662346 0.0137289897424834 0.0318687009520774 0.0390793722618729 0.0193439004130492 0.0223224251082638 0.00414851690520639 0.00479386385426654 0.0213926623168253
"sofi" 0 0 0 0 0 0.168670445407653 0 0 0 0 0 0 0
"toñete" 0 0 0 0 0 0 0.102245415554582 0 0.0102408884539672 0 0 0 0
"cuello" 0.0182348650619985 0.0466031483015742 0.0121881855854392 0.0348219726647515 0.0395194435662346 0.0215741267381882 0.00663931269834947 0.0102840453320718 0.0147923944335082 0.0223224251082638 0.0165940676208256 0.0383509108341323 0.0213926623168253
"noble" 0.0227935813274982 0.0103562551781276 0.00812545705695945 0.00870549316618786 0.0118558330698704 0.0117677054935572 0.00398358761900968 0.0123408543984862 0.00910301195908196 0.053573820259833 0.0331881352416511 0.0671140939597315 0.080222483688095
"carolina" 0 0 0 0.00870549316618786 0 0 0.100917553014912 0 0.00796513546419672 0 0 0 0
"hijos" 0.0729394602479942 0.00517812758906379 0.0568781993987162 0.0261164794985636 0.0395194435662346 0.00588385274677859 0.0146064879363688 0.0123408543984862 0.0113787649488525 0.0133934550649583 0.0248911014312383 0.00479386385426654 0
"vuestra" 0.0136761487964989 0 0 0 0 0.0117677054935572 0.0305408384124075 0.0102840453320718 0.0409635538158688 0.00446448502165275 0 0.00479386385426654 0.048133490212857
"bueno" 0.0273522975929978 0.00517812758906379 0.0162509141139189 0.0261164794985636 0.0316155548529877 0.0137289897424834 0.0212458006347183 0.0246817087969724 0.0261711593823606 0.00446448502165275 0.00414851690520639 0 0.00534816557920633
"sonrió" 0.0273522975929978 0.00517812758906379 0.0325018282278378 0 0.0474233322794815 0.019612842489262 0.0106229003173591 0.0102840453320718 0.00455150597954098 0.035715880173222 0.0207425845260319 0.0383509108341323 0.0427853246336507
"acercó" 0.0410284463894967 0.0207125103562552 0.0325018282278378 0 0.0592791653493519 0.0117677054935572 0.00929503777768925 0.0164544725313149 0.0113787649488525 0.00446448502165275 0.0248911014312383 0.0191754554170662 0.0213926623168253
"alzó" 0.0547045951859956 0.0155343827671914 0.00812545705695945 0 0.051375276636105 0.0215741267381882 0.0132786253966989 0.0143976634649006 0.00682725896931147 0.0267869101299165 0.0290396183364447 0.0143815915627996 0.0106963311584127
"antiguo" 0.00911743253099927 0.0310687655343828 0.0406272852847973 0 0.0276636104963642 0.0117677054935572 0.0146064879363688 0.00205680906641436 0.0125166414437377 0.0446448502165275 0.00829703381041278 0.0575263662511985 0.0213926623168253
"dinero" 0.0273522975929978 0.025890637945319 0.00406272852847973 0 0 0.0235354109871144 0.0305408384124075 0.0123408543984862 0.0216196534028197 0.0133934550649583 0.0207425845260319 0 0.0106963311584127
"jamás" 0.0273522975929978 0 0.0121881855854392 0 0.00790388871324692 0.0274579794849668 0.0239015257140581 0.00822723626565746 0.0170681474232787 0.0223224251082638 0.0373366521468575 0.00958772770853308 0.0213926623168253
"media" 0.0273522975929978 0.0362468931234466 0.0406272852847973 0.00870549316618786 0.0237116661397408 0.0254966952360406 0.00796717523801936 0.0205680906641436 0.0147923944335082 0.0089289700433055 0.0124455507156192 0.00958772770853308 0.016044496737619
"salón" 0.0182348650619985 0 0.0162509141139189 0 0.00395194435662346 0.00588385274677859 0.025229388253728 0.00617042719924309 0.0136545179386229 0 0.00829703381041278 0.0239693192713327 0.155096801796984
"tenido" 0.0136761487964989 0 0.0162509141139189 0.00870549316618786 0.00395194435662346 0.0156902739914096 0.025229388253728 0.0164544725313149 0.0227575298977049 0.0223224251082638 0.0248911014312383 0.00958772770853308 0.0267408278960317
"bonifaz" 0 0 0 0 0 0.0235354109871144 0.0531145015867957 0 0.0329984183516721 0 0 0 0
"celes" 0 0 0 0 0 0 0 0.166601534379564 0 0 0 0 0
"cuanto" 0.0227935813274982 0.0103562551781276 0.00406272852847973 0 0.0237116661397408 0.0254966952360406 0.0172622130157086 0.0143976634649006 0.0216196534028197 0.0223224251082638 0 0.0143815915627996 0.0374371590544443
"dejó" 0.0547045951859956 0.0103562551781276 0.0203136426423986 0.00870549316618786 0.0395194435662346 0.00392256849785239 0.00929503777768925 0.0185112815977293 0.0147923944335082 0.0312513951515693 0.0207425845260319 0.0143815915627996 0.0267408278960317
"grave" 0.0273522975929978 0.0155343827671914 0.0325018282278378 0 0.0197597217831173 0.00588385274677859 0.0132786253966989 0.0123408543984862 0.0216196534028197 0.0089289700433055 0.0331881352416511 0.0191754554170662 0.0374371590544443
"llegó" 0.0364697301239971 0.0310687655343828 0.0365645567563175 0 0.0276636104963642 0.0137289897424834 0.00796717523801936 0.0123408543984862 0.0125166414437377 0.0267869101299165 0.0290396183364447 0.0287631831255992 0.0106963311584127
"londres" 0 0 0.00406272852847973 0 0 0.0961029281973836 0.00531145015867957 0.00411361813282873 0.0273090358772459 0.00446448502165275 0 0 0
"venía" 0.0319110138584974 0.0155343827671914 0.0325018282278378 0 0.0553272209927284 0.00784513699570479 0.0146064879363688 0.0123408543984862 0.0216196534028197 0.017857940086611 0.00414851690520639 0.0191754554170662 0
"luis" 0 0 0.00406272852847973 0 0 0.0254966952360406 0.062409539364485 0 0.0204817769079344 0 0 0.00479386385426654 0
"perro" 0.0729394602479942 0.0362468931234466 0.00812545705695945 0.0435274658309393 0.0237116661397408 0.00980642124463098 0.0159343504760387 0.0349657541290442 0.00568938247442623 0.017857940086611 0.00414851690520639 0 0
