,Source,Target,Weight,Type
1,Bélico-social_CruzadosCausa-ne0020,Bélico-social_FlordeSantidad-ne0017,3,undirected
2,Bélico-social_CruzadosCausa-ne0020,Bélico-social_GerifaltesAntano-ne0022,3,undirected
3,Bélico-social_CruzadosCausa-ne0020,Bélico-social_ResplandorHoguera-ne0021,5,undirected
4,Bélico-social_FlordeSantidad-ne0017,Bélico-social_CruzadosCausa-ne0020,3,undirected
5,Bélico-social_FlordeSantidad-ne0017,Bélico-social_MediaNoche-ne0037,5,undirected
6,Bélico-social_FlordeSantidad-ne0017,Bélico-social_ResplandorHoguera-ne0021,1,undirected
7,Bélico-social_FlordeSantidad-ne0017,Sonatas_SonataOtono-ne0013,4,undirected
8,Bélico-social_GerifaltesAntano-ne0022,Bélico-social_CruzadosCausa-ne0020,3,undirected
9,Bélico-social_GerifaltesAntano-ne0022,Bélico-social_ResplandorHoguera-ne0021,6,undirected
10,Bélico-social_GerifaltesAntano-ne0022,Sonatas_SonataInvierno-ne0016,1,undirected
11,Bélico-social_MediaNoche-ne0037,Bélico-social_FlordeSantidad-ne0017,5,undirected
12,Bélico-social_MediaNoche-ne0037,Bélico-social_ResplandorHoguera-ne0021,2,undirected
13,Bélico-social_MediaNoche-ne0037,Sonatas_SonataEstio-ne0014,1,undirected
14,Bélico-social_ResplandorHoguera-ne0021,Bélico-social_CruzadosCausa-ne0020,5,undirected
15,Bélico-social_ResplandorHoguera-ne0021,Bélico-social_FlordeSantidad-ne0017,1,undirected
16,Bélico-social_ResplandorHoguera-ne0021,Bélico-social_GerifaltesAntano-ne0022,6,undirected
17,Bélico-social_ResplandorHoguera-ne0021,Bélico-social_MediaNoche-ne0037,2,undirected
18,Esperpéntico_Baza-ne0036,Esperpéntico_Corte-ne0033,4,undirected
19,Esperpéntico_Baza-ne0036,Esperpéntico_TiranoBanderas-ne0030,3,undirected
20,Esperpéntico_Baza-ne0036,Esperpéntico_Viva-ne0035,5,undirected
21,Esperpéntico_Corte-ne0033,Esperpéntico_Baza-ne0036,4,undirected
22,Esperpéntico_Corte-ne0033,Esperpéntico_TiranoBanderas-ne0030,2,undirected
23,Esperpéntico_Corte-ne0033,Esperpéntico_Viva-ne0035,6,undirected
24,Esperpéntico_TiranoBanderas-ne0030,Esperpéntico_Baza-ne0036,3,undirected
25,Esperpéntico_TiranoBanderas-ne0030,Esperpéntico_Corte-ne0033,2,undirected
26,Esperpéntico_TiranoBanderas-ne0030,Esperpéntico_Viva-ne0035,4,undirected
27,Esperpéntico_Viva-ne0035,Esperpéntico_Baza-ne0036,5,undirected
28,Esperpéntico_Viva-ne0035,Esperpéntico_Corte-ne0033,6,undirected
29,Esperpéntico_Viva-ne0035,Esperpéntico_TiranoBanderas-ne0030,4,undirected
30,Sonatas_SonataEstio-ne0014,Bélico-social_MediaNoche-ne0037,1,undirected
31,Sonatas_SonataEstio-ne0014,Sonatas_SonataInvierno-ne0016,2,undirected
32,Sonatas_SonataEstio-ne0014,Sonatas_SonataOtono-ne0013,4,undirected
33,Sonatas_SonataEstio-ne0014,Sonatas_SonataPrimavera-ne0015,5,undirected
34,Sonatas_SonataInvierno-ne0016,Bélico-social_GerifaltesAntano-ne0022,1,undirected
35,Sonatas_SonataInvierno-ne0016,Sonatas_SonataEstio-ne0014,2,undirected
36,Sonatas_SonataInvierno-ne0016,Sonatas_SonataOtono-ne0013,2,undirected
37,Sonatas_SonataInvierno-ne0016,Sonatas_SonataPrimavera-ne0015,4,undirected
38,Sonatas_SonataOtono-ne0013,Bélico-social_FlordeSantidad-ne0017,4,undirected
39,Sonatas_SonataOtono-ne0013,Sonatas_SonataEstio-ne0014,4,undirected
40,Sonatas_SonataOtono-ne0013,Sonatas_SonataInvierno-ne0016,2,undirected
41,Sonatas_SonataOtono-ne0013,Sonatas_SonataPrimavera-ne0015,6,undirected
42,Sonatas_SonataPrimavera-ne0015,Sonatas_SonataEstio-ne0014,5,undirected
43,Sonatas_SonataPrimavera-ne0015,Sonatas_SonataInvierno-ne0016,4,undirected
44,Sonatas_SonataPrimavera-ne0015,Sonatas_SonataOtono-ne0013,6,undirected
